,index,Unnamed: 0,title_x,x,y,publish_time_x,abstract,authors,journal,category,cluster
17,17,17,Logistics of community smallpox control through contact tracing and ring vaccination: a stochastic network model,19.413767,1.2066925,2004-08-06,"BACKGROUND: Previous smallpox ring vaccination models based on contact tracing over a network suggest that ring vaccination would be effective, but have not explicitly included response logistics and limited numbers of vaccinators. METHODS: We developed a continuous-time stochastic simulation of smallpox transmission, including network structure, post-exposure vaccination, vaccination of contacts of contacts, limited response capacity, heterogeneity in symptoms and infectiousness, vaccination prior to the discontinuation of routine vaccination, more rapid diagnosis due to public awareness, surveillance of asymptomatic contacts, and isolation of cases. RESULTS: We found that even in cases of very rapidly spreading smallpox, ring vaccination (when coupled with surveillance) is sufficient in most cases to eliminate smallpox quickly, assuming that 95% of household contacts are traced, 80% of workplace or social contacts are traced, and no casual contacts are traced, and that in most cases the ability to trace 1–5 individuals per day per index case is sufficient. If smallpox is assumed to be transmitted very quickly to contacts, it may at times escape containment by ring vaccination, but could be controlled in these circumstances by mass vaccination. CONCLUSIONS: Small introductions of smallpox are likely to be easily contained by ring vaccination, provided contact tracing is feasible. Uncertainties in the nature of bioterrorist smallpox (infectiousness, vaccine efficacy) support continued planning for ring vaccination as well as mass vaccination. If initiated, ring vaccination should be conducted without delays in vaccination, should include contacts of contacts (whenever there is sufficient capacity) and should be accompanied by increased public awareness and surveillance.","Porco, Travis C; Holbrook, Karen A; Fernyak, Susan E; Portnoy, Diane L; Reiter, Randy; Aragón, Tomás J",BMC Public Health,17,30
31,31,31,Australian public health policy in 2003 – 2004,19.545464,1.1544338,2005-04-06,"In Australia, compared with other developed countries the many and varied programs which comprise public health have continued to be funded poorly and unsystematically, particularly given the amount of publicly voiced political support. In 2003, the major public health policy developments in communicable disease control were in the fields of SARS, and vaccine funding, whilst the TGA was focused on the Pan Pharmaceutical crisis. Programs directed to health maintenance and healthy ageing were approved. The tertiary education sector was involved in the development of programs for training the public health workforce and new professional qualifications and competencies. The Abelson Report received support from overseas experts, providing a potential platform for calls to improve national funding for future Australian preventive programs; however, inconsistencies continued across all jurisdictions in their approaches to tackling national health priorities. Despite 2004 being an election year, public health policy was not visible, with the bulk of the public health funding available in the 2004/05 federal budget allocated to managing such emerging risks as avian flu. We conclude by suggesting several implications for the future.","Lin, Vivian; Robinson, Priscilla",Aust New Zealand Health Policy,17,30
219,219,219,Science into policy: preparing for pandemic influenza,19.596563,1.1769495,2008-07-04,Authoratative government pandemic preparedness requires an evidence-based approach. The scientific advisory process that has informed the current UK pandemic preparedness plans is described. The final endorsed scientific papers are now publicly available.,"Harper, D. R.; Davies, L. M.; Gadd, E. M.; Costigan, S. C.",J Public Health (Oxf),17,5
602,602,602,Strengthening systems for communicable disease surveillance: creating a laboratory network in Rwanda,19.551662,1.5386258,2011-06-24,"BACKGROUND: The recent emergence of a novel strain of influenza virus with pandemic potential underscores the need for quality surveillance and laboratory services to contribute to the timely detection and confirmation of public health threats. To provide a framework for strengthening disease surveillance and response capacities in African countries, the World Health Organization Regional Headquarters for Africa (AFRO) developed Integrated Disease Surveillance and Response (IDSR) aimed at improving national surveillance and laboratory systems. IDSR emphasizes the linkage of information provided by public health laboratories to the selection of relevant, appropriate and effective public health responses to disease outbreaks. METHODS: We reviewed the development of Rwanda's National Reference Laboratory (NRL) to understand essential structures involved in creating a national public health laboratory network. We reviewed documents describing the NRL's organization and record of test results, conducted site visits, and interviewed health staff in the Ministry of Health and in partner agencies. Findings were developed by organizing thematic categories and grouping examples within them. We purposefully sought to identify success factors as well as challenges inherent in developing a national public health laboratory system. RESULTS: Among the identified success factors were: a structured governing framework for public health surveillance; political commitment to promote leadership for stronger laboratory capacities in Rwanda; defined roles and responsibilities for each level; coordinated approaches between technical and funding partners; collaboration with external laboratories; and use of performance results in advocacy with national stakeholders. Major challenges involved general infrastructure, human resources, and budgetary constraints. CONCLUSIONS: Rwanda's experience with collaborative partnerships contributed to creation of a functional public health laboratory network.","Kebede, Senait; Gatabazi, John B; Rugimbanya, Pierre; Mukankwiro, Therese; Perry, Helen N; Alemu, Wondimagegnehu; Ndihokubwayo, Jean B; Kramer, Michael H; Mukabayire, Odette",Health Res Policy Syst,17,5
1738,1738,1738,Why language matters: insights and challenges in applying a social determination of health approach in a North-South collaborative research program,19.756243,1.2806481,2015-02-27,"BACKGROUND: Focus on “social determinants of health” provides a welcome alternative to the bio-medical illness paradigm. However, the tendency to concentrate on the influence of “risk factors” related to living and working conditions of individuals, rather than to more broadly examine dynamics of the social processes that affect population health, has triggered critical reaction not only from the Global North but especially from voices the Global South where there is a long history of addressing questions of health equity. In this article, we elaborate on how focusing instead on the language of “social determination of health” has prompted us to attempt to apply a more equity-sensitive approaches to research and related policy and praxis. DISCUSSION: In this debate, we briefly explore the epistemological and historical roots of epidemiological approaches to health and health equity that have emerged in Latin America to consider its relevance to global discourse. In this region marked by pronounced inequity, context-sensitive concepts such as “collective health” and “critical epidemiology” have been prominent, albeit with limited acknowledgement by the Global North. We illustrate our attempts to apply a social determination approach (and the “4 S” elements of bio-Security, Sovereignty, Solidarity and Sustainability) in five projects within our research collaboration linking researchers and knowledge users in Ecuador and Canada, in diverse settings (health of healthcare workers; food systems; antibiotic resistance; vector borne disease [dengue]; and social circus with street youth). CONCLUSIONS: We argue that the language of social determinants lends itself to research that is more reductionist and beckons the development of different skills than would be applied when adopting the language of social determination. We conclude that this language leads to more direct analysis of the systemic factors that drive, promote and reinforce disparities, while at the same time directly considering the emancipatory forces capable of countering negative health impacts. It follows that “reverse innovation” must not only recognize practical solutions being developed in low and middle income countries, but must also build on the strengths of the theoretical-methodological reasoning that has emerged in the South.","Spiegel, Jerry M; Breilh, Jaime; Yassi, Annalee",Global Health,17,5
2158,2158,2158,Globalization and Health: developing the journal to advance the field,19.464268,1.4658052,2016-03-09,"Founded in 2005, Globalization and Health was the first open access global health journal. The journal has since expanded the field, and its influence, with the number of downloaded papers rising 17-fold, to over 4 million. Its ground-breaking papers, leading authors -including a Nobel Prize winner- and an impact factor of 2.25 place it among the top global health journals in the world. To mark the ten years since the journal’s founding, we, members of the current editorial board, undertook a review of the journal’s progress over the last decade. Through the application of an inductive thematic analysis, we systematically identified themes of research published in the journal from 2005 to 2014. We identify key areas the journal has promoted and consider these in the context of an existing framework, identify current gaps in global health research and highlight areas we, as a journal, would like to see strengthened.","Martin, Greg; MacLachlan, Malcolm; Labonté, Ronald; Larkan, Fiona; Vallières, Frédérique; Bergin, Niamh",Global Health,17,5
2484,2484,2484,"In the eye of the beholder: to make global health estimates useful, make them more socially robust",19.760351,1.2361724,2017-05-22,"A plethora of new development goals and funding institutions have greatly increased the demand for internationally comparable health estimates in recent years, and have brought important new players into the field of health estimate production. These changes have rekindled debates about the validity and legitimacy of global health estimates. This paper draws on country case studies and personal experience to support our opinion that the production and use of estimates are deeply embedded in specific social, economic, political and ideational contexts, which differ at different levels of the global health architecture. Broadly, most global health estimates tend to be made far from the local contexts in which the data upon which they are based are collected, and where the results of estimation processes must ultimately be used if they are to make a difference to the health of individuals. Internationally standardised indicators are necessary, but they are no substitute for data that meet local needs, and that fit with local ideas of what is credible and useful. In other words, data that are both technically and socially robust for those who make key decisions about health. We suggest that greater engagement of local actors (and local data) in the formulation, communication and interpretation of health estimates would increase the likelihood that these data will be used by those most able to translate them into health gains for the longer term. Besides strengthening national information systems, this requires ongoing interaction, building trust and establishing a communicative infrastructure. Local capacities to use knowledge to improve health must be supported.","Pisani, Elizabeth; Kok, Maarten",Glob Health Action,17,5
3301,3301,3301,Managing emerging transnational public health security threats: lessons learned from the 2014 West African Ebola outbreak,19.550426,1.1201218,2018-07-27,"BACKGROUND: Pandemics pose significant security/stability risks to nations with fragile infrastructures. We evaluated characteristics of the 2014 West African Ebola outbreak to elucidate lessons learned for managing transnational public health security threats. METHODS: We used publically available data to compare demographic and outbreak-specific data for Guinea, Sierra Leone, and Liberia, including key indicator data by the World Health Organization. Pearson correlation statistics were calculated to compare country-level infrastructure characteristics with outbreak size and duration. RESULTS: Hospital bed density was inversely correlated with longer EVD outbreak duration (r = − 0.99). Country-specific funding amount allocations were more likely associated with number of incident cases than the population at-risk or infrastructure needs. Key indicators demonstrating challenges for Guinea included: number of unsafe burials, percent of EVD-positive samples, and days between symptom onset and case hospitalization. Sierra Leone’s primary key indicator was the number of districts with ≥1 security incident. Liberia controlled their outbreak before much of the key-indicator data were collected. CONCLUSION: Many of the country-level factors, particularly the WHO key indicators were associated with controlling the epidemic. The infrastructure of countries affected by communicable diseases should be assessed by international political and public health leaders.","Wendelboe, Aaron M.; McCumber, Micah; Erb-Alvarez, Julie; Mould, Nicholas; Childs, Richard W.; Regens, James L.",Global Health,17,30
4072,4072,4072,Closing the NIH Fogarty Center threatens US and global health,19.462654,1.0595086,2017-07-27,,"Karim, Salim S Abdool; Karim, Quarraisha Abdool; Abimiku, Alash'le; Bekker, Linda-Gail; Bukusi, Elizabeth A; Deschamps, Marie Marcelle H; Derbew, Miliard; Garcia, Patricia J; Gray, Glenda; Kamya, Moses R; Swaminathan, Soumya; Wu, Zunyou",Lancet,17,5
4354,4354,4354,Is countries’ transparency associated with gaps between countries’ self and external evaluations for IHR core capacity?,19.357151,1.1541197,2020-01-20,"BACKGROUND: This study aims to evaluate the gap between countries’ self-evaluation and external evaluation regarding core capacity of infectious disease control required by International Health Regulations and the influence factors of the gap. METHODS: We collected countries’ self-evaluated scores (International Health Regulations Monitoring tool, IHRMT) of 2016 and 2017, and external evaluation scores (Joint External Evaluation, JEE) from WHO website on 4rd and 27rd November, 2018. There were 127 and 163 countries with IHRMT scores in 2016 and in 2017, and 74 countries with JEE scores included in the analysis. The gap between countries’ self-evaluation and external evaluation was represented by the difference between condensed IHR scores and JEE. Civil liberties (CL) scores were collected as indicators of the transparency of each country. The Human Development Index (HDI) and data indicating the density of physicians and nurses (HWD) were collected to reflect countries’ development and health workforce statuses. Then, chi-square test and logistic regression were performed to determine the correlation between the gap of IHRMT and JEE, and civil liberties, human development, and health workforce status. RESULTS: Countries’ self-evaluation scores significantly decreased from 2016 to 2017. Countries’ external evaluation scores are consistently 1 to 1.5 lower than self-evaluation scores. There were significantly more countries with high HDI status, high CL status and high HWD status in groups with bigger gap between IHRMT and JEE. And countries with higher HDI status presented a higher risk of having bigger gap between countries’ self and external scores (OR = 3.181). CONCLUSION: Our study result indicated that countries’ transparency represented by CL status do play a role in the gap between IHR and JEE scores. But HDI status is the key factor which significantly associated with the gap. The main reason for the gap in the current world is the different interpretation of evaluation of high HDI countries, though low CL countries tended to over-scored their capacity.","Tsai, Feng-Jen; Turbat, Battsetseg",Global Health,17,5
