,index,Unnamed: 0,title_x,x,y,publish_time_x,abstract,authors,journal,category,cluster
33708,33708,33708,TGA advises of potential taste disturbance with Andrographis paniculata,7.9862585,4.1561146,2020-06-06,"By the end of January, the World Health Organization had declared COVID‐19 a “global health emergency.”","Dennis, Marguerite J.",,781,1
34849,34849,34849,Methylprednisolone: Decrease in T cell count following off label use: case report,7.7618294,4.5439935,2020-06-20,"On Friday, March 13, 2020, all school teaching in the Republic of Trinidad and Tobago, West Indies was suspended until further notice because of the novel coronavirus COVID-19 pandemic. This immediately jeopardized the completion of course content at the University of the West Indies, St. Augustine campus. This article presents effective teaching and examination strategies that can be utilized in teaching undergraduates during COVID-19 school restrictions. The introductory digital electronics course of the Department of Electrical and Computer Engineering at the University of the West Indies will be utilized to demonstrate the merits of these strategies. The research will focus on demonstrating that the teaching methodologies utilized avoided the student performance from degrading below what has been experienced in the past 5 academic years. Student feedback on the methodology utilized is also incorporated in this article to highlight key benefits gained by students.","George, Marcus L.",,781,0
37891,37891,37891,"Chloroquine: Off-label use, haemolysis and methaemoglobinaemia: case report",7.687357,4.611697,2020-08-01,"The application of bioisosteres in drug discovery is a well-established design concept that has demonstrated utility as an approach to solving a range of problems that affect candidate optimization, progression, and durability. In this chapter, the application of isosteric substitution is explored in a fashion that focuses on the development of practical solutions to problems that are encountered in typical optimization campaigns. The role of bioisosteres to affect intrinsic potency and selectivity, influence conformation, solve problems associated with drug developability, including P-glycoprotein recognition, modulating basicity, solubility, and lipophilicity, and to address issues associated with metabolism and toxicity is used as the underlying theme to capture a spectrum of creative applications of structural emulation in the design of drug candidates.","Meanwell, Nicholas A.",Tactics in Contemporary Drug Design,781,0
38769,38769,38769,Other adverse reaction research,7.8312263,4.281522,2020-09-05,,,Notf Rett Med,781,1
39059,39059,39059,Hydroxychloroquine: Aggravation of myasthenia gravis following off label use: case report,7.956043,4.524202,2020-09-12,"Providing usable web information and services to as many people as possible confronts web professionals with a challenging task. The present study delivers insights about how Web accessibility is perceived in practice. Using a survey, a total of 163 web professionals in various roles reported their evaluation of Web accessibility implementation in their projects with regard to three aspects: the professional roles primarily responsible for Web accessibility, key phases in the development process, and the types of disabilities primarily considered. Results show that non-technical professional roles are perceived to be less involved in the development process, that Web accessibility considerations are mainly restricted to the design and implementation phases of projects, and that efforts focus predominantly on the needs of people with visual impairments.","Vollenwyder, Beat; Opwis, Klaus; Brühlmann, Florian",Computers Helping People with Special Needs,781,0
39439,39439,39439,Hydroxychloroquine: Hypoglycaemia following off-label use: 3 case reports,7.6590805,4.589592,2020-09-19,,The Editors of the Lancet Group,Lancet,781,0
39837,39837,39837,Tocilizumab: Acute terminal ileum and perforated caecal ulceration following off label use: case report,7.7840834,4.5768776,2020-09-26,"BACKGROUND: Different production systems and climates could lead to genotype-by-environment (G × E) interactions between populations, and the inclusion of G × E interactions is becoming essential in breeding decisions. The objective of this study was to investigate the performance of multi-trait models in genomic prediction in a limited number of environments with G × E interactions. RESULTS: In total, 2,688 and 1,384 individuals with growth and reproduction phenotypes, respectively, from two Yorkshire pig populations with similar genetic backgrounds were genotyped with the PorcineSNP80 panel. Single- and multi-trait models with genomic best linear unbiased prediction (GBLUP) and BayesC π were implemented to investigate their genomic prediction abilities with 20 replicates of five-fold cross-validation. Our results regarding between-environment genetic correlations of growth and reproductive traits (ranging from 0.618 to 0.723) indicated the existence of G × E interactions between these two Yorkshire pig populations. For single-trait models, genomic prediction with GBLUP was only 1.1% more accurate on average in the combined population than in single populations, and no significant improvements were obtained by BayesC π for most traits. In addition, single-trait models with either GBLUP or BayesC π produced greater bias for the combined population than for single populations. However, multi-trait models with GBLUP and BayesC π better accommodated G × E interactions, yielding 2.2% – 3.8% and 1.0% – 2.5% higher prediction accuracies for growth and reproductive traits, respectively, compared to those for single-trait models of single populations and the combined population. The multi-trait models also yielded lower bias and larger gains in the case of a small reference population. The smaller improvement in prediction accuracy and larger bias obtained by the single-trait models in the combined population was mainly due to the low consistency of linkage disequilibrium between the two populations, which also caused the BayesC π method to always produce the largest standard error in marker effect estimation for the combined population. CONCLUSIONS: In conclusion, our findings confirmed that directly combining populations to enlarge the reference population is not efficient in improving the accuracy of genomic prediction in the presence of G × E interactions, while multi-trait models perform better in a limited number of environments with G × E interactions.","Song, Hailiang; Zhang, Qin; Ding, Xiangdong",J Anim Sci Biotechnol,781,0
39838,39838,39838,Azithromycin/hydroxychloroquine: Corrected QT-interval prolongation following off label use: case report,7.7893157,4.6419826,2020-09-26,,"Telhan, Raj; McNeil, BA, Kimberly M.; Lipscomb-Hudson, Angela R.; Guobadia, Efosa L.; Landry, Michel D.",Arch Phys Med Rehabil,781,0
41612,41612,41612,Other adverse reaction research,7.9337983,4.1079082,2020-10-24,,,J Asthet Chir,781,13
41672,41672,41672,Lopinavir/ritonavir: Acute hepatocellular hepatitis following off-label use in COVID-19: case report,7.7776933,4.634676,2020-10-31,"Following V. Frankl’s (in the 1950s) and J. Frank’s (in the 1970s) historical definitions of the constructs Meaning in Life (MiL) and demoralization, there have been a multitude of studies which have described them from different theoretical perspectives. These constructs are closely linked, with the lack of MiL as one of the subconstructs underlying the definition of demoralization. Numerous studies have shown that MiL and demoralization affect suicidality, as protective and risk factors, respectively. The Interpersonal Theory of Suicide (IPTS) is a more recent framework conceptualized by T. Joiner (in the 2000s) to provide an additional possible reading key in the effort to better understand suicidality. By analogy to a previous study by E. Kleiman & J. Beaver (2013), examining MiL and demoralization in suicidality through a perspective of the IPTS framework can be of considerable interest. This study showed, in a cohort of undergraduate students, that MiL mediated the relationship between two variables associated with IPTS (perceived burdensomeness and thwarted belongingness) and suicidal ideation (SI). Taking into consideration future studies that these latter authors advocated, our aim is to verify this finding using a cross-sectional study. Differences in our approach would include a) studying a clinical population (suicidal patients attending an emergency department), b) analyzing relationships not only with SI but also with suicidal attempts (SA), and c) in consideration of the interconnection between MiL and demoralization, exploring also the possible role of demoralization as a mediator. The clinical implication lies in identifying multi-faceted targets that may be useful to mitigate suicidality risk in individuals, both in prevention and therapy intervention.","Costanza, Alessandra; Amerio, Andrea; Aguglia, Andrea; Serafini, Gianluca; Amore, Mario",Psychol Res Behav Manag,781,0
