,title_x,publish_time_x,abstract,authors,journal,url,category
2957,"Rhinovirus Biology, Antigenic Diversity, and Advancements in the Design of a Human Rhinovirus Vaccine",2017-12-05,"Human rhinovirus (HRV) remains a leading cause of several human diseases including the common cold. Despite considerable research over the last 60 years, development of an effective vaccine to HRV has been viewed by many as unfeasible due, in part, to the antigenic diversity of circulating HRVs in nature. Over 150 antigenically distinct types of HRV are currently known which span three species: HRV A, HRV B, and HRV C. Early attempts to develop a rhinovirus vaccine have shown that inactivated HRV is capable of serving as a strong immunogen and inducing neutralizing antibodies. Yet, limitations to virus preparation and recovery, continued identification of antigenic variants of HRV, and logistical challenges pertaining to preparing a polyvalent preparation of the magnitude required for true efficacy against circulating rhinoviruses continue to prove a daunting challenge. In this review, we describe HRV biology, antigenic diversity, and past and present advances in HRV vaccine design.","Stobart, Christopher C.; Nosek, Jenna M.; Moore, Martin L.",Front Microbiol,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5723287/,664
7083,Autopsy,2014-02-07,,,Reprod Sci,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7104448/,664
14225,Natural Inspired Carboxymethyl Cellulose (CMC) Doped with Ammonium Carbonate (AC) as Biopolymer Electrolyte,2020-10-26,"Porcine teschovirus (PTV) is an OIE-listed pathogen with 13 known PTV serotypes. Heterologous PTV serotypes frequently co-circulate and co-infect with another swine pathogen, causing various symptoms in all age groups, thus highlighting the need for a pan-PTV diagnostic tool. Here, a recombinant protein composed of a highly conserved “RNNQIPQDF” epitope on the GH loop of VP1, predicted in silico, and a tandem repeat of this epitope carrying the pan DR (PADRE) and Toxin B epitopes was constructed to serve as a PTV detection tool. This recombinant GST-PADRE-(RNNQIPQDF)(n)-Toxin B protein was used as an immunogen, which effectively raised non-neutralizing or undetectable neutralizing antibodies against PTV in mice. The raised antiserum was reactive against all the PTV serotypes (PTV–1–7) tested, but not against members of the closely related genera Sapelovirus and Cardiovirus, and the unrelated virus controls. This potential pan-PTV diagnostic reagent may be used to differentiate naturally infected animals from vaccinated animals that have antibodies against a subunit vaccine that does not contain this epitope or to screen for PTV before further subtyping. To our knowledge, this is the first report that utilized in silico PTV epitope prediction to find a reagent broadly reactive to various PTV serotypes.","Tsai, Tung-Hsuan; Chang, Chia-Yi; Wang, Fun-In",Viruses,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7693897/,664
14857,Modernizing the Toolkit for Arthropod Bloodmeal Identification,2021-01-06,"The 6 kDa early secreted antigen target (ESAT6) is a low molecular weight and highly immunogenic protein of Mycobacterium tuberculosis with relevance in the diagnosis of tuberculosis and subunit vaccine development. The gene encoding the ESAT6 protein is located in the M. tuberculosis-specific genomic region known as the region of difference (RD)1. There are 11 M. tuberculosis-specific RDs absent in all of the vaccine strains of BCG, and three of them (RD1, RD7, and RD9) encode immunodominant proteins. Each of these RDs has genes for a pair of ESAT6-like proteins. The immunological characterizations of all the possible proteins encoded by genes in RD1, RD7 and RD9 have shown that, besides ESAT-6 like proteins, several other proteins are major antigens useful for the development of subunit vaccines to substitute or supplement BCG. Furthermore, some of these proteins may replace the purified protein derivative of M. tuberculosis in the specific diagnosis of tuberculosis by using interferon-gamma release assays and/or tuberculin-type skin tests. At least three subunit vaccine candidates containing ESAT6-like proteins as antigen components of multimeric proteins have shown efficacy in phase 1 and phase II clinical trials in humans.","Mustafa, Abu Salim",Vaccines (Basel),https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7825740/,664
23547,Quality of Life Among Survivors of Middle East Respiratory Syndrome Corona Virus,2016-10-24,,"Parker, Patricia G.; Whiteman, Noah Kerness; Miller, R. Eric",Auk,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7109894/,664
25666,Intellectual Property Rights in Animal Biotechnology,2019-05-06,"Microbes like bacteria, virus, parasites and fungi may naturally colonize skin and mucous membranes without any sign of illness, for a longer or shorter period, in all humans, animals, fish, parasites, plants and all other living beings. Some types may be more invasive in human tissue than others. Many microbes are free-living in the environment—in water, soil and air and on equipment—as a part of the normal microbial flora on the Earth. Most of them are not dangerous and live in peaceful symbiosis with other living beings and may also be transferred between living species, from man to animal or man to plants and environment—and vice versa. New and old human pathogenic microbes are increasing all over the world. Some agents, like drug-resistant bacteria and highly pathogenic viruses, are more dangerous than others, and some microbes may cause chronic devastating diseases. Transmission routes depend on the robustness of the microbe in the environment, virulence, infectious dose, anatomical site in the body, etc. Pathogenic microbes are spread by contact, air, water, food, beverages, contaminated equipment and environment and are more seldom vector-borne, by insects or animals. The following chapter is focused on the most frequent pathogenic microbes, their preselected localization in the body, transmission routes and survival in the environment.","Andersen, Bjørg Marit",Prevention and Control of Infections in Hospitals,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7122329/,664
27571,Erratum to “Epitope mapping and biological function analysis of antibodies produced by immunization of mice with an inactivated Chinese isolate of severe acute respiratory syndrome-associated coronavirus (SARS-CoV)” [Virology 334 (2005) 134–143],2005-06-20,,"Juntes, P.; Štukelj, M.; Barlović, S.; Mičunović, J.; Toplak, I.",J Comp Pathol,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7130367/,664
27633,Strain-independent inactivated influenza vaccine production by removal of the hemagglutinin heavy HA1 chain,2002-11-13,,,Vaccine,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7130675/,664
27823,"Inhibition of Severe Acute Respiratory Syndrome Coronavirus Replication in a Lethal SARS-Cov Balb/C Mouse Model by Stinging Nettle Lectin, Urtica Dioica Agglutinin (UDA)",2010-04-22,"INTRODUCTION ET OBJECTIFS: L’EPP vise à améliorer nos pratiques médicales. Elle comporte 3 phases : la mise en évidence de dysfonctionnements, la proposition de mesures correctives puis l’évaluation des ajustements induits. L’EPP est difficile sans outil pertinent. Notre objectif est d’illustrer l’intérêt d’un TB pour réaliser une EPP. MATÉRIELS ET MÉTHODES: Notre TB existe depuis Juillet 2005, incluant 24 paramètres dont le diagnostic, l’antibiothérapie et la date d’hospitalisation. Lors de la 1(re) phase d’EPP, le TB a été utilisé pour étudier les modalités thérapeutiques des PAC, révélant une hétérogénéité d’antibiothérapie non justifiée (Med Mal Inf 2008;9:457-64). La 2(e) phase a consisté en l’écriture de notre protocole thérapeutique, visant à réduire les prescriptions de fluoroquinolones (FQ) et de céphalosporines de 3(e) génération (C3G). Nous rapportons ici la 3(e) phase d’EPP, utilisant le TB pour comparer l’application du protocole sur 2 périodes : avant (d’octobre à janvier 2005 et 2006) et après (d’octobre 2008 au 20 février 2009) sa mise en place. L’utilisation de plusieurs lignes thérapeutiques, suggérant l’inadéquation de l’antibiothérapie initiale, a été répertoriée. RÉSULTATS: Les PAC représentaient 178 hospitalisations avant l’application du protocole, et 81 après. Le taux de conformité avec le protocole était respectivement de 101/178 (57 %), et de 52/81 (64 %). Le nombre d’antibiothérapies contenant des FQ et/ou des C3G de manière inadéquate était de 45/178 (25 %) durant la première période, et de 19/81 (23 %) durant la seconde période. Plusieurs lignes thérapeutiques étaient utilisées 28/178 fois (16 %) et 12/81 fois (15 %). La durée d’hospitalisation était respectivement de 9 ± 5 et 8 ± 5 jours, une évolution défavorable étant observée dans 8/178 (5 %) et 1/81 cas (1,2 %). CONCLUSION: Un TB permet l’exécution rapide de 2 des 3 phases de l’EPP. Nos résultats suggèrent une appropriation partielle de notre protocole, la réduction des FQ et des C3G apparaissant sans impact sur la morbi-mortalité.","De Salvador, F.; Pulcini, C.; Cua, E.; Farhad, R.; Bernard, E.; Roger, P.-M.",Med Mal Infect,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7131632/,664
32922,Severe acute respiratory syndrome coronavirus-2 (SARS-CoV-2) infection: let the virus be its own demise,2020-05-26,"Cyber-Physical Systems (CPS) play a central role in modern days technology. From simple thermostat controllers to more advanced autonomous cars, their versatility makes them perfect candidates for many applications, in particular for safety critical ones. Thus, their certification is a key issue and formal methods are good candidates to assess safety and produce associated certificates. Hybrid systems show continuous-time dynamics depending on mode that is required in several stages of the architecture of Cyber-Physical Systems. Our work addresses the problem of formally verifying hybrid systems using refinement and proof with Event-B. Our previous work [14] presented formally verified generic architecture patterns for designing centralised hybrid systems, based on our generic approach [15]. We extend this work and give a formally verified architecture pattern aimed at modelling distributed hybrid systems, featuring multiple plants and multiple controllers. We validate the approach and illustrate the use of the defined pattern on an extension of a very common case study, borrowed from literature.","Dupont, Guillaume; Aït-Ameur, Yamine; Pantel, Marc; Singh, Neeraj K.",Rigorous State-Based Methods,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7242035/,664
