,index,Unnamed: 0,title_x,x,y,publish_time_x,abstract,authors,journal,category,cluster
386,386,386,A Single Immunization with Soluble Recombinant Trimeric Hemagglutinin Protects Chickens against Highly Pathogenic Avian Influenza Virus H5N1,10.450722,7.943779,2010-05-14,"BACKGROUND: The highly pathogenic avian influenza (HPAI) virus H5N1 causes multi-organ disease and death in poultry, resulting in significant economic losses in the poultry industry. In addition, it poses a major public health threat as it can be transmitted directly from infected poultry to humans with very high (60%) mortality rate. Effective vaccination against HPAI H5N1 would protect commercial poultry and would thus provide an important control measure by reducing the likelihood of bird-to-bird and bird-to-human transmission. METHODOLOGY/PRINCIPAL FINDINGS: In the present study we evaluated the vaccine potential of recombinant soluble trimeric subtype 5 hemagglutinin (sH5(3)) produced in mammalian cells. The secreted, purified sH5(3) was biologically active as demonstrated by its binding to ligands in a sialic acid-dependent manner. It was shown to protect chickens, in a dose-dependent manner, against a lethal challenge with H5N1 after a single vaccination. Protected animals did not shed challenge virus as determined by a quantitative RT-PCR on RNA isolated from trachea and cloaca swabs. Also in mice, vaccination with sH5(3) provided complete protection against challenge with HPAI H5N1. CONCLUSIONS/SIGNIFICANCE: Our results demonstrate that sH5(3) constitutes an attractive vaccine antigen for protection of chickens and mammals against HPAI H5N1. As these recombinant soluble hemagglutinin preparations can be produced with high yields and with relatively short lead time, they enable a rapid response to circulating and potentially pandemic influenza viruses.","Cornelissen, Lisette A. H. M.; de Vries, Robert P.; de Boer-Luijtze, Els A.; Rigter, Alan; Rottier, Peter J. M.; de Haan, Cornelis A. M.",PLoS One,170,28
493,493,493,Hepatitis G Virus associated aplastic anemia: A recent case from Pakistan,10.389489,7.768686,2011-01-21,"BACKGROUND: Aplastic anemia (AA) is a serious and rare disorder characterized by a hypocellular bone marrow. Hepatitis associated aplastic anemia (HAAA) is a variant of aplastic anemia in which aplastic anemia follows an acute attack of hepatitis. Several reports have noted an association between HGV and hepatitis-associated aplastic anemia besides other hepatitis causing viruses. CASE PRESENTATION: A female girl of age 11 year with a history of loose motion for one month, vomiting for last 15 days and poor oral intake for last few days is reported here. The physical examination presents fever, pallor whereas bleeding, hepatomegaly, Splenomegaly and bruising were absent, abdominal ultrasonography confirmed the absence of hepatomegaly, Splenomegaly and lymphodenopathy. The laboratory investigation parameters were: haemoglobin 6.2 g/L, total leucocytes count 1.51, neutrophils 0.47%, absolute reticulocyte count 0.5%, Monocytes 0.16%, red cell count 3.2 mil/uL, Picked cell volume (PCV) 30.13%, Mean Corpuscular Volume (MCV) 78 fL, Mean Corpuscular Hemoglobin (MCH) 26.3 pg. The liver enzymes were alanine aminotransferease (ALT) 98 IU/L, aspartate aminotransferase (AST) 114 IU/L. Serologic and molecular tests for hepatitis A, B, C, D, E, TTV, B19 were negative, whereas HGV RNA PCR test was found positive for hepatitis G virus. The bone marrow aspirate and trephine biopsy examination revealed hypo- cellularity, erythropoiesis, myelopoiesis and megakaryopoiesis. CONCLUSION: HAAA is an uncommon but severe condition, which may occur following idiopathic cases of acute hepatitis. Our finding suggests the involvement of HGV in the development of aplastic anemia. In patients presenting with pancytopenia after an episode of acute hepatitis, the definitive diagnosis should be considered and confirmed by RT-PCR and if possible by bone marrow biopsy.","Riaz Shah, Shahida Amjad; Idrees, Muhammad; Hussain, Abrar",Virol J,170,28
496,496,496,Charge-Surrounded Pockets and Electrostatic Interactions with Small Ions Modulate the Activity of Retroviral Fusion Proteins,10.108512,7.813715,2011-02-03,"Refolding of viral class-1 membrane fusion proteins from a native state to a trimer-of-hairpins structure promotes entry of viruses into cells. Here we present the structure of the bovine leukaemia virus transmembrane glycoprotein (TM) and identify a group of asparagine residues at the membrane-distal end of the trimer-of-hairpins that is strikingly conserved among divergent viruses. These asparagines are not essential for surface display of pre-fusogenic envelope. Instead, substitution of these residues dramatically disrupts membrane fusion. Our data indicate that, through electrostatic interactions with a chloride ion, the asparagine residues promote assembly and profoundly stabilize the fusion-active structures that are required for viral envelope-mediated membrane fusion. Moreover, the BLV TM structure also reveals a charge-surrounded hydrophobic pocket on the central coiled coil and interactions with basic residues that cluster around this pocket are critical to membrane fusion and form a target for peptide inhibitors of envelope function. Charge-surrounded pockets and electrostatic interactions with small ions are common among class-1 fusion proteins, suggesting that small molecules that specifically target such motifs should prevent assembly of the trimer-of-hairpins and be of value as therapeutic inhibitors of viral entry.","Lamb, Daniel; Schüttelkopf, Alexander W.; van Aalten, Daan M. F.; Brighty, David W.",PLoS Pathog,170,1
544,544,544,Genomic Characterization and High Prevalence of Bocaviruses in Swine,10.500461,7.8221455,2011-04-15,"Using random PCR amplification followed by plasmid subcloning and DNA sequencing, we detected bocavirus related sequences in 9 out of 17 porcine stool samples. Using primer walking, we sequenced the nearly complete genomes of two highly divergent bocaviruses we provisionally named porcine bocavirus 1 isolate H18 (PBoV1-H18) and porcine bocavirus 2 isolate A6 (PBoV2-A6) which differed by 51.8% in their NS1 protein. Phylogenetic analysis indicated that PBoV1-H18 was very closely related to a ∼2 Kb central region of a porcine bocavirus-like virus (PBo-LikeV) from Sweden described in 2009. PBoV2-A6 was very closely related to the porcine bocavirus genomes PBoV-1 and PBoV2 from China described in 2010. Among 340 fecal samples collected from different age, asymptomatic swine in five Chinese provinces, the prevalence of PBoV1-H18 and PBoV2-A6 related viruses were 45–75% and 55–70% respectively, with 30–47% of pigs co-infected. PBoV1-A6 related strains were highly conserved, while PBoV2-H18 related strains were more diverse, grouping into two genotypes corresponding to the previously described PBoV1 and PBoV2. Together with the recently described partial bocavirus genomes labeled V6 and V7, a total of three major porcine bocavirus clades have therefore been described to date. Further studies will be required to elucidate the possible pathogenic impact of these diverse bocaviruses either alone or in combination with other porcine viruses.","Shan, Tongling; Lan, Daoliang; Li, Linlin; Wang, Chunmei; Cui, Li; Zhang, Wen; Hua, Xiuguo; Zhu, Caixia; Zhao, Wei; Delwart, Eric",PLoS One,170,28
545,545,545,Analysis of codon usage and nucleotide composition bias in polioviruses,10.320448,7.9867473,2011-03-30,"BACKGROUND: Poliovirus, the causative agent of poliomyelitis, is a human enterovirus and a member of the family of Picornaviridae and among the most rapidly evolving viruses known. Analysis of codon usage can reveal much about the molecular evolution of the viruses. However, little information about synonymous codon usage pattern of polioviruses genome has been acquired to date. METHODS: The relative synonymous codon usage (RSCU) values, effective number of codon (ENC) values, nucleotide contents and dinucleotides were investigated and a comparative analysis of codon usage pattern for open reading frames (ORFs) among 48 polioviruses isolates including 31 of genotype 1, 13 of genotype 2 and 4 of genotype 3. RESULTS: The result shows that the overall extent of codon usage bias in poliovirus samples is low (mean ENC = 53.754 > 40). The general correlation between base composition and codon usage bias suggests that mutational pressure rather than natural selection is the main factor that determines the codon usage bias in those polioviruses. Depending on the RSCU data, it was found that there was a significant variation in bias of codon usage among three genotypes. Geographic factor also has some effect on the codon usage pattern (exists in the genotype-1 of polioviruses). No significant effect in gene length or vaccine derived polioviruses (DVPVs), wild viruses and live attenuated virus was observed on the variations of synonymous codon usage in the virus genes. The relative abundance of dinucleotide (CpG) in the ORFs of polioviruses are far below expected values especially in DVPVs and attenuated virus of polioviruses genotype 1. CONCLUSION: The information from this study may not only have theoretical value in understanding poliovirus evolution, especially for DVPVs genotype 1, but also have potential value for the development of poliovirus vaccines.","Zhang, Jie; Wang, Meng; Liu, Wen-qian; Zhou, Jian-hua; Chen, Hao-tai; Ma, Li-na; Ding, Yao-zhong; Gu, Yuan-xing; Liu, Yong-sheng",Virol J,170,1
612,612,612,Identification of a Highly Conserved H1 Subtype-Specific Epitope with Diagnostic Potential in the Hemagglutinin Protein of Influenza A Virus,10.189707,7.9797773,2011-08-19,"Subtype specificity of influenza A virus (IAV) is determined by its two surface glycoproteins, hemagglutinin (HA) and neuraminidase (NA). For HA, 16 distinct subtypes (H1–H16) exist, while nine exist for NA. The epidemic strains of H1N1 IAV change frequently and cause annual seasonal epidemics as well as occasional pandemics, such as the notorious 1918 influenza pandemic. The recent introduction of pandemic A/H1N1 IAV (H1N1pdm virus) into humans re-emphasizes the public health concern about H1N1 IAV. Several studies have identified conserved epitopes within specific HA subtypes that can be used for diagnostics. However, immune specific epitopes in H1N1 IAV have not been completely assessed. In this study, linear epitopes on the H1N1pdm viral HA protein were identified by peptide scanning using libraries of overlapping peptides against convalescent sera from H1N1pdm patients. One epitope, P5 (aa 58–72) was found to be immunodominant in patients and to evoke high titer antibodies in mice. Multiple sequence alignments and in silico coverage analysis showed that this epitope is highly conserved in influenza H1 HA [with a coverage of 91.6% (9,860/10,767)] and almost completely absent in other subtypes [with a coverage of 3.3% (792/23,895)]. This previously unidentified linear epitope is located outside the five well-recognized antigenic sites in HA. A peptide ELISA method based on this epitope was developed and showed high correlation (χ(2) = 51.81, P<0.01, Pearson correlation coefficient R = 0.741) with a hemagglutination inhibition test. The highly conserved H1 subtype-specific immunodominant epitope may form the basis for developing novel assays for sero-diagnosis and active surveillance against H1N1 IAVs.","Zhao, Rongmao; Cui, Shujuan; Guo, Li; Wu, Chao; Gonzalez, Richard; Paranhos-Baccalà, Gláucia; Vernet, Guy; Wang, Jianwei; Hung, Tao",PLoS One,170,28
840,840,840,Induction of GADD34 Is Necessary for dsRNA-Dependent Interferon-β Production and Participates in the Control of Chikungunya Virus Infection,10.454169,7.898627,2012-05-17,"Nucleic acid sensing by cells is a key feature of antiviral responses, which generally result in type-I Interferon production and tissue protection. However, detection of double-stranded RNAs in virus-infected cells promotes two concomitant and apparently conflicting events. The dsRNA-dependent protein kinase (PKR) phosphorylates translation initiation factor 2-alpha (eIF2α) and inhibits protein synthesis, whereas cytosolic DExD/H box RNA helicases induce expression of type I-IFN and other cytokines. We demonstrate that the phosphatase-1 cofactor, growth arrest and DNA damage-inducible protein 34 (GADD34/Ppp1r15a), an important component of the unfolded protein response (UPR), is absolutely required for type I-IFN and IL-6 production by mouse embryonic fibroblasts (MEFs) in response to dsRNA. GADD34 expression in MEFs is dependent on PKR activation, linking cytosolic microbial sensing with the ATF4 branch of the UPR. The importance of this link for anti-viral immunity is underlined by the extreme susceptibility of GADD34-deficient fibroblasts and neonate mice to Chikungunya virus infection.","Clavarino, Giovanna; Cláudio, Nuno; Couderc, Thérèse; Dalet, Alexandre; Judith, Delphine; Camosseto, Voahirana; Schmidt, Enrico K.; Wenger, Till; Lecuit, Marc; Gatti, Evelina; Pierre, Philippe",PLoS Pathog,170,28
889,889,889,"Ipomoelin, a Jacalin-Related Lectin with a Compact Tetrameric Association and Versatile Carbohydrate Binding Properties Regulated by Its N Terminus",10.291128,8.142352,2012-07-11,"Many proteins are induced in the plant defense response to biotic stress or mechanical wounding. One group is lectins. Ipomoelin (IPO) is one of the wound-inducible proteins of sweet potato (Ipomoea batatas cv. Tainung 57) and is a Jacalin-related lectin (JRL). In this study, we resolved the crystal structures of IPO in its apo form and in complex with carbohydrates such as methyl α-D-mannopyranoside (Me-Man), methyl α-D-glucopyranoside (Me-Glc), and methyl α-D-galactopyranoside (Me-Gal) in different space groups. The packing diagrams indicated that IPO might represent a compact tetrameric association in the JRL family. The protomer of IPO showed a canonical β-prism fold with 12 strands of β-sheets but with 2 additional short β-strands at the N terminus. A truncated IPO (ΔN10IPO) by removing the 2 short β-strands of the N terminus was used to reveal its role in a tetrameric association. Gel filtration chromatography confirmed IPO as a tetrameric form in solution. Isothermal titration calorimetry determined the binding constants (K(A)) of IPO and ΔN10IPO against various carbohydrates. IPO could bind to Me-Man, Me-Glc, and Me-Gal with similar binding constants. In contrast, ΔN10IPO showed high binding ability to Me-Man and Me-Glc but could not bind to Me-Gal. Our structural and functional analysis of IPO revealed that its compact tetrameric association and carbohydrate binding polyspecificity could be regulated by the 2 additional N-terminal β-strands. The versatile carbohydrate binding properties of IPO might play a role in plant defense.","Chang, Wei-Chieh; Liu, Kai-Lun; Hsu, Fang-Ciao; Jeng, Shih-Tong; Cheng, Yi-Sheng",PLoS One,170,1
919,919,919,Dengue Virus Serotype 2 Blocks Extracellular Signal-Regulated Kinase and Nuclear Factor-κB Activation to Downregulate Cytokine Production,10.30354,7.7602115,2012-08-22,"BACKGROUND: Dengue virus (DENV) infection is the most common mosquito-borne viral disease threatening human health around the world. Type I interferon (IFN) and cytokine production are crucial in the innate immune system. We previously reported that DENV serotype 2 (DENV-2) induced low levels of interferon regulatory factor 3 and NF-κB activation, thus leading to reduced production of IFN-β in the early phase of infection. Here, we determined whether DENV infection not only hampers type I IFN activation but also cytokine production triggered by Toll-like receptor (TLR) signaling. METHODOLOGY/PRINCIPAL FINDINGS: We used quantitative RT-PCR and found that only low levels of IFN-β and inflammatory cytokines such as interleukin 10 (IL-10), IL-12 and tumor necrosis factor α (TNFα) mRNA were detected in DENV-2–infected bone-marrow–derived dendritic cells. Furthermore, DENV-2 infection repressed cytokine production triggered by TLR signaling. To elucidate the molecular mechanisms underlying this suppression event, we measured NF-κB activation by p65 nuclear translocation and luciferase reporter assay and found that NF-κB activation triggered by TLR ligands was blocked by DENV-2 infection. As well, extracellular signal-regulated kinase (ERK) activity was suppressed by DENV-2 infection. CONCLUSIONS/SIGNIFICANCE: To downregulate the host innate immunity, DENV-2 by itself is a weak inducer of type I IFN and cytokines, furthermore DENV-2 can also block the TLR-triggered ERK–NF-κB activation and cytokine production.","Chang, Tsung-Hsien; Chen, Siang-Ru; Yu, Chia-Yi; Lin, You-Sheng; Chen, Yao-Shen; Kubota, Toru; Matsuoka, Mayumi; Lin, Yi-Ling",PLoS One,170,28
920,920,920,"High Influenza A Virus Infection Rates in Mallards Bred for Hunting in the Camargue, South of France",10.512416,7.8911223,2012-08-27,"During the last decade, the role of wildlife in emerging pathogen transmission to domestic animals has often been pointed out. Conversely, far less attention has been paid to pathogen transmission from domestic animals to wildlife. Here, we focus on the case of game restocking, which implies the release of millions of animals worldwide each year. We conducted a 2-year study in the Camargue (Southern France) to investigate the influence of hand-reared Mallard releases on avian influenza virus dynamics in surrounding wildlife. We sampled Mallards (cloacal swabs) from several game duck facilities in 2009 and 2010 before their release. A very high (99%) infection rate caused by an H10N7 strain was detected in the game bird facility we sampled in 2009. We did not detect this strain in shot ducks we sampled, neither during the 2008/2009 nor the 2009/2010 hunting seasons. In 2010 infection rates ranged from 0 to 24% in hand-reared ducks. The 2009 H10N7 strain was fully sequenced. It results from multiple reassortment events between Eurasian low pathogenic strains. Interestingly, H10N7 strains had previously caused human infections in Egypt and Australia. The H10 and N7 segments we sequenced were clearly distinct from the Australian ones but they belonged to the same large cluster as the Egyptian ones. We did not observe any mutation linked to increased virulence, transmission to mammals, or antiviral resistance in the H10N7 strain we identified. Our results indicate that the potential role of hand-reared Mallards in influenza virus epizootics must be taken into account given the likely risk of viral exchange between game bird facilities and wild habitats, owing to duck rearing conditions. Measures implemented to limit transmission from wildlife to domestic animals as well as measures to control transmission from domestic animals to wild ones need to be equally reinforced.","Vittecoq, Marion; Grandhomme, Viviane; Champagnon, Jocelyn; Guillemain, Matthieu; Crescenzo-Chaigne, Bernadette; Renaud, François; Thomas, Frédéric; Gauthier-Clerc, Michel; van der Werf, Sylvie",PLoS One,170,28
