,title_x,publish_time_x,abstract,authors,journal,url,category
1919,"Improving health aid for a better planet: The planning, monitoring and evaluation tool (PLANET)",2015-08-19,"BACKGROUND: International development assistance for health (DAH) quadrupled between 1990 and 2012, from US$ 5.6 billion to US$ 28.1 billion. This generates an increasing need for transparent and replicable tools that could be used to set investment priorities, monitor the distribution of funding in real time, and evaluate the impact of those investments. METHODS: In this paper we present a methodology that addresses these three challenges. We call this approach PLANET, which stands for planning, monitoring and evaluation tool. Fundamentally, PLANET is based on crowdsourcing approach to obtaining information relevant to deployment of large–scale programs. Information is contributed in real time by a diverse group of participants involved in the program delivery. FINDINGS: PLANET relies on real–time information from three levels of participants in large–scale programs: funders, managers and recipients. At each level, information is solicited to assess five key risks that are most relevant to each level of operations. The risks at the level of funders involve systematic neglect of certain areas, focus on donor’s interests over that of program recipients, ineffective co–ordination between donors, questionable mechanisms of delivery and excessive loss of funding to “middle men”. At the level of managers, the risks are corruption, lack of capacity and/or competence, lack of information and /or communication, undue avoidance of governmental structures / preference to non–governmental organizations and exclusion of local expertise. At the level of primary recipients, the risks are corruption, parallel operations / “verticalization”, misalignment with local priorities and lack of community involvement, issues with ethics, equity and/or acceptability, and low likelihood of sustainability beyond the end of the program’s implementation. INTERPRETATION: PLANET is intended as an additional tool available to policy–makers to prioritize, monitor and evaluate large–scale development programs. In this, it should complement tools such as LiST (for health care/interventions), EQUIST (for health care/interventions) and CHNRI (for health research), which also rely on information from local experts and on local context to set priorities in a transparent, user–friendly, replicable, quantifiable and specific, algorithmic–like manner.","Sridhar, Devi; Car, Josip; Chopra, Mickey; Campbell, Harry; Woods, Ngaire; Rudan, Igor",,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4544236/,168
3427,‘Hajj: what it means for general practice’,2018-04-18,,"Mughal, Faraz; Chew-Graham, Carolyn A; Saad, Ahmad",BJGP Open,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6184103/,168
6323,Politics of International Health in the Bush Administration,2004-06-08,"Clinically important microbes, and the pathogenesis, symptoms and diagnosis of their corresponding infectious diseases were integrated into clinical schemes within a clinical presentation curriculum. Decisions on microbe placement considered a variety of factors, including spaced reinforcement of major pathogens. We report here the map of our integrated medical microbiology curriculum.","Pettit, Robin K.; Kuo, Yen-Ping",Med Sci Educ,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7099955/,168
6412,Whose world? Which health? What security? The facts and fictions of global health security,2013-02-12,"Kawasaki disease (KD) is a systemic vasculitis of unknown etiology. The laboratory findings before and after intravenous immunoglobulin (IVIG) in KD have been discussed, but the characteristics of IVIG therapy still are unclear. This study aimed to compare laboratory data from patients with KD and enterovirus (EV) infection to evaluate the differences after IVIG therapy. The study enrolled 171 KD patients and 38 EV patients treated with a single dose of IVIG from 2003 to 2010. Laboratory data including total white blood cell counts (WBC) and hemoglobin (Hb), platelet, segment, lymphocyte, eosinophil, and monocyte levels were analyzed. Compared with the KD patients, the EV patients had higher Hb, lymphocyte, and monocyte levels and lower eosinophil levels before IVIG treatment (p < 0.05). After IVIG treatment, the KD patients had lower Hb and segment levels but higher platelet, lymphocyte, and eosinophil levels than the EV patients (p < 0.05). In the KD patients, the platelet, eosinophil, and monocyte levels increased after IVIG treatment, whereas Hb, WBC, and segment levels decreased significantly (p < 0.001). In the EV patients, eosinophil levels increased after IVIG treatment, whereas WBC and Hb levels decreased significantly (p < 0.05). The study results provide evidence that eosinophilia may be related to IVIG therapy in KD and EV patients. The KD patients had higher eosinophil levels both before and after IVIG therapy than the EV patients, which may have been due to the inflammatory mechanism of KD. The KD patients had higher platelet levels than the EV patients, suggesting that platelets are involved in the inflammatory response to KD.","Lin, Li-Yan; Yang, Tsung-Hsien; Lin, Ying-Jui; Yu, Hong-Ren; Yang, Kuender D.; Huang, Yi-Chuan; Chang, Wei-Chiao; Kuo, Ho-Chang",Pediatr Cardiol,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7100730/,168
9031,WHO and the media: a major impediment to global health?,2014-06-11,,The Lancet,Lancet,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7134625/,168
9062,Health is global: a UK Government strategy for 2008–13,2008-12-26,,"Sherbino, Jonathan; Atzema, Clare",Ann Emerg Med,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7134708/,168
10841,"Whose crisis? Pandemic flu, ‘communication disasters’ and the struggle for hegemony",2019-11-20,"BACKGROUND: In chronic obstructive pulmonary disease (COPD) patients with acute respiratory failure (ARF), non-invasive ventilation (NIV) is generally recommended and has proven its benefits by reducing endotracheal intubation (ETI) rates, intensive care unit (ICU) admissions, complications, and mortality. Choosing between immediate ETI or NIV trial is often difficult when such patients present with an altered mental status. Some guidelines recommend avoiding NIV when consciousness is impaired given the risk of aspiration, and some authors suggest that a pH < 7.25 is highly predictive of NIV failure. Though clinical response to a well-adjusted NIV treatment can be both swift and spectacular, these contraindications probably encourage physicians to proceed to immediate ETI. Some studies indeed report that NIV was not even considered in as many as 60% of patients who might have benefited from this therapy, though ETI related complications might have been avoided had NIV been successfully applied. CASE PRESENTATION: We report two cases of ARF in COPD patients who were successfully treated by NIV in prehospital setting and avoided ETI despite contraindications (altered mental status with a Glasgow Coma Scale < 8) and failure risk factors (severe respiratory acidosis with pH < 7.25). CONCLUSION: In COPD patients presenting ARF, NIV trial could be considered even when relative contraindications such as an altered level of consciousness or a severe respiratory acidosis are present.","Fubini, PE; Suppan, L",Int J Emerg Med,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7206709/,168
13337,"Burnout, anxiety and depression risk in medical doctors working in KwaZulu-Natal Province, South Africa: Evidence from a multi-site study of resource-constrained government hospitals in a generalised HIV epidemic setting",2020-10-14,"All Neisseria gonorrhoeae strains contain multiple copies of integrated filamentous phage genomes with undefined structures. In this study, we sought to characterize the capsid proteins of filamentous N. gonorrhoeae bacteriophage NgoΦ6 and phagemids propagated in different bacteria. The data demonstrate that purified phage contain phage-encoded structural proteins and bacterial host proteins; host proteins consistently copurified with the phage particles. The bacterial host proteins associated with the phage filament (as identified by mass spectrometry) tended to be one of the predominant outer membrane components of the host strain, plus minor additional host proteins. We were able to copurify a functional ß-lactamase, a phagemid-encoded protein, with phage filaments. We used protein modeling and immunological analysis to identify the major phage encoded structural proteins. The antigenic properties of these proteins depended on the bacterium where the phages were propagated. Polyclonal antibodies against N. gonorrhoeae phage NgoΦ6 recognized phage-encoded proteins if the phage was propagated in N. gonorrhoeae or H. influenzae cells but not if it was propagated in Salmonella or E. coli. We show that the phage filaments isolated from gonococci and Haemophilus are glycosylated, and this may explain the antigenic diversity seen. Taken en toto, the data demonstrate that while the neisserial filamentous phage are similar to other Inovirus with respect to overall genomic organization, their ability to closely associate with host proteins suggests that they have unique surface properties and are secreted by a here-to-fore unknown secretory pathway.","Piekarowicz, A.; Kłyż, A.; Adamczyk-Popławska, M.; Stein, D. C.",PLoS One,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7561177/,168
17725,Artist’s Statement: Behind the Same Mask,2021-05-25,"Background: Ureaplasma urealyticum (UU) infection is the most common cause of male infertility. Zhibai Dihuang Decoction (ZBDHD) can improve the rate of forwarding motility sperm, sperm deformity rate, seminal plasma zinc and refined berry sugar levels. Methods: The potential targets of ZBDHD are obtained from The Encyclopedia of Traditional Chinese Medicine (ETCM). Orchitis-related targets were collected from the Genecards and OMIM databases. The Cytoscape and the Database for Annotation, Visualization and Integrated Discovery (DAVID) were utilized to construct and analyzed the networks. Finally, a rat model of orchitis caused by UU infection was used to detect related indicators of mitochondrial energy metabolism using TUNEL apoptosis detection technology, loss cytometry, Real-Time Quantitative Reverse Transcription PCR (qRT-PCR) and Western Blot. Results: A total of 795 ZBDHD targets and 242 orchitis-related targets were obtained. The “ZBDHD- orchitis PPI network” was constructed and analyzed. ZBDHD can regulate signaling pathways and biological processes related to mitochondrial energy metabolism. The results of experimental studies have shown that ZBDHD maintains the integrity of sperm mitochondrial respiratory chain function by enhancing mitochondrial Na(+)-K(+)-ATPase and Ca2(+)-Mg(2+)-ATPase activities, promotes the synthesis of mitochondrial ATP, and improves sperm energy supply, thereby improving the motility, vitality and survival rate of sperm, and effectively improving the quality of semen in UU-infected rats (p < 0.05). Conclusion:This study discovered the multi-pathway mechanism of ZBDHD intervention in UU-induced orchitis through integrated pharmacological strategies, which provides a reference for further research on the mechanism of ZBDHD intervention in orchitis in the direction of mitochondrial energy metabolism.","Bin, Dong-hua; Zhang, Shi-ying; Zhan, Min; Li, Ling; Li, Ying-qiu; Zhou, Xing; Lu, Fang-guo; Zhou, Qing; He, Qing-hu",Front Pharmacol,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8141734/,168
17995,A Systematic Review and Quality Appraisal of Applications of Direct Instruction with Children with Autism Spectrum Disorder,2021-06-01,"PURPOSE OF REVIEW: In this review, we report on the state of knowledge about human Q fever in Brazil and on the Guiana Shield, an Amazonian region located in northeastern South America. There is a contrast between French Guiana, where the incidence of this disease is the highest in the world, and other countries where this disease is practically non-existent. RECENT FINDINGS: Recent findings are essentially in French Guiana where a unique strain MST17 has been identified; it is probably more virulent than those usually found with a particularly marked pulmonary tropism, a mysterious animal reservoir, a geographical distribution that raises questions. SUMMARY: Q fever is a bacterial zoonosis due to Coxiella burnetii that has been reported worldwide. On the Guiana Shield, a region mostly covered by Amazonian forest, which encompasses the Venezuelan State of Bolivar, Guyana, Suriname, French Guiana, and the Brazilian State of Amapá, the situation is very heterogeneous. While French Guiana is the region reporting the highest incidence of this disease in the world, with a single infecting clone (MST 117) and a unique epidemiological cycle, it has hardly ever been reported in other countries in the region. This absence of cases raises many questions and is probably due to massive under-diagnosis. Studies should estimate comprehensively the true burden of this disease in the region.","Epelboin, Loïc; Eldin, Carole; Thill, Pauline; de Santi, Vincent Pommier; Abboud, Philippe; Walter, Gaëlle; Melzani, Alessia; Letertre-Gibert, Paule; Perez, Lucas; Demar, Magalie; Boutrou, Mathilde; Fernandes, Jorlan; Cermeño, Julman Rosiris; Panizo, Maria Mercedes; Vreden, Stephen GS; Djossou, Félix; Beillard, Emmanuel; de Waard, Jacobus H.; de Lemos, Elba Regina Sampaio",Curr Trop Med Rep,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8169413/,168
