,index,Unnamed: 0,title_x,x,y,publish_time_x,abstract,authors,journal,category,cluster
4318,4318,4318,Neuromuscular blocking agents for acute respiratory distress syndrome: an updated meta-analysis of randomized controlled trials,17.405462,11.875788,2020-01-13,"BACKGROUNDS: The aim of this study is investigating the benefits and harms of neuromuscular blocking agents (NMBAs) in patients with acute respiratory distress syndrome (ARDS). METHODS: We comprehensively searched PubMed, EMBASE, and Cochrane library for randomized controlled trials comparing NMBAs to any other comparator. We pooled data using relative risk (RR) for dichotomous outcomes and weighted mean difference (WMD) for continuous outcomes, with 95% confidence intervals. We assessed the quality of included studies using the Cochrane tool and levels of evidence using the GRADE method. RESULTS: Finally, six RCTs (n = 1557 patients) were eligible for analysis. The results showed NMBAs use was not associated with reduced 28 days mortality (RR 0.78; 95% CI, 0.58 to 1.06; P = 0.11), 90 days mortality (RR, 0.92; 95% CI, 0.81 to 1.04; P = 0.16), and intensive care unit (ICU) mortality (RR, 0.90; 95% CI, 0.79 to 1.03; P = 0.13) in patients with ARDS. However, 21–28 days mortality was slightly lower in patients received NMBAs (RR 0.73; 95% CI, 0.54 to 0.99; P = 0.04; I(2) = 53%). Besides, NMBAs use could improve the PaO(2)/FiO(2) ratio at 48 and 72 h, decrease plateau pressure and PEEP at 72 h. Additionally, NMBAs had no significant effects on days free of ventilation at day 28 (WMD, 0.55; 95% CI, − 0.46 to 1.57; P = 0.29), days not in ICU at day 28 (WMD, 0.12; 95% CI, − 0.85 to 1.08; P = 0.82), ICU-acquired weakness (RR, 1.23; 95% CI, 0.99 to 1.93; P = 0.06). Finally, NMBAs use was associated with a lower risk of barotrauma (RR, 0.55; 95% CI, 0.35 to 0.85; P = 0.007). CONCLUSION: In patients with respiratory distress syndrome, NMBAs may be beneficial in reverse refractory hypoxemia and may be associated with reduced short-term mortality and incidence of barotrauma. However, there is no significant effects of NMBAs on mid-term and long-term mortality, and further studies are required.","Zheng, Zhongjun; Jiang, Libing; Zhang, Song; Guervilly, Christophe; Zhang, Mao; Feng, Xia; Ding, Jianbo",Respir Res,436,9
9562,9562,9562,Is there a role for tissue plasminogen activator as a novel treatment for refractory COVID-19 associated acute respiratory distress syndrome?,17.630177,11.849886,2020-03-25,"OBJECTIVE: To evaluate evidence for the efficacy of Traditional Chinese Medicine (TCM) in systematic reviews. METHODS: Chinese (TCMPeriodical Literature Database, Chinese Biological Medicine database, Chinese Medical Current Contents, China Hospital Knowledge Database journal fulltext database, Virtual Machining and Inspection System, and Wanfang) and English (Cochrane Database of Systematic Reviews, PubMed and Embase) databases were searched. RESULTS: Three thousand, nine hundred and fifty-five articles were initially identified, 606 of which met the inclusion criteria, including 251 in English (83 from the Cochrane Database) and 355 in Chinese. The number of articles published each year increased between 1989 and 2009. Cardiocerebrovascular disease was the most studied target disease. Intervention measures includedTCM preparations (177 articles), acupuncture (133 articles) and combinations of TCM and western medicine (38 articles). Control measures included positive medical (177 articles), basic treatment (100 articles), placebo (219 articles), and blank and mutual (107 articles). All articles included at least one reference; the greatest number was 268. Six of 10 articles with high quality references demonstrated curative effectsagainst target diseasesincludingupper respiratory tract infection, dementia and depression. Interventions that were not recommendedwere tripterygium for rheumatoid arthritis andTCM syndrome differentiation for pediatric nocturia. In 10.4% of the studies, the authors concluded that the intervention had a curative effect. The assessors agreed with the authors' conclusions in 88.32% of cases, but rejected 8.94% (54 articles). CONCLUSION: 1) Training in systematic review methods, including topic selection, study design, methods and technology, should be improved. 2) Upper respiratory tract infection, dementia and depression may become the predominant diseases treatedby TCM, and the corresponding interventions could be developed into practical applications. 3) Use of non-recommended interventions should be controlled, and there should be more research on side effects.","Wang, Junwen; Cui, Meng; Jiao, Hongguan; Tong, Yuanyuan; Xu, Jun; Zhao, Yingkai; Han, Mei; Liu, Jianping",,436,9
11594,11594,11594,The Time Sequences of Oral and Fecal Viral Shedding of Coronavirus Disease 2019 (COVID-19) Patients,17.67248,11.519834,2020-05-16,,"O’ Connell, K.; Fitzpatrick, F.; Richmond, A.; Foley, M.; Martin, F.",Br J Oral Maxillofac Surg,436,14
11945,11945,11945,In Defense of Evidence-based Medicine for the Treatment of COVID-19 Acute Respiratory Distress Syndrome,17.431349,11.444038,2020-07-11,"PURPOSE: Metabolic and bariatric surgery (MBS) is increasingly performed in patients with previous solid organ transplantation (PSOT). In addition, controversy remains about whether racial disparity in outcomes following MBS exists. Therefore, the aim of this analysis was to determine if race independently predicts outcomes in MBS patients with PSOT. MATERIALS AND METHODS: Patients with PSOT undergoing sleeve gastrectomy (SG) and Roux-en-Y gastric bypass (RYGB) were identified in the 2017 Metabolic and Bariatric Surgery Accreditation Quality and Improvement Project (MBSAQIP) database. Patients were stratified by race (Black and White). Propensity score matching was utilized to adjust for multiple demographic variables. Multivariable logistic regression analyses were performed for overall and bariatric-related morbidity. RESULTS: Of 335 MBS patients with PSOT, 250 (75%) were white and 85 (25%) were black patents. Procedure-type and surgical approach (p > 0.1) were similarly distributed. Black patients were more likely (p < 0.05) to have hypertension dialysis-dependent chronic kidney disease, and be on chronic steroids). Mortality and morbidity were similar. Black patients had significantly (p < 0.05) higher rates of renal failure, pulmonary complications, and emergency department visits in unmatched analysis. After propensity score matching, 82 patients in each cohort were identified and were similar at baseline (p > 0.5). In the matched analysis, black patients had higher overall (17% vs. 10%, p = 0.12) and bariatric-related morbidity (14% vs. 7.2%, p = 0.05). In addition, black patients had significantly (p < 0.05) higher rates of postoperative pneumonias, progressive renal insufficiency, and emergency department visits. On multivariable regression analysis, black race did not independently predict overall or bariatric-related morbidity. CONCLUSION: MBS in racial cohorts with PSOT is safe, with very low rates of overall morbidity and mortality. Black race trended toward increased postoperative morbidity. Larger cohort studies are needed to validate our findings. ELECTRONIC SUPPLEMENTARY MATERIAL: The online version of this article (10.1007/s11695-020-04813-9) contains supplementary material, which is available to authorized users.","Edwards, Michael A.; Fagenson, Alexander M.; Mazzei, Michael; Zhao, Huaqing",Obes Surg,436,16
17765,17765,17765,"Recurrence of coronavirus disease 2019 (COVID-19), future paths and challenges",17.5553,11.8252125,2021-05-10,"Seneca Valley virus (SVV) is a picornavirus with potency in selectively infecting and lysing cancerous cells. The cellular receptor for SVV mediating the selective tropism for tumors is anthrax toxin receptor 1 (ANTXR1), a type I transmembrane protein expressed in tumors. Similar to other mammalian receptors, ANTXR1 has been shown to harbor N-linked glycosylation sites in its extracellular vWA domain. However, the exact role of ANTXR1 glycosylation on SVV attachment and cellular entry was unknown. Here we show that N-linked glycosylation in the ANTXR1 vWA domain is necessary for SVV attachment and entry. In our study, tandem mass spectrometry analysis of recombinant ANTXR1-Fc revealed the presence of complex glycans at N166, N184 in the vWA domain, and N81 in the Fc domain. Symmetry-expanded cryo-EM reconstruction of SVV-ANTXR1-Fc further validated the presence of N166 and N184 in the vWA domain. Cell blocking, co-immunoprecipitation, and plaque formation assays confirmed that deglycosylation of ANTXR1 prevents SVV attachment and subsequent entry. Overall, our results identified N-glycosylation in ANTXR1 as a necessary post-translational modification for establishing stable interactions with SVV. We anticipate our findings will aid in selecting patients for future cancer therapeutics, where screening for both ANTXR1 and its glycosylation could lead to an improved outcome from SVV therapy.","Jayawardena, Nadishka; Miles, Linde A.; Burga, Laura N.; Rudin, Charles; Wolf, Matthias; Poirier, John T.; Bostina, Mihnea",Viruses,436,14
26482,26482,26482,Extracorporeal Membrane Oxygenation in the Treatment of Novel Influenza Virus Infection: A Multicentric Hospital-Based Health Technology Assessment in Lombardy Region,17.536674,11.625053,2010,"During the last 30 years, advances in intensive and critical care units, organ transplantation, concomitant use of immunosuppressive drugs, and increasing prevalence of chronic diseases, malnutrition, and other debilitating conditions, as well as the human immunodeficiency virus pandemic, have increased the incidence of systemic mycotic diseases, the most serious form of fungal diseases are the ones that comprise the central nervous system, representing the most dangerous clinical situations. In those cases, starting an adequate therapy through a rapid and assertive diagnosis is absolutely necessary. Considering the fastidious microbiological nature of some fungi (longtime requirement, specific culture conditions, and biohazard issues), as well as the lack of alternative testing availability, a rapid diagnosis is always challenging. When a tissue or liquid specimen is available, its pathological analysis constitutes a rapid and cost-effective way to provide a presumptive or definitive diagnosis of an invasive fungal infection; however, microbiologists, pathologists, and clinicians need to be aware of the limitations of microscopical diagnosis. In this chapter, we review the usual histological presentation of the most frequent central nervous system fungal infections.","Jurado, Leonardo F.; López-Panqueva, Rocío del Pilar",Fungal Infections of the Central Nervous System,436,28
30798,30798,30798,CT radiomics can help screen the Coronavirus disease 2019 (COVID-19): a preliminary study,17.501675,11.449228,2020-04-15,"A seizuring cat can be a challenging case for every veterinarian and, therefore, the correct diagnosis and the appropriate management of such a case requires understanding of the most common causes of feline seizures. The underlying cause of the seizures should be investigated by a thorough questioning of the diagnostic approach and most likely diagnoses. If the cause of the seizures can be found then the appropriate therapeutic approach may improve the prognosis. The treatment of the feline seizures is similar to the canine patients; however, the differences should be kept in mind. This article is tailored to answer the most common questions that veterinary surgeons should ask themselves when dealing with a seizuring cat.","Palus, Viktor; Eminaga, Salih; Cherubini, Giunio Bruto",,436,14
31874,31874,31874,Preparing Children for Pandemics,17.482414,11.396197,2020-04-30,"This chapter will focus on a variety of hematologic issues pertinent to the care of critically ill children. This is an area of intense research with the pathophysiology underlying these clinical conditions becoming progressively better understood. This improved understanding has resulted in new therapeutic strategies that are being assessed in multicenter clinical trials. The chapter will begin by describing the incidence and pathophysiologic significance of anemia in the pediatric intensive care unit (PICU) providing a differential diagnosis of the many conditions that may present with anemia in this setting. The chapter will next consider disseminated intravascular coagulation (DIC) focusing on the pathophysiology of a condition that has been associated with much morbidity and mortality. The underlying conditions predisposing to DIC will be detailed as well as a number of treatment options that have been implemented in clinical trials. In addition to DIC, thrombocytopenia may be caused by a number of other clinical conditions important to the pediatric critical care provider. The clinical and prognostic significance of thrombocytopenia will be addressed and a focused differential diagnosis will be provided. Thrombotic disorders are becoming increasingly recognized in children and are a particular concern for the pediatric intensivist. The epidemiology of thromboembolism in children will be reviewed focusing on the conditions most commonly associated with these thromboses. Finally, a chapter on hematologic issues in the critically ill child would not be complete without a discussion of sickle cell disease. Acute chest syndrome, one of the most frequent complications of sickle cell disease resulting in the need for intensive care services, will be discussed in detail.","Brandão, Leonardo R.; Howard, Scott C.; Gow, Kenneth W.; Rajasekaran, Surender; Tamburro, Robert F.",Pediatric Critical Care Study Guide,436,14
31878,31878,31878,Classical Coronaviruses,17.636528,11.5015135,2020-04-30,"Blood is classified as a drug and transfusion is one of the most commonly performed procedures in the USA. General knowledge of blood manufacturing, shelf life and storage media, common component modifications, blood types, and product compatibility allows the clinician to better communicate their needs and to understand what options may be available when ordering blood products. All transfusions offer benefits, and the clinician must comprehend the possible adverse events, especially those related to TRALI, which continues to be the most common cause of transfusion-related death reported to FDA, with TACO as the second most-commonly reported event. Transfusing in the setting of hemorrhagic blood loss adds additional challenges regarding volume overload, coagulopathy, and optimum transfusion ratios of red cells, plasma, platelets, and cryoprecipitate. The information imparted in this chapter will help equip the clinician with the knowledge needed to make the best decisions for patients requiring blood products, especially injured patients.","West, F. Bernadette; Kelher, Marguerite R.; Silliman, Christopher C.",Trauma Induced Coagulopathy,436,14
31883,31883,31883,Clinical Characteristics and Differential Clinical Diagnosis of Novel Coronavirus Disease 2019 (COVID-19),17.241014,11.48751,2020-04-30,"Epidemiology, it would seem, lends itself to an interdisciplinary dialogue between medicine and the humanities in particular ways. More than any other medical discipline, perhaps, epidemiology has triggered responses by cultural theorists and cultural historians, and it has done so on two levels and on account of two, mutually interrelated reasons. First, epidemiology as a discourse and medical practice has been so seductive to cultural theorists because of the metaphorical potential inherent in what Priscilla Wald has termed the “outbreak narrative”.","Paul, Norbert W.; Banerjee, Mita",Epidemien und Pandemien in historischer Perspektive,436,14
