,title_x,publish_time_x,abstract,authors,journal,url,category
62709,Challenges and opportunities for public health made possible by advances in natural language processing.,2020-06-04,,"Paterlini, Marta",BMJ,https://doi.org/10.1136/bmj.n905; https://www.ncbi.nlm.nih.gov/pubmed/33824155/,859
64488,"Beyond flu: Trends in respiratory infection outbreaks in Ontario healthcare settings from 2007 to 2017, and implications for non-influenza outbreak management.",2021-06-09,"In 2020, research entities at the Institut Pasteur (IP) in Paris, as elsewhere around the world, were closed because of the coronavirus disease 2019 (COVID-19) pandemic. However, IP core facilities, laboratories, services, and departments working on severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) and priority projects were authorized to continue working both on site and remotely. Given the importance of its role in SARS-CoV-2 genome-sequencing initiatives, the IP Biomics core facility was fully functional during the first (i.e., March-June 2020) and second (i.e., November-December 2020) national lockdowns. We describe here how Biomics successfully implemented an emergency management plan to deal with this health crisis. We highlight the internal deployment of the institutional business continuity plan (BCP) through a series of actions. We also address the impact of the COVID-19 crisis on Biomics staff and collaborators. The added value of quality management and the limitations of risk management systems are discussed. Finally, we suggest that the Biomics infrastructure and the BCP described here could be used for benchmarking purposes, for other next-generation sequencing core facilities wishing to implement/improve their processes, and for future major crisis management.","Najjar, Imène; Motreff, Laurence; Ma, Laurence; Lemée, Laure; Briolat, Valérie; Monot, Marc",Journal of biomolecular techniques : JBT,https://doi.org/10.7171/jbt.21-3202-004; https://www.ncbi.nlm.nih.gov/pubmed/34140839/,859
69438,[Diagnosis and clinical management of 2019 novel coronavirus infection: an operational recommendation of Peking Union Medical College Hospital (V2.0)].,2020-02-04,"The brain is the most cholesterol rich organ in the body containing about 25% of the body's free cholesterol. Cholesterol cannot pass the blood brain barrier and be imported or exported, instead it is synthesised in situ and metabolised to oxysterols, oxidised forms of cholesterol, which can pass the blood brain barrier. 24S-Hydroxycholesterol is the dominant oxysterol in brain after parturition but during development a myriad of other oxysterols are produced which persist as minor oxysterols after birth. During both development and in later life, oxysterols and other sterols interact with a variety of different receptors, including nuclear receptors, membrane bound G protein-coupled receptors, the oxysterol/sterol sensing proteins INSIG and SCAP, and the ligand-gated ion channel N-methyl-D-aspartate receptors found in nerve cells. In this review we summarise the different oxysterols and sterols found in the central nervous system whose biological activity is transmitted via these different classes of protein receptors.","Wang, Yuqin; Yutuc, Eylan; Griffiths, William J",British journal of pharmacology,https://doi.org/10.1111/bph.15191; https://www.ncbi.nlm.nih.gov/pubmed/32621622/,859
70629,Fake news and science denier attacks on vaccines. What can you do?,2020-11-05,"BACKGROUND This study investigated the characteristics of corneal higher-order aberrations (HOAs) of the anterior surface, posterior surface, and total cornea in adolescents with mild to moderate myopia. METHODS A total of 183 patients with myopia (183 eyes) aged 8 to 18 years were enrolled in this study. The axial length (AL) of the eyes was measured by an IOL-Master, and corneal curvatures (K-values) and HOAs were measured by a Pentacam anterior segment diagnostic analyzer. RESULTS Results of this study showed that the anterior, posterior and total corneal horizontal coma Z31 were - 0.1249 ± 0.105 μm, 0.0009 ± 0.001 μm, and - 0.1331 ± 0.116 μm, respectively; the anterior, posterior and total corneal vertical coma Z3- 1 were - 0.0212 ± 0.164 μm, 0.0003 ± 0.043 μm, and - 0.0216 ± 0.168 μm, respectively; and spherical aberration (SA) Z40 values were 0.2244 ± 0.091 μm, 0.1437 ± 0.029 um, and 0.1889 ± 0.090 μm, respectively. Total corneal Z31 was statistically correlated with posterior corneal astigmatism (K2b - K1b) (p = 0.038). Total corneal Z3- 1 was correlated with anterior corneal astigmatism (K2f - K1f) (p = 0.027). Anterior, posterior, and total corneal Z40 were correlated with anterior and posterior corneal curvature (K1f, K2f, K1b, K2b) (p = 0.001). Posterior corneal Z40b was also significantly correlated with AL. CONCLUSIONS In adolescents with mild to moderate myopia, the posterior corneal surface shape may play a compensatory role in the balance of corneal aberrations, and the posterior corneal SA tended to become less negative as the AL increased. The corneal coma may also play a compensatory role in posterior corneal surface astigmatism, which was valuable for the treatment for improving visual quality. This conclusion still needs to be verified.","Zhang, Xu; Ma, Jin-Hui; Xi, Xin; Guan, Lin",BMC ophthalmology,https://doi.org/10.1186/s12886-020-01727-z; https://www.ncbi.nlm.nih.gov/pubmed/33243174/,859
75008,Suboptimal prenatal screening of Chlamydia trachomatis and Neisseria gonorrhoeae infections in a Montréal birthing and tertiary care centre: A retrospective cohort study.,2021-05-07,"The purpose of this research is to determine the impact of working during the early stage of the COVID-19 pandemic on the well-being of staff at one 600-bed acute hospital in metropolitan Melbourne, Australia. This exploratory study is part of a larger mixed methods survey project, reporting the qualitative data from an on-line survey of clinical staff working at one acute hospital between April 16th and May 13th, 2020 during the COVID-19 pandemic. Responses to five free-text questions were analysed using inductive content analysis. 321 medical, nursing, allied health and non-clinical staff responded to the survey. Respondents reported anxiety, fear and uncertainty related to the pandemic, from the perspectives of work, home, family and community. They reported feeling confused by inconsistent messages received from government, hospital executive, managers and media. Seven themes were identified: (i) worrying about patient care, (ii) changed working conditions, (iii) working in the changed hospital environment, (iv) impact of the pandemic, (v) personal isolation and uncertainty, (vi) leadership and management and (vii) additional support needed for staff. Despite the pandemic being comparatively well-controlled in Australia, all disciplines reported a high degree of anticipatory anxiety. Staff working in healthcare require both managerial and psychological support to minimise anxiety and promote well-being and resilience in order to deal with the health crisis. Regular unambiguous communication directing the way forward is crucial.","Digby, Robin; Winton-Brown, Toby; Finlayson, Felicity; Dobson, Hannah; Bucknall, Tracey",International journal of mental health nursing,https://doi.org/10.1111/inm.12804; https://www.ncbi.nlm.nih.gov/pubmed/33098222/,859
91843,"Acute flaccid myelitis in Canada, 2018 to 2019.",2020-10-01,"The human coronaviruses (CoVs) severe acute respiratory syndrome (SARS)-CoV and NL63 employ angiotensin-converting enzyme 2 (ACE2) for cell entry. It was shown that recombinant SARS-CoV spike protein (SARS-S) downregulates ACE2 expression and thereby promotes lung injury. Whether NL63-S exerts a similar activity is yet unknown. We found that recombinant SARS-S bound to ACE2 and induced ACE2 shedding with higher efficiency than NL63-S. Shedding most likely accounted for the previously observed ACE2 downregulation but was dispensable for viral replication. Finally, SARS-CoV but not NL63 replicated efficiently in ACE2-positive Vero cells and reduced ACE2 expression, indicating robust receptor interference in the context of SARS-CoV but not NL63 infection.","Glowacka, Ilona; Bertram, Stephanie; Herzog, Petra; Pfefferle, Susanne; Steffen, Imke; Muench, Marcus O; Simmons, Graham; Hofmann, Heike; Kuri, Thomas; Weber, Friedemann; Eichler, Jutta; Drosten, Christian; Pöhlmann, Stefan",Journal of virology,https://doi.org/10.1128/jvi.01248-09; https://www.ncbi.nlm.nih.gov/pubmed/19864379/,859
98892,The National Advisory Committee on Infection Prevention and Control (NAC-IPC).,2018,,,Nature,https://doi.org/10.1038/d41586-021-00044-9; https://www.ncbi.nlm.nih.gov/pubmed/33442047/,859
100015,Ethics check-up of public health immunization programs in Canada.,2021-05-07,"Implementation of lung screening (LS) programs is challenging even among health care organizations that have the motivation, the resources, and more importantly, the goal of providing for life-saving early detection, diagnosis, and treatment of lung cancer. We provide a case study of LS implementation in different healthcare systems, at the Mount Sinai Healthcare System (MSHS) in New York City, and at the Phoenix Veterans Affairs Health Care System (PVAHCS) in Phoenix, Arizona. This will illustrate the commonalities and differences of the LS implementation process in two very different health care systems in very different parts of the United States. Underlying the successful implementation of these LS programs was the use of a comprehensive management system, the Early Lung Cancer Action Program (ELCAP) Management SystemTM. The collaboration between MSHS and PVAHCS over the past decade led to the ELCAP Management SystemTM being gifted by the Early Diagnosis and Treatment Research Foundation to the PVAHCS, to develop a ""VA-ELCAP"" version. While there remain challenges and opportunities to continue improving LS and its implementation, there is an increasing realization that most patients who are diagnosed with lung cancer as a result of annual LS can be cured, and that of all the possible risks associated with LS, the greater risk of all is for heavy cigarette smokers not to be screened. We identified 10 critical components in implementing a LS program. We provided the details of each of these components for the two healthcare systems. Most importantly, is that continual re-evaluation of the screening program is needed based on the ongoing quality assurance program and database of the actual screenings. At minimum, there should be an annual review and updating. As early diagnosis of lung cancer must be followed by optimal treatment to be effective, treatment advances for small, early lung cancers diagnosed as a result of screening also need to be assessed and incorporated into the entire screening and treatment program.","Henschke, Claudia I; Yankelevitz, David F; Jirapatnakul, Artit; Yip, Rowena; Reccoppa, Vivian; Benjamin, Charlene; Llamo, Tserling; Williams, Angel; Liu, Simon; Max, Daniel; Aguayo, Samuel M; Morales, Providencia; Igel, Brian J; Abbaszadegan, Hamed; Fredricks, Peter A; Garcia, Daniel P; Permana, Paska A; Fawcett, Janet; Sultan, Samir; Murphy, Lorenza A",Translational lung cancer research,https://doi.org/10.21037/tlcr-20-761; https://www.ncbi.nlm.nih.gov/pubmed/33718045/,859
100117,Increased risk of endemic mosquito-borne diseases in Canada due to climate change.,2019,"INTRODUCTION Molecular testing such as nasopharyngeal viral polymerase chain reaction (PCR) (NVP) is available now in most hospitals and widely used to identify respiratory viral infections (RVIs) in solid organ transplantation (SOT) recipients. MATERIALS AND METHODS A retrospective multicenter study at 8 hospitals from March 1, 2016, to April 30, 2019. We included all adult SOT recipients who were admitted to the hospitals and had their first NVP post transplantation. RESULTS A total of 102 adult SOT recipients were enrolled. NVP test was positive in 33 (32.4%) SOT recipients and negative in 69 (67.6%). Median age was more than 60 years old with female predominance in both groups. The majority of patients who had positive NVP were hospitalized either in fall or winter seasons (91%). RVI symptoms were documented in about 73% of the positive NVP group. Rhinovirus was the most common identified virus (48.4%). On logistic regression analysis, clinical presentation in fall or winter seasons, presenting with upper respiratory infection (URI) symptoms and taking prednisone ≥10 mg/d were significantly associated with positive NVP. This model classified patients into 3 categories of risk for RVIs-low (none of the variables), 0%; intermediate (1 variable), 6.5%; and high (≥2 variables), 55.4% with P < .001 for all predictors. CONCLUSION SOT recipients who are taking prednisone (≥10 mg) and have URI symptoms in fall or winter seasons are more likely to have RVIs.","Samannodi, Mohammed; Vaghefi-Hosseini, Reza; Nigo, Masayuki; Guevara, Eduardo Yepez; Hasbun, Rodrigo",Transplantation proceedings,https://doi.org/10.1016/j.transproceed.2020.10.011; https://www.ncbi.nlm.nih.gov/pubmed/33272649/,859
121646,Mechanical thrombectomy in patients with acute cancer-related stroke: is the stent retriever alone effective?,2020-06-25,"BACKGROUND Lobectomy using video-assisted thoracoscopic surgery (VATS) still is a controversial operation despite its many observed benefits. The controversy may be due to difficulties performing the procedure. This study addresses a standardized anterior approach facilitating the operation. METHODS This report describes 156 VATS lobectomies performed with a uniform anterior three-port technique. The surgeon and the assistant stand on the abdominal side of the patient, and the setup is independent of the lobe to be resected. RESULTS From 2005 to 2007, 156 VATS lobectomies and 13 conversions (7.7%) were performed with an anterior three-port technique. No mortality occurred among the VATS lobectomies during a 30-day period. The major comorbidity rate was 78%. The comorbidities included former thoracic surgery (9%) or a history of another cancer (22%), indicating potentially difficult surgery and a nonselected population. The majority (92%) of the patients had lung cancer. The major postoperative problem was air leakage, which usually prolongs the tube time and the in-hospital stay, but a ""no-touch fissure"" technique significantly reduced the median tube time to 4 days and the postoperative hospital stay to 5 days. CONCLUSIONS This study shows that VATS lobectomies can be performed using a standardized anterior approach with low rates of conversion and morbidity. A ""no-touch fissure"" technique lowers the postoperative tube time, the in-hospital stay, and the number of patients with prolonged air leakage. A uniform anterior approach facilitates VATS lobectomy and makes this advanced procedure more easily adaptable by many surgeons familiar with an open anterior approach. The findings show that VATS lobectomy can be performed safely for a large proportion of lung cancer patients.","Hansen, Henrik Jessen; Petersen, René Horsleben; Christensen, Merete",Surgical endoscopy,https://doi.org/10.1007/s00464-010-1355-9; https://www.ncbi.nlm.nih.gov/pubmed/20927543/,859
