,index,Unnamed: 0,title_x,x,y,publish_time_x,abstract,authors,journal,category,cluster
396,396,396,Non-invasive ventilation for critically ill patients with pandemic H1N1 2009 influenza A virus infection,16.387957,10.494919,2010-03-17,,"Ñamendys-Silva, Silvio A; Hernández-Garay, Marisol; Rivero-Sigarroa, Eduardo",Crit Care,172,28
2404,2404,2404,Emergency treatment and nursing of children with severe pneumonia complicated by heart failure and respiratory failure: 10 case reports,16.517557,10.406666,2016-07-29,"Pneumonia refers to lung inflammation caused by different pathogens or other factors, and is a common pediatric disease occurring in infants and young children. It is closely related to the anatomical and physiological characteristics of infants and young children and is more frequent during winter and spring, or sudden changes in temperature. Pneumonia is a serious disease that poses a threat to children's health and its morbidity and mortality rank first, accounting for 24.5–65.2% of pediatric inpatients. Due to juvenile age, severe illness and rapid changes, children often suffer acute heart failure, respiratory failure and even toxic encephalopathy at the same time. The concurrence in different stages of the process of emergency treatment tends to relapse, which directly places the lives of these children at risk. Severe pneumonia constitutes one of the main causes of infant mortality. In the process of nursing children with severe pneumonia, intensive care was provided, including condition assessment and diagnosis, close observation of disease, keeping the airway unblocked, rational oxygen therapy, prevention and treatment of respiratory and circulatory failure, support of vital organs, complications, and health education. The inflammatory response was proactively controlled, to prevent suffocation and reduce mortality. In summary, positive and effective nursing can promote the rehabilitation of children patients, which can be reinforced with adequate communication with the parents and/or caretakers.","Li, Wanli; An, Xinjiang; Fu, Mingyu; Li, Chunli",Exp Ther Med,172,22
2717,2717,2717,Non-invasive ventilation in a pregnancy with severe pneumonia,16.325258,10.855688,2017-05-08,"INTRODUCTION: Non-invasive ventilation (NIV) is not proven to be effective in treating respiratory failure in severe pneumonia. However, some clinicians nevertheless attempt NIV to indirectly deliver adequate oxygenation and avoid unnecessary endotracheal intubation. CASE PRESENTATION: In this article, we report the case of a 24-year-old woman at 32 weeks' gestation who presented with hypoxemic respiratory failure requiring mechanical ventilation. She was successfully managed by NIV. DISCUSSION: However, NIV must be managed by providers who are trained in mechanical ventilation. This is of the utmost importance in avoiding any delay should the patient's condition worsen and require endotracheal intubation. Moreover, in pregnant women, the severity of illness may progress quickly due to the immunosuppression inherent in these patients. CONCLUSION: Special attention should be given to the choices of invasive ventilation and NIV to manage community acquired pneumonia patients in third trimester.","Mazlan, Mohd Zulfakar; Ali, Saedah; Zainal Abidin, Huda; Mokhtar, Ariffin Marzuki; Ab Mukmin, Laila; Ayub, Zeti Norfidiyati; Nadarajan, Chandran",Respir Med Case Rep,172,22
3663,3663,3663,Early and dynamic alterations of Th2/Th1 in previously immunocompetent patients with community-acquired severe sepsis: a prospective observational study,16.4751,10.341511,2019-02-27,"BACKGROUND: T helper (Th) cells regulate sepsis processes, including primary pathogen clear and secondary pathogen defence. The objectives of this study were to determine the early and dynamic alterations of Th1 and Th2 populations to community-acquired severe sepsis upon onset among previously immunocompetent patients and whether it was related to clinical outcomes. METHODS: This prospective observational cohort study was conducted at a general intensive care unit (ICU) of a tertiary teaching hospital in China. Immunocompetent patients with community-acquired severe sepsis within 24 h upon onset were included as septic group. Healthy volunteers and critically ill patients without severe sepsis were recruited as controls. Whole blood was collected on D0, 3rd day (D3) and 7th day (D7) for septic group and once upon enrollment for controls. Th1 and Th2 populations were measured by flow cytometry and assessed for associations with 28-day mortality using cox proportional hazard models. Associations of dynamic alterations of Th cell subpopulations with clinical outcomes were investigated. RESULTS: This study demonstrated that community-acquired severe sepsis patients (n = 71) had increased Th2/Th1 and Th2 populations, compared to healthy controls (n = 7) and critically ill patients without severe sepsis (n = 7) at admission. Among the septic cohort, values of Th2/Th1 were significantly higher in non-survivors than survivors on D0 (p = 0.04), D3 (p < 0.001) and D7 (p < 0.001). Patients with persistently increasing Th2/Th1 demonstrated the highest mortality (47.1%) and incidence of ICU-acquired infections (64.7%). CONCLUSIONS: Th2/Th1 was markedly up-regulated with Th2 dominance upon community-acquired severe sepsis onset among previously immunocompetent patients and its persistently dynamic increase was associated with ICU-acquired infections and 28-day death. Trial registration Institutional Ethics Committee of Zhongda Hospital, 2014ZDSYLL086, registered in June 2014-prospectively registered; ClinicalTrials.gov, NCT02883218, registered on 25 Aug 2016-retrospectively registered, https://www.clinicaltrials.gov/ct2/show/NCT02883218?cond=NCT02883218&rank=1 ELECTRONIC SUPPLEMENTARY MATERIAL: The online version of this article (10.1186/s12967-019-1811-9) contains supplementary material, which is available to authorized users.","Xue, Ming; Xie, Jianfeng; Liu, Ling; Huang, Yingzi; Guo, Fengmei; Xu, Jingyuan; Yang, Yi; Qiu, Haibo",J Transl Med,172,33
4049,4049,4049,What does the future hold?,16.258339,10.486222,2012-03-30,,"de Campos, Fernando Peixoto Ferraz",Autops Case Rep,172,0
4307,4307,4307,Accuracy of ventilator-associated events for the diagnosis of ventilator-associated lower respiratory tract infections,16.315027,10.70118,2020-01-13,"BACKGROUND: The aim of this study was to investigate the concordance between ventilator-associated events (VAE) and ventilator-associated lower respiratory tract infections (VA-LRTI), and their impact on outcome. METHODS: This retrospective study was performed in five 10-bed ICUs of a teaching hospital, during a 2-year period. Ventilator-associated lower respiratory tract infections (VA-LRTI), including ventilator-associated tracheobronchitis (VAT) and ventilator-associated pneumonia (VAP) were prospectively diagnosed. The agreement between VAE, VAT and VAP was assessed by k statistics. RESULTS: A total of 1059 patients (15,029 ventilator-days) were included. 268 VAP (17.8 per 1000 ventilator-days), 127 VAT (8.5 per 1000 ventilator-days) and 262 VAE (17.4 per 1000 ventilator-days) were diagnosed. There was no agreement between VAT and VAE, and the agreement was poor between VAP and VAE (k = 0.12, 95% CI 0.03–0.20). VAE and VA-LRTI were associated with significantly longer duration of mechanical ventilation, ICU and hospital length of stay. VAP, VAT and VAE were not significantly associated with mortality in multivariate analysis. CONCLUSIONS: The agreement was poor between VAE and VAP. No agreement was found between VAE and VAT. VAE episodes were significantly associated with longer duration of mechanical ventilation and length of stay, but not with ICU mortality.","Pouly, Olivier; Lecailtel, Sylvain; Six, Sophie; Préau, Sébastien; Wallet, Frédéric; Nseir, Saad; Rouzé, Anahita",Ann Intensive Care,172,12
4315,4315,4315,Extracorporeal membrane oxygenation as a bridge to lung transplantation: analysis of Korean organ transplantation registry (KOTRY) data,16.604546,10.793204,2020-01-13,"BACKGROUND: The use of extracorporeal membrane oxygenation (ECMO) as a bridge to lung transplantation has greatly increased. However, data regarding the clinical outcomes of this approach are lacking. The objective of this multicenter prospective observational cohort study was to evaluate lung transplantation outcomes in Korean Organ Transplantation Registry (KOTRY) patients for whom ECMO was used as a bridge to transplantation. METHODS: Between March 2015 and December 2017, a total of 112 patients received lung transplantation and were registered in the KOTRY, which is a prospective, multicenter cohort registry. The entire cohort was divided into two groups: the control group (n = 85, 75.9%) and bridge-ECMO group (n = 27, 24.1%). RESULTS: There were no significant differences in pre-transplant and intraoperative characteristics except for poorer oxygenation, more ventilator use, and longer operation time in the bridge-ECMO group. The prevalence of primary graft dysfunction at 0, 24, 48, and 72 h after transplantation did not differ between the two groups. Although postoperative hospital stays were longer in the bridge-ECMO group than in the control group, hospital mortality did not differ between the two groups (25.9% vs. 13.3%, P = 0.212). The majority of patients (70.4% of the bridge-ECMO group and 77.6% of the control group) were discharged directly to their homes. Finally, the use of ECMO as a bridge to lung transplantation did not significantly affect overall survival and graft function. CONCLUSIONS: Short- and long-term post-transplant outcomes of bridge-ECMO patients were comparable to recipients who did not receive ECMO.","Ko, Ryoung-Eun; Lee, Jin Gu; Kim, Song Yee; Kim, Young Tae; Choi, Sun Mi; Kim, Do Hyung; Cho, Woo Hyun; Park, Seung-Il; Jo, Kyung-Wook; Kim, Hong Kwan; Paik, Hyo Chae; Jeon, Kyeongman",Respir Res,172,1
6523,6523,6523,Extracorporeal lung support for patients who had severe respiratory failure secondary to influenza A (H1N1) 2009 infection in Canada,16.30589,10.483916,2010-01-16,,,Intensivmed Notfallmed,172,1
10664,10664,10664,"Reduction of Central Line-associated Bloodstream Infection Through Focus on the Mesosystem: Standardization, Data, and Accountability",16.207867,10.53,2020-03-25,,The Lancet Haematology,Lancet Haematol,172,1
11934,11934,11934,Status of Editing and Publishing of Scholarly Journals by Academic Societies of Science and Technology in Korea,16.341492,10.40279,2020-06-01,"Microelectrode recordings were performed during awake deep brain stimulation surgery for obsessive-compulsive disorder, revealing robust brain oscillations that were plainly visible throughout the ventral striatum. There was an elegant topological correspondence between each oscillation and the underlying brain anatomy, most prominently a ~35-Hz gamma-oscillation specific to the nucleus accumbens. Direct provocation of the patient’s contamination obsession modulated both firing rate and gamma-oscillation amplitude within the nucleus accumbens. NEW & NOTEWORTHY Surgical implantation of deep brain stimulating electrodes (DBS) to treat obsessive-compulsive disorder (OCD) is an option for patients who have not fully responded to medical intervention or cognitive behavioral therapy. We measured the electrophysiology of a collection of deep brain structures during awake DBS surgery for an OCD patient with an obsession about cleanliness and contamination. The anatomic delineation of these deep brain structures was revealed by distinct brain rhythms, most notably a ~35 Hz oscillation specific to the nucleus accumbens. In the first ever measurement of a human obsessive thought, we found that this ~35-Hz biomarker, as well as the local neuronal action potential rate, were modulated by handing the patient a toothbrush to bring to his face and instructing him to “imagine brushing your teeth with this dirty toothbrush.”","Miller, Kai J.; Prieto, Thomas; Williams, Nolan R.; Halpern, Casey H.",J Neurophysiol,172,7
