,title_x,publish_time_x,abstract,authors,journal,url,category
19899,"100 Years of the German Society of Oto-Rhino-Laryngology, Head and Neck Surgery:: Where do we come from? Where are we? Where are we going?",2021-05-13,"Tissue engineering is an evolving multi-disciplinary field with cutting-edge technologies and innovative scientific perceptions that promise functional regeneration of damaged tissues/organs. Tissue engineered medical products (TEMPs) are biomaterial-cell products or a cell-drug combination which is injected, implanted or topically applied in the course of a therapeutic or diagnostic procedure. Current tissue engineering strategies aim at 3D printing/bioprinting that uses cells and polymers to construct living tissues/organs in a layer-by-layer fashion with high 3D precision. However, unlike conventional drugs or therapeutics, TEMPs and 3D bioprinted tissues are novel therapeutics and need different regulatory protocols for clinical trials and commercialization processes. Therefore, it is essential to understand the complexity of raw materials, cellular components, and manufacturing procedures to establish standards that can help to translate these products from bench to bedside. These complexities are reflected in the regulations and standards that are globally in practice to prevent any compromise or undue risks to patients. This review comprehensively describes the current legislations, standards for TEMPs with a special emphasis on 3D bioprinted tissues. Based on these overviews, challenges in the clinical translation of TEMPs & 3D bioprinted tissues/organs along with their ethical concerns and future perspectives are discussed.","Sekar, Muthu Parkkavi; Budharaju, Harshavardhan; Zennifer, Allen; Sethuraman, Swaminathan; Vermeulen, Niki; Sundaramurthi, Dhakshinamoorthy; Kalaskar, Deepak M",J Tissue Eng,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8330463/,701
60404,Risk factors for symptomatic anastomotic post-operative recurrence following ileo-colic resection in Crohn's disease.,2021-01-15,"Although near-infrared spectroscopy is increasingly being used to monitor cerebral oxygenation in neonates, it has a limited penetration depth. The T2-prepared Blood Imaging of Oxygen Saturation (T2-BIOS) magnetic resonance sequence provides an oxygen saturation estimate on a voxel-by-voxel basis, without needing a respiratory calibration experiment. In 15 neonates, oxygen saturation measured by T2-prepared blood imaging of oxygen saturation and near-infrared spectroscopy were compared. In addition, these measures were compared to cerebral blood flow and venous oxygen saturation in the sagittal sinus. A strong linear relation was found between the oxygen saturation measured by magnetic resonance imaging and the oxygen saturation measured by near-infrared spectroscopy ( R2 = 0.64, p < 0.001). Strong linear correlations were found between near-infrared spectroscopy oxygen saturation, and magnetic resonance imaging measures of frontal cerebral blood flow, whole brain cerebral blood flow and venous oxygen saturation in the sagittal sinus ( R2 = 0.71, 0.50, 0.65; p < 0.01). The oxygen saturation obtained by T2-prepared blood imaging of oxygen saturation correlated with venous oxygen saturation in the sagittal sinus ( R2 = 0.49, p = 0.023), but no significant correlations could be demonstrated with frontal and whole brain cerebral blood flow. These results suggest that measuring oxygen saturation by T2-prepared blood imaging of oxygen saturation is feasible, even in neonates. Strong correlations between the various methods work as a cross validation for near-infrared spectroscopy and T2-prepared blood imaging of oxygen saturation, confirming the validity of using of these techniques for determining cerebral oxygenation.","Alderliesten, Thomas; De Vis, Jill B; Lemmers, Petra Ma; Hendrikse, Jeroen; Groenendaal, Floris; van Bel, Frank; Benders, Manon Jnl; Petersen, Esben T",Journal of cerebral blood flow and metabolism : official journal of the International Society of Cerebral Blood Flow and Metabolism,https://doi.org/10.1177/0271678x16647737; https://www.ncbi.nlm.nih.gov/pubmed/27151900/,701
61175,The performance of faecal immunochemical test for the detection of colorectal neoplasm and the role of proton pump inhibitors in their diagnostic accuracy.,2021-05-15,,"Iacobucci, Gareth",BMJ,https://doi.org/10.1136/bmj.n1487; https://www.ncbi.nlm.nih.gov/pubmed/34108221/,701
61278,Adverse obstetric history is not a risk factor for poor outcome after ventral rectopexy for obstructive defaecation syndrome.,2018,"BACKGROUND Parenchymal transection represents a crucial step during liver surgery and many different techniques have been described so far. Stapler resection is supposed to be faster than CUSA resection. However, whether speed impacts on the inflammatory response in patients undergoing liver resection (LR) remains unclear. MATERIALS AND METHODS This is a randomized controlled trial including 40 patients undergoing anatomical LR. Primary endpoint was transection speed (cm2/min). Secondary endpoints included the perioperative change of pro- and anti-inflammatory cytokines, overall surgery duration, length of hospital stay, morbidity and mortality. RESULTS Mean transection speed was significantly higher in patients undergoing stapler hepatectomy compared to CUSA resection (CUSA: 1 (0.4) cm2/min vs. Stapler: 10.8 (6.1) cm2/min; p<0.0001). Analyzing the impact of surgery duration on inflammatory response revealed a significant correlation between IL-6 levels measured at the end of surgery and the overall length of surgery (p<0.0001, r = 0.6188). Patients undergoing CUSA LR had significantly higher increase of interleukin-6 (IL-6) after parenchymal transection compared to patients with stapler hepatectomy in the portal and hepatic veins, respectively (p = 0.028; p = 0.044). C-reactive protein levels on the first post-operative day were significantly lower in the stapler cohort (p = 0.010). There was a trend towards a reduced overall surgery time in patients with stapler LR, especially in the subgroup of patients undergoing minor hepatectomies (p = 0.020). CONCLUSIONS Liver resection using staplers is fast, safe and suggests a diminished inflammatory response probably due to a decreased parenchymal transection time. TRIAL REGISTRATION ClinicalTrials.gov NCT01785212.","Schwarz, Christoph; Klaus, Daniel A; Tudor, Bianca; Fleischmann, Edith; Wekerle, Thomas; Roth, Georg; Bodingbauer, Martin; Kaczirek, Klaus",PloS one,https://doi.org/10.1371/journal.pone.0140314; https://www.ncbi.nlm.nih.gov/pubmed/26452162/,701
62822,Sacral neuromodulation for combined faecal and urinary incontinence following obstetric anal sphincter injury.,2018,"Surgical smoke evacuators may reduce the concentration of alcohol vapors from skin preparations at the site of electrosurgical device activation, decreasing operating room fire risk. Our aim was to compare the incidence of flames with and without smoke evacuation in a porcine ex vivo model. A monopolar device was activated after application of either 70% isopropyl alcohol/2% chlorhexidine gluconate (CHG-IPA) or 74% isopropyl alcohol/0.7% iodine povacrylex (iodine-IPA) skin preparations. No suction was compared with standard wall suction and 2 monopolar devices with built-in smoke evacuators. Flames were generated in 60% of CHG-IPA and 47% of iodine-IPA tests without suction. Wall suction did not significantly reduce fires (CHG-IPA 43% vs. 60%, P=0.30; iodine-IPA 57% vs. 47%, P=0.61). Use of both smoke evacuation devices reduced fires for CHG-IPA (17% vs. 60%, P=0.001 and 20% vs. 60%, P=0.004) but not for iodine-IPA. Smoke evacuation devices reduce fire risk when used with a chlorhexidine-alcohol skin preparation.","Carmichael, Heather; Samuels, Jason M; Wikiel, Krzysztof J; Robinson, Thomas N; Barnett, Carlton C; Jones, Teresa S; Jones, Edward L","Surgical laparoscopy, endoscopy & percutaneous techniques",https://doi.org/10.1097/sle.0000000000000734; https://www.ncbi.nlm.nih.gov/pubmed/31633578/,701
66387,Pathogenesis of morbidity after fast-track laparoscopic colonic cancer surgery.,2011,"BACKGROUND The single-injection start regimen for aripiprazole once-monthly 400 mg (AOM 400) in patients with schizophrenia requires a single intramuscular injection in the gluteal or deltoid site and 14 days of concurrent oral therapy. A simplified, single-day regimen of two injections at separate gluteal and/or deltoid injection sites, together with a single 20-mg dose of oral aripiprazole on the 1st day, was assessed. PATIENTS AND METHODS A previously developed population-pharmacokinetic (popPK) model for characterizing aripiprazole PK following oral administration and gluteal intramuscular depot injection was expanded to include deltoid injection. Simulations were conducted to assess PK profiles following various (including two-injection) start regimens. Postmarketing data on patients who received higher-than-recommended AOM doses were used to assess overall safety/tolerability. RESULTS The two-injection start regimen with a single concurrent oral dose displayed a comparable PK profile to the single-injection start regimen with concurrent 14-day oral administration in simulations. The safety assessment indicated the two-injection start regimen was unlikely to be associated with safety concerns beyond those expected with a single-injection start regimen. CONCLUSION These data support use of the two-injection start regimen in clinical practice to reduce reliance on daily oral administration and optimize the therapeutic benefits of AOM 400 in patients with schizophrenia.","Wang, Yanlin; Wang, Xiaofeng; Harlin, Matt; Larsen, Frank; Panni, Moeen; Yildirim, Murat; Madera, Jessica; Arias, Liz; Forbes, Andy; Mustafa, Nihal; Ruiz-White, Inez; Raoufinia, Arash",Current medical research and opinion,https://doi.org/10.1080/03007995.2021.1965974; https://www.ncbi.nlm.nih.gov/pubmed/34407720/,701
66776,Right lateral position for laparoscopic splenic flexure mobilization.,2011,"INTRODUCTION Chloroquine (CQ) and hydroxychloroquine (HCQ), originally were prescribed for prevention or treatment of malaria, but now successfully are used in several rheumatologic diseases. In addition, in recent decades considering their immunomodulatory effects, high tolerably and low cost, they are evaluated for various viral infections from HIV to COVID-19. AREAS COVERED In this review we tried to summarize all available studies on HCQ and CQ efficacy for management of viral infections and the probable mechanisms of action. The data were collected by searching ""Hydroxychloroquine"", ""Choloroquine"", ""Viral infection"", and names of various viral infections in PubMed/MEDLINE, Scopus, and Google Scholar databases from commencement to June 2020. Out of 95 search results, 74 most relevant works were gathered. EXPERT OPINION HCQ/CQ showed acceptable efficacy in HIV especially as an adjuvant treatment beside routine HAART. However, for some viral infections such as ZIKA, EBOLA, SARS-CoV and MERS-CoV, human studies are lacking. In the COVID-19 pandemic, in vitro and preliminary human studies showed encouraging findings. However, later well-designed trials and retrospective studies with large sample size, not only reported non-significant efficacy but also showed more cardiac adverse reactions. Alkalinisation of acid vesicles is the most important mechanism of action.","Naghipour, Sara; Ghodousi, Mahsa; Rahsepar, Sara; Elyasi, Sepideh",Expert review of anti-infective therapy,https://doi.org/10.1080/14787210.2020.1792291; https://www.ncbi.nlm.nih.gov/pubmed/32631083/,701
70397,Single-site laparoscopic excision of mesocolic cystic lymphangioma - a video vignette.,2014,"During the COVID-19 pandemic governments face difficult decisions when being confronted with public health threats and economic needs. Decision making is further complicated by the different perception of the pandemic by the public. Politicians as well as the public need objective facts for guidance and numbers play here a crucial role. The current contribution compiles numbers for infections, cases and deaths with SARS-CoV-2 to serve as an orientation help. This article is protected by copyright. All rights reserved.","Brüssow, Harald",Environmental microbiology,https://doi.org/10.1111/1462-2920.15377; https://www.ncbi.nlm.nih.gov/pubmed/33368993/,701
71219,Adult Hirschsprung's disease in Jamaica: operative treatment and outcome.,2011,"Activation of the stimulator of interferon gene (STING) pathway within the tumor microenvironment has been shown to generate a strong antitumor response. Although local administration of STING agonists has promise for cancer immunotherapy, the dosing regimen needed to achieve efficacy requires frequent intratumoral injections over months. Frequent dosing for cancer treatment is associated with poor patient adherence, with as high as 48% of patients failing to comply. Multiple intratumoral injections also disrupt the tumor microenvironment and vascular networks and therefore increase the risk of metastasis. Here, we developed microfabricated polylactic-co-glycolic acid (PLGA) particles that remain at the site of injection and release encapsulated STING agonist as a programmable sequence of pulses at predetermined time points that mimic multiple injections over days to weeks. A single intratumoral injection of STING agonist-loaded microparticles triggered potent local and systemic antitumor immune responses, inhibited tumor growth, and prolonged survival as effectively as multiple soluble doses, but with reduced metastasis in several mouse tumor models. STING agonist-loaded microparticles improved the response to immune checkpoint blockade therapy and substantially decreased the tumor recurrence rate from 100 to 25% in mouse models of melanoma when administered during surgical resection. In addition, we demonstrated the therapeutic efficacy of STING microparticles on an orthotopic pancreatic cancer model in mice that does not allow multiple intratumoral injections. These findings could directly benefit current STING agonist therapy by decreasing the number of injections, reducing risk of metastasis, and expanding its applicability to hard-to-reach cancers.","Lu, Xueguang; Miao, Lei; Gao, Wenting; Chen, Ziqi; McHugh, Kevin J; Sun, Yehui; Tochka, Zachary; Tomasic, Stephanie; Sadtler, Kaitlyn; Hyacinthe, Alain; Huang, Yuxuan; Graf, Tyler; Hu, Quanyin; Sarmadi, Morteza; Langer, Robert; Anderson, Daniel G; Jaklenec, Ana",Science translational medicine,https://doi.org/10.1126/scitranslmed.aaz6606; https://www.ncbi.nlm.nih.gov/pubmed/32801144/,701
75824,Would endoscopic surgery be the gold standard for stapes surgery in the future? A systematic review and meta-analysis.,2020-07-09,"Lack of vaccine confidence can contribute to drops in vaccination coverage and subsequent outbreaks of diseases like measles and polio. Low trust in vaccines is attributed to a combination of factors, including lack of understanding, vaccine scares, flawed policies, social media and mistrust of vaccine manufacturers, scientists and decision-makers. The COVID-19 crisis has laid bare societies' vulnerability to new pathogens and the critical role of vaccines (and their acceptability) in containing this and future pandemics. It has also put science at the forefront of the response, with several governments relying on academics to help shape policy and communicate with the public. Against this backdrop, protecting public trust in scientists and scientific output is arguably more important than ever. Yet, conflicts of interest (CoI) in biomedical research remain ubiquitous and harmful, and measures to curb them have had limited success. There is also evidence of bias in industry-sponsored vaccine studies and academics are voicing concerns about the risks of working in a CoI prevalent research area. Here, we set out to challenge established thinking with regard to vaccine confidence, by shifting the gaze from a deficit in public understanding towards probity in research relationships and suggesting an alternative and perhaps complementary strategy for addressing vaccine mistrust. We argue that a concerted effort needs to be made to revisit the norms that undergird contemporary vaccine research, coupled with a willingness of all stakeholders to reimagine those relationships with an emphasis on demonstrating trustworthiness and probity.","Wheelock, Ana; Ives, Jonathan",Journal of medical ethics,https://doi.org/10.1136/medethics-2020-106805; https://www.ncbi.nlm.nih.gov/pubmed/33687913/,701
