,index,Unnamed: 0,title_x,x,y,publish_time_x,abstract,authors,journal,category,cluster
252,252,252,Role of nitric oxide in management of acute respiratory distress syndrome,16.626417,12.814933,2008,"The current mortality rate of patients suffering from acute respiratory distress syndrome (ARDS) is between 45% and 92%, with most dying within the first two weeks of the illness. In an effort to combat such an alarmingly high mortality rate, various treatment therapies such as low tidal volume ventilation strategies, corticosteroid therapy, and use of nitric oxide (NO) have been attempted in the management of patients with ARDS. Three cases which were admitted to the ICU and confirmed to have ARDS were unable to be weaned from ventilatory support, and nitric oxide therapy was initiated. It improved patients' oxygenation for short periods of time but did not affect the mortality. The patients could not be weaned from the ventilator and expired.","Akmal, A. H.; Hasan, Mohd",Ann Thorac Med,610,9
11190,11190,11190,Comparing MMPI-2-Restructured Form Scores by Service Era for Veterans Assessed Within the Veteran Affairs Healthcare System,16.88409,3.6735058,2019-08-30,,"Hoshino, Taiki; Yonekura, Hiroshi; Nakamori, Yuki; Kamei, Masataka",Intensive Care Med,610,13
11717,11717,11717,COVID-19: remaking the social contract,16.522573,3.6133687,2020-04-30,"In response to internal and external insults, the intestinal lining undergoes various types of epithelial adaptation or pathologic distress via stress-responsive eIF2α kinase signaling and subsequent cellular reprogramming. As a vital platform for growth factor-linked adaptive signaling, caveolae were evaluated for epithelial modulation of the insulted gut. Patients under ulcerative insult displayed enhanced expression of caveolin-1, the main structural component of caveolae, which was positively associated with expression of protein kinase R (PKR), the ribosomal stress-responsive eIF2α kinase. PKR-linked biological responses were simulated in experimental gut models of ribosome-inactivating stress using mice and Caenorhabditis elegans. Caveolar activation counteracted the expression of wound-protective epidermal growth factor receptor (EGFR) and its target genes, such as chemokines that were pivotal for epithelial integrity in the ribosome-inactivated gut. Mechanistic findings regarding ribosomal inactivation-associated disorders in the gut barrier provide crucial molecular evidence for detrimental caveolar actions against EGFR-mediated epithelial protection in patients with IBD.","Park, Seong-Hwan; Kim, Juil; Moon, Yuseok",Commun Biol,610,16
11868,11868,11868,Waiting for the Flu: Cognitive Inertia and the Spanish Influenza Pandemic of 1918–19,16.79821,3.9234228,2014-06-22,,"Epstein, Suzanne L.; García, Mayra",J Infect Dis,610,22
11912,11912,11912,COVID-KOP: Integrating Emerging COVID-19 Data with the ROBOKOP Database,16.738716,3.7536006,2020-06-18,"To provide an in vitro estimation of the pressure drop across tracheal tubes (ΔP(TT)) in the face of given pulsatile frequencies and peak pressures (P(work)) delivered by a high-frequency percussive ventilator (HFPV) applied to a lung model. Tracheal tubes (TT) 6.5, 7.5 and 8.0 were connected to a test lung simulating the respiratory system resistive (R = 5, 20, 50 cmH(2)O/L/s) and elastic (C = 10, 20, and 50 mL/cmH(2)O) loads. The model was ventilated by HFPV with a pulse inspiratory peak pressure (work pressure P(work)) augmented in 5-cmH(2)O steps from 20 to 45 cmH(2)O, yielding 6 diverse airflows. The percussive frequency (f) was set to 300, 500 and 700 cycles/min, respectively. Pressure (Paw and Ptr) and flow (V’) measurements were performed for all 162 possible combinations of loads, frequencies, and work pressures for each TT size, thus yielding 486 determinations. For each respiratory cycle ΔP(TT) was calculated by subtracting each peak Ptr from its corresponding peak Paw. A non-linear model was constructed to assess the relationships between single parameters. Performance of the produced model was measured in terms of root mean square error (RMSE) and the coefficient of determination (r(2)). ΔP(TT) was predicted by P(work) (exponential Gaussian relationship), resistance (quadratic and linear terms), frequency (quadratic and linear terms) and tube diameter (linear term), but not by compliance. RMSE of the model on the testing dataset was 1.17 cmH(2)O, r(2) was 0.79 and estimation error was lower than 1 cmH(2)O in 68% of cases. As a result, even without a flow value, the physician would be able to evaluate ΔP(TT) pressure. If the present results of our bench study could be clinically confirmed, the use of a nonconventional ventilatory strategy as HFPV, would be safer and easier.","Lucangelo, Umberto; Ajčević, Miloš; Lena, Enrico; Ferluga, Massimo; Comuzzi, Lucia; Accardo, Agostino; Zin, Walter A.",J Clin Monit Comput,610,29
15113,15113,15113,A nomogram based on serum cystatin C for predicting acute kidney injury in patients with traumatic brain injury,16.593512,9.674998,2021-01-21,,"Kim, Jae Yeol",Tuberc Respir Dis (Seoul),610,1
15262,15262,15262,Promoting the fighting spirit against the pandemic and planning a new chapter of nursing,16.681627,3.7378695,2020-12-30,"Rabies is a generally fatal encephalitis caused by a negative-sense single-stranded RNA lyssavirus transmitted to humans mainly from dog bite. Despite the recommendation by WHO and OIE to use the direct immunofluorescence test as standard method, molecular diagnostic assays like reverse transcription quantitative polymerase chain reaction (RT-qPCR) are increasing as a confirmatory method. However, both technologies are inaccessible in resource-limited settings. Moreover, the available point-of-need molecular assay is of poor detection limit for African strains. Herein, we developed a reverse transcription recombinase polymerase amplification (RT-RPA) assay as potential point-of-need diagnostic tool for rapid detection of various strains of rabies virus including locally isolated African strains. The sensitivity and specificity of the method was evaluated using a molecular RNA standard and different Rabies-related viruses belonging to the Rhabdoviridea family, respectively. The RABV-RPA performances were evaluated on isolates representative of the existing diversity and viral dilutions spiked in non-neural clinical specimen. The results were compared with RT-qPCR as a gold standard. The RABV-RPA detected down to 4 RNA molecules per reaction in 95% of the cases in less than 10 min. The RABV-RPA assay is highly specific as various RABV isolates were identified, but no amplification was observed for other member of the Rhabdoviridea family. The sample background did not affect the performance of the RABV-RPA as down to 11 RNA molecules were identified, which is similar to the RT-qPCR results. Our developed assay is suitable for use in low-resource settings as a promising alternative tool for ante-mortem rabies diagnosis in humans for facilitating timely control decisions.","Faye, Martin; Abd El Wahed, Ahmed; Faye, Oumar; Kissenkötter, Jonas; Hoffmann, Bernd; Sall, Amadou Alpha; Faye, Ousmane",Sci Rep,610,22
16212,16212,16212,A Brazilian national preparedness survey of anesthesiologists during the coronavirus pandemic,16.419455,3.6671786,2021-02-19,"OBJECTIVE: To summarize the clinical characteristics of adult cases of paragonimiasis with lung masses as the main manifestation in Xishuangbanna, Yunnan Province, analyze the causes of misdiagnosis, and improve the levels of clinical diagnosis and treatment. METHOD: We conducted a retrospective analysis of the clinical data and diagnosis and treatment of 8 adult cases of paragonimiasis with lung masses as the main manifestation that were diagnosed in the Oncology Department of People’s hospital of Xishuangbanna Dai Autonomous Prefecture from July 2014 to July 2019. RESULT: All 8 patients were from epidemic paragonimiasis areas and had a confirmed history of consuming uncooked freshwater crabs. The clinical manifestations were mainly fever, dry cough, and chest pain. The disease durations were long, and peripheral blood eosinophil counts were elevated. The cases had been misdiagnosed as pneumonia or pulmonary tuberculosis. After years of anti-inflammatory or anti-tuberculosis treatment, the symptoms had not improved significantly. Patients eventually sought treatment from the oncology department for hemoptysis. Chest computed tomography showed patchy consolidation in the lungs, with nodules, lung masses, and enlarged mediastinal lymph nodes. CONCLUSION: Paragonimiasis is a food-borne parasitic disease. Early clinical manifestations and auxiliary examination results are nonspecific. The parasite most often invades the lungs, and the resulting disease is often misdiagnosed as pneumonia, pulmonary tuberculosis, or lung cancer (Acta Trop 199: 05074, 2019). To avoid misdiagnosis, clinicians should inquire, in detail, about residence history and history of unclean food and exposure to infected water and make an early diagnosis based on the inquired information and imaging examination results. For patients who have been diagnosed with pneumonia or pulmonary tuberculosis and whose symptoms do not improve significantly after anti-inflammatory or anti-tuberculosis treatments, their epidemiological history should be traced to further conduct differential diagnosis and avoid misdiagnosis.","Shu, Qiu-Hong; Yang, Yang; Li, Shu-De; Zhao, Jun-Sheng; Li, Sheng-Hao; Wang, Miao-Miao; Wang, Wei-Qun; Tian, Ming; He, Shu-Mei-Qi; Ma, Zhi-Qiang; Zhu, Min; Wang, Wen-Lin",J Cardiothorac Surg,610,33
18410,18410,18410,Age Differences in Visual Attention and Responses to Intergenerational and Non-intergenerational Workplace Conflicts,16.769257,3.5972497,2021-06-07,"Retinoblastoma-binding proteins 4 and 7 (RBBP4 and RBBP7) are two highly homologous human histone chaperones. They function in epigenetic regulation as subunits of multiple chromatin-related complexes and have been implicated in numerous cancers. Due to their overlapping functions, our understanding of RBBP4 and 7, particularly outside of Opisthokonts, has remained limited. Here, we report that in the ciliate protozoan Tetrahymena thermophila a single orthologue of human RBBP4 and 7 proteins, RebL1, physically interacts with histone H4 and functions in multiple epigenetic regulatory pathways. Functional proteomics identified conserved functional links for Tetrahymena RebL1 protein as well as human RBBP4 and 7. We found that putative subunits of multiple chromatin-related complexes including CAF1, Hat1, Rpd3, and MuvB, co-purified with RebL1 during Tetrahymena growth and conjugation. Iterative proteomics analyses revealed that the cell cycle regulatory MuvB-complex in Tetrahymena is composed of at least five subunits including evolutionarily conserved Lin54, Lin9 and RebL1 proteins. Genome-wide analyses indicated that RebL1 and Lin54 (Anqa1) bind within genic and intergenic regions. Moreover, Anqa1 targets primarily promoter regions suggesting a role for Tetrahymena MuvB in transcription regulation. RebL1 depletion inhibited cellular growth and reduced the expression levels of Anqa1 and Lin9. Consistent with observations in glioblastoma tumors, RebL1 depletion suppressed DNA repair protein Rad51 in Tetrahymena, thus underscoring the evolutionarily conserved functions of RBBP4/7 proteins. Our results suggest the essentiality of RebL1 functions in multiple epigenetic regulatory complexes in which it impacts transcription regulation and cellular viability.","Nabeel-Shah, Syed; Garg, Jyoti; Saettone, Alejandro; Ashraf, Kanwal; Lee, Hyunmin; Wahab, Suzanne; Ahmed, Nujhat; Fine, Jacob; Derynck, Joanna; Pu, Shuye; Ponce, Marcelo; Marcon, Edyta; Zhang, Zhaolei; Greenblatt, Jack F; Pearlman, Ronald E; Lambert, Jean-Philippe; Fillingham, Jeffrey",Nucleic Acids Res,610,1
19515,19515,19515,Pandemic Telehealth Utilization and Radiology as a Career Choice,16.787119,4.0924797,2021-06-16,"OBJECTIVE: To determine the association of overnight extubation (OE) with extubation success. STUDY DESIGN: Retrospective cohort study in three NICUs from 2016 to 2020. Infants without congenital anomalies, less than 1500 grams at birth, who were ventilated and received an extubation attempt were included. Primary exposure was OE (7:00 pm–6:59 am) and outcome was extubation success defined as no mechanical ventilation for at least 7 days after extubation. RESULTS: A total of 76/379 (20%) infants received OE. Infants extubated during the daytime were older and had higher illness severity markers. Extubation success rates did not differ for overnight (57/76, 75%) versus daytime extubations (231/303, 76%) after adjusting for confounders (adjusted relative risk 0.95, 95% CI 0.82–1.11). CONCLUSION: Though infants in our cohort undergoing daytime and OE were dissimilar, extubation success rates did not differ. Larger multicenter studies are needed to test our findings and identify markers of extubation readiness in preterm infants.","Guy, Brittany; Dye, Mary Eva; Richards, Laura; Guthrie, Scott O.; Hatch, L. Dupree",J Perinatol,610,22
