,title_x,publish_time_x,abstract,authors,journal,url,category
60466,Magnetic Resonance Imaging With Cochlear Implant Magnet in Place: Safety and Imaging Quality.,2015,"BACKGROUND AND PURPOSE Rapid decision making optimizes outcomes from endovascular thrombectomy for acute cerebral ischemia. Visual displays facilitate swift review of potential outcomes and can accelerate decision processes. METHODS From patient-level, pooled randomized trial data, 100 person-icon arrays (Kuiper-Marshall personographs) were generated showing beneficial and adverse effects of endovascular thrombectomy for patients with acute cerebral ischemia and large vessel occlusion using (1) automated (algorithmic) and (2) expert-guided joint outcome table specification. RESULTS For the full 7-category modified Rankin Scale, thrombectomy added to IV tPA (intravenous tissue-type plasminogen activator) alone had number needed to treat to benefit 2.9 (95% confidence interval, 2.6-3.3) and number needed to harm 68.9 (95% confidence interval, 40-250); thrombectomy for patients ineligible for IV tPA had number needed to treat to benefit 2.3 (95% confidence interval, 2.1-2.5) and number needed to harm 100 (95% confidence interval, 62.5-250). Visual displays of treatment effects on 100 patients showed: with thrombectomy added to IV tPA alone, 34 patients have better disability outcome, including 14 more normal or near normal (modified Rankin Scale, 0-1); with thrombectomy for patients ineligible for IV tPA, 44 patients have a better disability outcome, including 16 more normal or nearly normal. Displays also showed that harm (increased modified Rankin Scale final disability) occurred in 1 of 100 patients in both populations, mediated by increased new territory infarcts. The person-icon figures integrated these outcomes, and early side-effects, in a single display. CONCLUSIONS Visual decision aids are now available to rapidly educate healthcare providers, patients, and families about benefits and risks of endovascular thrombectomy, both when added to IV tPA in tPA-eligible patients and as the sole reperfusion treatment in tPA-ineligible patients.","Tokunboh, Ivie; Vales Montero, Marta; Zopelaro Almeida, Matheus Fellipe; Sharma, Latisha; Starkman, Sidney; Szeder, Viktor; Jahan, Reza; Liebeskind, David; Gonzalez, Nestor; Demchuk, Andrew; Froehler, Michael T; Goyal, Mayank; Lansberg, Maarten G; Lutsep, Helmi; Schwamm, Lee; Saver, Jeffrey L",Stroke,https://doi.org/10.1161/strokeaha.117.018715; https://www.ncbi.nlm.nih.gov/pubmed/29222229/,845
62213,Intracranial Complications From Temporal Bone Cystic Angiomatosis.,2017,"BACKGROUND Video-assisted thoracoscopic lobectomy was introduced in the early 1990s but has not yet gained widespread acceptance. The VATS approach is still controversial although several studies suggest less postoperative morbidity compared with open thoracotomy. Nevertheless, some patients report long-lasting chest wall pain following VATS procedures, and, in theory, such pain may be related to intercostal nerve injury. The present study presents our experience with a commercially available flexible thoracoscope. METHODS The study was designed as a case-control series of prospectively collected data to determine if performing VATS with a flexible thorascope could have benefits for both the patient and the surgeon. RESULTS During the last 24 months 128 of 274 consecutive lobectomies (47%) were scheduled as VATS procedures with a new flexible high-definition thoracoscope. Six operations (4.6%) were converted to open surgery but only one case was converted during the last 12 months. There was no hospital mortality. The median duration of the operation was 105 min (range: 50-289 min), and the median postoperative hospital stay was 4 days (range: 2-27 days). At routine follow-up 2 weeks postoperatively all but three patients (2%) were considered pain free, which was significantly less than in 15 consecutive VATS lobectomies with rigid thoracoscopy performed prior to the introduction of flexible VATS (p = 0.02). CONCLUSIONS Video-assisted thoracoscopic lobectomy by flexible thoracoscopy is feasible and in our opinion easier and safer compared with rigid thoracoscopy. In our experience all parts of the operation are better visualized and many surgical pitfalls may be avoided. Even during early phases of setting up the VATS lobectomy program, the duration of the operation is comparable with open surgery, and postoperative pain is low, possibly because porthole angulation is minimized.","Licht, Peter B; Ladegaard, Lars",World journal of surgery,https://doi.org/10.1007/s00268-010-0468-6; https://www.ncbi.nlm.nih.gov/pubmed/20177684/,845
65260,A novel method of 3D image analysis of high-resolution cone beam CT and multi slice CT for the detection of semicircular canal dehiscence.,2014,"The pathophysiology of refractory chronic cough (RCC) is unclear. We hypothesised that endogenous inhibitory control mechanisms, such as those activated by noxiousstimuli inducing pain (conditioned pain modulation (CPM)), may be capable of inhibiting coughing and urge to cough evoked by inhaled capsaicin. Furthermore, these mechanisms may be impaired in patients with RCC.The objective was to investigate the effects of pain on cough and urge to cough (UTC) in healthy volunteers (HV) and RCC. HV and RCC patients underwent a randomised, controlled, 4-way cross-over study comparing the effect of 4 interventions on capsaicin evoked coughing and UTC. The interventions comprised immersing a hand in i) noxious cold-water, ii) warm water, iii) warm water but instructed to voluntarily supress coughing and iv) no intervention. The co-primary outcomes were numbers of evoked coughs and UTC scores.Twenty HV (mean age 50.1(±SD14.2), M:F 10:10) and 20 RCC (age 60.1(±7.9), M:F 9:11) participated. Overall, noxious cold water reduced capsaicin evoked UTC scores and cough numbers compared with warm water (1.6 (95% C.I. 1.3-2.0) versus 2.2 (1.8-2.6) p<0.001; 4.8 coughs (3.7-6.2) versus 7.9 coughs (6.7-9.5) p<0.001, respectively). HV and RCC demonstrated similar reductions in the UTC during noxious cold-water immersion, but noxious cold water and voluntary suppression interventions were less effective in RCC than HV in reducing capsaicin evoked cough (p=0.041).Endogenous inhibitory control mechanisms, specifically those activated by pain, can reduce both coughing and the UTC. Impairment of endogenous inhibitory control mechanisms may contribute to excessive coughing in RCC.","Hilton, Emma; Satia, Imran; Holt, Kimberley; Woodcock, Ashley A; Belcher, John; Smith, Jaclyn A",The European respiratory journal,https://doi.org/10.1183/13993003.01387-2020; https://www.ncbi.nlm.nih.gov/pubmed/32703776/,845
65431,Side-to-end hypoglossal to facial anastomosis with transposition of the intratemporal facial nerve.,2014,"This personal view, regarding the value of healthcare support worker (HCSW) assistantships, is based on our experiences as medical students entering our final year, having both worked as HCSW's during the COVID-19 pandemic, and from SC's experience as a HCSW before and throughout medical school. HCSW's provide a large proportion of the basic care patients receive on the wards, in clinics and primary care. The proximity to patients attracts individuals with excellent communication skills and bedside manner, and means they are well-positioned to assist in the management of both the general wellbeing of patients and equally, to recognise the signs of a deteriorating patient making them a versatile and invaluable member of the multidisciplinary team (MDT). This piece aims to highlight the value of our time spent working as a HCSWs, thus promoting the formation of a mandatory assistantship for medical students, like that seen in Germany. Through this, essential communication skills, empathy, 'ward smarts' and an appreciation for the wider MDT can be gained in a way that typical clinical attachments and classroom teaching do not replicate.","Cowley, Samuel; White, Gemma",Medical teacher,https://doi.org/10.1080/0142159x.2020.1817351; https://www.ncbi.nlm.nih.gov/pubmed/32990112/,845
69113,Exoscope-assisted Otologic Surgery During the COVID-19 Pandemic.,2020-10-28,,"Khan, Muhammad-Shahzeb; Butler, Javed",The New England journal of medicine,https://doi.org/10.1056/nejmc2023617; https://www.ncbi.nlm.nih.gov/pubmed/32668107/,845
70217,"A Systematic Review of Cochlear Implant Outcomes in Prelingually-deafened, Late-implanted Patients.",2020-01-13,"OBJECTIVE To study the correlation between fungal colonization and bacterial pneumonia and to test the effect of antifungal treatments on the development of bacterial pneumonia in colonized rats. DESIGN Experimental animal investigation. SETTING University research laboratory. SUBJECTS Pathogen-free male Wistar rats weighing 250-275 g. INTERVENTIONS Rats were colonized by intratracheal instillation of Candida albicans. Fungal clearance from the lungs and immune response were measured. Both colonized and noncolonized animals were secondarily instilled with different bacterial species (Pseudomonas aeruginosa, Escherichia coli, or Staphylococcus aureus). Bacterial phagocytosis by alveolar macrophages was evaluated in the presence of interferon-gamma, the main cytokine produced during fungal colonization. The effect of antifungal treatments on fungal colonization and its immune response were assessed. The prevalence of P. aeruginosa pneumonia was compared in antifungal treated and control colonized rats. MEASUREMENTS AND MAIN RESULTS C. albicans was slowly cleared and induced a Th1-Th17 immune response with very high interferon-gamma concentrations. Airway fungal colonization favored the development of bacterial pneumonia. Interferon-gamma was able to inhibit the phagocytosis of unopsonized bacteria by alveolar macrophages. Antifungal treatment decreased airway fungal colonization, lung interferon-gamma levels and, consequently, the prevalence of subsequent bacterial pneumonia. CONCLUSIONS C. albicans airway colonization elicited a Th1-Th17 immune response that favored the development of bacterial pneumonia via the inhibition of bacterial phagocytosis by alveolar macrophages. Antifungal treatment decreased the risk of bacterial pneumonia in colonized rats.","Roux, Damien; Gaudry, Stéphane; Khoy-Ear, Linda; Aloulou, Meryem; Phillips-Houlbracq, Mathilde; Bex, Julie; Skurnik, David; Denamur, Erick; Monteiro, Renato C; Dreyfuss, Didier; Ricard, Jean-Damien",Critical care medicine,https://doi.org/10.1097/ccm.0b013e31828a25d6; https://www.ncbi.nlm.nih.gov/pubmed/23887232/,845
78317,The Effect of Cochlear Implantation on Tinnitus and Quality of Life: A Systematic Review and Meta-analysis.,2021-05-10,"BACKGROUND AND OBJECTIVES We present 2 cases of laparoendoscopic single site surgery (LESS) splenectomy performed with a conventional laparoscope and instruments, and the use of a novel internal retraction device. METHODS One patient underwent LESS splenectomy for idiopathic thrombocytopenia purpura (ITP), and a pediatric patient with sickle cell disease underwent LESS splenectomy and cholecystectomy. In each case, a 2-cm vertical incision was made within the confines of the umbilical ring, and a SILS port (Covidien, Norwalk CT) inserted. A 5-mm, 30-degree laparoscope and standard 5-mm instruments were used. After isolation of the splenic hilum, one 5-mm trocar of the SILS port was upsized to 12mm, and a laparoscopic stapler was used to divide the splenic artery and vein. An internal retractor consisting of a laparoscopic bulldog clamp with a hook attachment was used to retract the gallbladder, and to secure the specimen retrieval bag during splenic extraction, which eliminated the need for a fourth trocar. RESULTS Total operative time was 160 minutes for the LESS splenectomy, and 216 minutes for the LESS splenectomy and cholecystectomy. Both procedures were successfully completed with conventional instrumentation and a SILS port, without the need for additional incisions or trocars. No complications occurred, and both patients had an uneventful recovery. CONCLUSIONS LESS splenectomy is a feasible procedure that can be performed safely. Although articulating instruments and laparoscopes may offer advantages, they are not necessary for performing LESS splenectomy.","Colon, Modesto J; Telem, Dana; Chan, Edward; Midulla, Peter; Divino, Celia; Chin, Edward H",JSLS : Journal of the Society of Laparoendoscopic Surgeons,https://doi.org/10.4293/108680811x13125733356918; https://www.ncbi.nlm.nih.gov/pubmed/21985729/,845
78371,Does electrocautery damage cochlear implants?,2015,"PURPOSE To describe the use of an imaging selection tool, multiphase computed tomographic (CT) angiography, in patients with acute ischemic stroke (AIS) and to demonstrate its interrater reliability and ability to help determine clinical outcome. MATERIALS AND METHODS The local ethics board approved this study. Data are from the pilot phase of PRoveIT, a prospective observational study analyzing utility of multimodal imaging in the triage of patients with AIS. Patients underwent baseline unenhanced CT, single-phase CT angiography of the head and neck, multiphase CT angiography, and perfusion CT. Multiphase CT angiography generates time-resolved images of pial arteries. Pial arterial filling was scored on a six-point ordinal scale, and interrater reliability was tested. Clinical outcomes included a 50% or greater decrease in National Institutes of Health Stroke Scale (NIHSS) over 24 hours and 90-day modified Rankin Scale (mRS) score of 0-2. The ability to predict clinical outcomes was compared between single-phase CT angiography, multiphase CT angiography, and perfusion CT by using receiver operating curve analysis, Akaike information criterion (AIC), and Bayesian information criterion (BIC). RESULTS A total of 147 patients were included. Interrater reliability for multiphase CT angiography is excellent (n = 30, κ = 0.81, P < .001). At receiver operating characteristic curve analysis, the ability to predict clinical outcome is modest (C statistic = 0.56, 95% confidence interval [CI]: 0.52, 0.63 for ≥50% decrease in NIHSS over 24 hours; C statistic = 0.6, 95% CI: 0.53, 0.68 for 90-day mRS score of 0-2) but better than that of models using single-phase CT angiography and perfusion CT (P < .05 overall). With AIC and BIC, models that use multiphase CT angiography are better than models that use single-phase CT angiography and perfusion CT for a decrease of 50% or more in NIHSS over 24 hours (AIC = 166, BIC = 171.7; values were lowest for multiphase CT angiography) and a 90-day mRS score of 0-2 (AIC = 132.1, BIC = 137.4; values were lowest for multiphase CT angiography). CONCLUSION Multiphase CT angiography is a reliable tool for imaging selection in patients with AIS.","Menon, Bijoy K; d'Esterre, Christopher D; Qazi, Emmad M; Almekhlafi, Mohammed; Hahn, Leszek; Demchuk, Andrew M; Goyal, Mayank",Radiology,https://doi.org/10.1148/radiol.15142256; https://www.ncbi.nlm.nih.gov/pubmed/25633505/,845
91304,Intratympanic Steroid for Menière's Disease: A Systematic Review.,2019,"Cellular therapy exerts profound therapeutic potential for curing a broad spectrum of diseases. Adult stem cells reside within a specified dynamic niche in vivo, which is essential for continuous tissue homeostatic maintenance through balancing self-renewal with lineage selection. Meanwhile, adult stem cells may be multipotent or unipotent, and are present in both quiescent and actively dividing states in vivo of the mammalians, which may switch to each other state in response to biophysical cues through mitochondria-mediated mechanisms, such as alterations in mitochondrial respiration and metabolism. In general, stem cells facilitate tissue repair after tissue-specific homing through various mechanisms, including immunomodulation of local microenvironment, differentiation into functional cells, cell ""empowerment"" via paracrine secretion, immunoregulation, and intercellular mitochondrial transfer. Interestingly, cell-source-specific features have been reported between different tissue-derived adult stem cells with distinct functional properties due to the different microenvironments in vivo, as well as differential functional properties in different tissue-derived stem cell-derived extracellular vehicles, mitochondrial metabolism, and mitochondrial transfer capacity. Here, we summarized the current understanding on roles of mitochondrial dynamics during stem cell homeostasis and aging, and lineage-specific differentiation. Also, we proposed potential unique mitochondrial molecular signature features between different source-derived stem cells and potential associations between stem cell aging and mitochondria-endoplasmic reticulum (ER) communication, as well as potential novel strategies for anti-aging intervention and healthy aging.","Lin, Weiping; Chen, Shuxun; Wang, Yan; Wang, Ming; Lee, Wayne Yuk-Wai; Jiang, Xiaohua; Li, Gang",Cell death & disease,https://doi.org/10.1038/s41419-021-03912-4; https://www.ncbi.nlm.nih.gov/pubmed/34400615/,845
95676,"How reliable is the ""scratch test"" versus the Weber test after tympanomastoid surgery?",2014,"BACKGROUND As the pandemic process, COVID-19 has a serious occupational safety risk for healthcare professionals. Therefore, determining their health and safety perceptions and attitudes in the pandemic process is very important. This study aims to determine which is more effective in work accident prevention behavior: safety awareness and competencies of healthcare professionals or perception of fatalism. METHOD For this purpose, a questionnaire was applied to 326 healthcare professionals. The questionnaire consists of four parts: (1) demographic information of the employees, (2) scale of preventing occupational accidents, (3) fatalism perception scale in occupational health and safety, and (4) security awareness and competency scale. Descriptive statistical methods, multiple regression and correlation analysis were used in the analysis of the data. RESULTS It was determined that the participants' safety awareness and competencies were at the high level and their fatalism perceptions were at the low level. The average of the responses given by the participants to the scale of preventing work accidents was above the middle level. According to the study, the safety awareness and competencies of health workers were found to be about three times more effective on the behavior of preventing work accidents than the perception of fatalism. CONCLUSION In conclusion, it is important to recommend managers to take the step to increase the safety awareness and competencies of those working in their institutions.","Ünal, Özgün",Work,https://doi.org/10.3233/wor-203327; https://www.ncbi.nlm.nih.gov/pubmed/33325425/,845
