,title_x,publish_time_x,abstract,authors,journal,url,category
27342,P241 Validation of APPS tool to predict mortality in moderate and severe acute respiratory distress syndrome,2017-05-31,,"Allen, D.; Kelly, J.; Carson, G.; Sherrard, L.J.; Gilpin, D.F.; Elborn, J.S.; Bell, S.E.J.; Tunney, M.M.",J Cyst Fibros,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7129353/,739
37666,Intraventricular Tigecycline as a Last Resort Therapy in a Patient with Difficult-to-Treat Healthcare-Associated Acinetobacter baumannii Ventriculitis: a Case Report,2020-08-09,,"Arthur, Kathryn Weedman; Carman, John",Arch,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7398287/,739
45482,Effectiveness of Delayed Intrapleural Alteplase Instillation for Infected Residual Traumatic Hemothorax. Case Report,2021-02-05,"Energy, water, and food shortages, along with irreversible environmental damage and climate changes, are bound to happen within a decade if the current course of action is maintained, preparing the “perfect storm”–a chain of interrelated events that could lead to major stress on the global system. Energy plays a central role in the complex balance between humankind and the planet: poor strategies for the energy system will lead to disaster; but immediate, radical action can still mitigate what will otherwise be an unprecedented crisis. Reduction of the carbon intensity at the level of primary energy demand is one of the most impactful strategies. Current actions toward this goal, however, including the Nationally Determined Contributions (i.e., the climate actions pledged by the countries that ratified the Paris Agreements), are far from being adequate, and a much stronger effort is required. In this perspective, we draw inspiration from a visionary scientist of the past century, who pioneered the idea of a society powered by solar energy, and show, by a critical presentation of energy and carbon emission data, how this vision is now coming true. We focus our attention in particular to photovoltaics and analyze the factors that make it one of the key energy sources for the short and for the long term: economical convenience, the opening of very large markets, and the push by key players of the energy system.","Fermeglia, Maurizio; Lughi, Vanni; Massi Pavan, Alessandro",MRS Energy & Sustainability,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7851505/,739
52463,"Immersive Media and Books 2020: New Insights About Book Pirates, Libraries and Discovery, Millennials, and Cross-Media Engagement: Before and During COVID",2021-05-04,,,Reactions Weekly,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8087534/,739
57721,A game-theoretic approach to assess peer-to-peer rooftop solar PV electricity trading under constrained power supply,2021-09-13,,,Monatsschr Kinderheilkd,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8427144/,739
59365,Games supporting organ donation: an interview with Dr Ka-foon Chau.,2020-06-01,"Within the context of scientific research, patient and public involvement (PPI) is defined as research performed “with” or “by” patients and members of the public, rather than “to,” “about”, or “for” them. When carried out systematically and thoughtfully, PPI has the potential to strengthen the quality and impact of research by fostering accountability, transparency, and relevance. There exist numerous guidelines, frameworks and tools for supporting PPI, however, these do not account for the unique challenges faced in psychedelic research. This paper describes the co-design of guidance intended to help build, evaluate and improve PPI in psychedelic research. A steering group was formed to design and run a co-design workshop alongside public collaborators. Insights from this workshop were analyzed and refined into a comprehensive and readily usable guide for planning PPI specific to the field of psychedelic research. Core values emerging from the process focused on the essential importance of trust, learning, purpose and inclusivity. It is hoped that this guidance will be a starting point for incorporating PPI in future psychedelic research, so that it can grow and adapt as this burgeoning field of research progresses.","Close, James B.; Bornemann, Julia; Piggin, Maria; Jayacodi, Sandra; Luan, Lisa Xiaolu; Carhart-Harris, Robin; Spriggs, Meg Jo",Front Psychiatry,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8514741/,739
59367,"[Thoughts and suggestions on arrangement, analysis and summary of medical data during COVID-19 epidemic].",2020-04-01,"Immune thrombocytopenia is an autoimmune disease that can cause bleeding in severe cases. Although available published data do not associate the BNT162b2 vaccine (Pfizer-BioNTech) with the risk of developing thrombocytopenia, the ChAdOx1 nCov-19 vaccine has raised concerns about its potential link with thrombosis and thrombocytopenia. We would like to clarify whether the BNT162b2 vaccine administration may interfere with pre-existing conditions and whether it may cause a risk of thrombocytopenia. Herein, we report three cases of post-vaccine thrombocytopenia among patients with rheumatoid arthritis (RA); one case in which a causal relationship cannot be ruled out with the BNT162b2 vaccine was officially announced. Furthermore, we reviewed reports of adverse events and death cases with a focus on thrombocytopenia and hemorrhages, following vaccination with BNT162b2 in Japan between February 17, 2021 and July 16, 2021, as reported by the Ministry of Health, Labour, and Welfare within the general population. The three cases in this report share the common features of old age, RA, chronic renal failure or hypertension, and pre-existing mild thrombocytopenia at baseline. A total of 746 death cases were reported during this time period, with death by bleeding accounting for 8.8% of the total deaths, of which 84.8% were cranial and statistically higher in young women than among elderly women. The risk-benefit ratio of the vaccine needs to be reconsidered based on high- and low-risk population types and ethnicity. To do so, the expansion of the pharmacovigilance system for BNT162b2 vaccination is urgently required worldwide.","Okada, Yusuke; Sakai, Ryota; Sato-Fitoussi, Marie; Nodera, Marika; Yoshinaga, Shoichi; Shibata, Akiko; Kurasawa, Takahiko; Kondo, Tsuneo; Amano, Koichi",Front Med (Lausanne),https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8514746/,739
61395,[Discussion on diagnosis and treatment of hepatobiliary malignancies during the outbreak of novel coronavirus pneumonia].,2020-02-28,"BACKGROUND Natural orifice translumenal endoscopic surgery (NOTES) continues to evolve. This study investigated the feasibility and outcome of performing localized sigmoidectomy in its entirety via NOTES. METHODS A survival study of five male minipigs (mean weight, 30 kg) was conducted. After anesthesia, a gastrotomy was created by a per os double-channel endoscope, and full peritoneoscopy was performed. A Berci needle then was inserted transparietally to allow maintenance and monitoring of the pneumoperitoneum. Using a transanal probe to facilitate intestinal retraction, the mesentery was dissected with instruments worked through the channels of the transgastric endoscope. The anvil of a circular stapler then was passed per anum into the colon above the point of intended transection. A penetrating transrectal trocar was placed to allow entry of a linear stapler into the peritoneum through a colotomy, and the sigmoid was cross-stapled proximally. The strut of the anvil then was snugged into a colotomy made at this staple line. The specimen was delivered via the anus by a ""pull-through"" technique. The distal sigmoidal margin was cross-stapled extracorporeally, ensuring that the colotomy was included within the specimen. Retrograde passage of the circular stapler head per anus allowed colocolonic reanastomosis by its mating with the anvil already in situ. The gastrotomy was closed with a previously validated prosthesis. Postoperatively, all the animals were recovered and monitored for well-being during convalescence. Endoscopy (gastroscopy and sigmoidoscopy), laparoscopy, and laparotomy were performed on postoperative day 14 as follow-up measures. RESULTS Each operation was satisfactorily completed. The mean operative time was 76 min (range, 44-95 min). All the animals prospered postoperatively. Follow-up examination showed full healing of all anastomoses and gastrotomy sites. There was no evidence of luminal stricturing, peritonitis, or intraabdominal sepsis in any animal. CONCLUSIONS Using this experimental model, colonic resection and reanastomosis can be performed safely within the NOTES format.","Leroy, Joel; Cahill, Ronan A; Perretta, Silvana; Forgione, Antonello; Dallemagne, Bernard; Marescaux, Jacques",Surgical endoscopy,https://doi.org/10.1007/s00464-008-0102-y; https://www.ncbi.nlm.nih.gov/pubmed/18814015/,739
62354,Perils of pandemic waves in COVID-19.,2021-02-02,"Despite the massive toll in human suffering imparted by degenerative lung disease, including COPD, idiopathic pulmonary fibrosis and ARDS, the scientific community has been surprisingly agnostic regarding the potential of lung tissue, and in particular the alveoli, to regenerate. However, there is circumstantial evidence in humans and direct evidence in mice that ARDS triggers robust regeneration of lung tissue rather than irreversible fibrosis. The stem cells responsible for this remarkable regenerative process has garnered tremendous attention, most recently yielding a defined set of cloned human airway stem cells marked by p63 expression but with distinct commitment to differentiated cell types typical of the upper or lower airways, the latter of which include alveoli-like structures in vitro and in vivo. These recent advances in lung regeneration and distal airway stem cells and the potential of associated soluble factors in regeneration must be harnessed for therapeutic options in chronic lung disease.","Xian, Wa; McKeon, Frank",Cell cycle,https://doi.org/10.4161/cc.11.5.19328; https://www.ncbi.nlm.nih.gov/pubmed/22333577/,739
62972,"[The medical research of ""chicken blood therapy""].",2020-07-28,"BACKGROUND AND OBJECTIVE T-helper type 17 (Th17) cells produce interleukin-17 (IL-17) and help to protect against inflammation and infection in periodontal disease. Furthermore, while follicular dendritic cell-secreted protein (FDC-SP) may be involved in the inflammation of periodontal tissue, the biological role of FDP-SP in periodontal disease is still unknown. The purpose of the present study was to clarify the expression of IL-17 and FDC-SP in experimental periodontitis in rats. MATERIAL AND METHODS Seven-week-old male Wistar rats were divided into baseline control, sham and test groups. Experimental periodontitis was induced by placing a ligature in the mesiopalatal area, and untreated rats served as a baseline control group. Morphological changes in alveolar bone were investigated 7, 14 and 28 d after treatment. Expression of the Rankl, osteoprotegerin (Opg) and Il17 genes was analyzed 5 and 7 d after the induction of experimental periodontitis. RESULTS Alveolar bone resorption progressed in the test group for 7 d, but not thereafter. At 5 d after the induction of periodontitis, the Rankl/Opg mRNA ratio and the expression of IL-17 in the test group were significantly increased compared with the respective values in the baseline control group; however, there were no significant differences between the test and control groups at 7 d. The expression of FDC-SP was significantly decreased in the test group compared with the baseline control group at 5 and 7 d after the induction of periodontitis, and this value had returned to normal levels at 14 and 28 d. CONCLUSION These results suggest that both IL-17 and FDC-SP could be involved in the inflammatory response, and FDC-SP in the junctional epithelium might play an important role in the Th17 cell-related immune response.","Takahashi, S; Fukuda, M; Mitani, A; Fujimura, T; Iwamura, Y; Sato, S; Kubo, T; Sugita, Y; Maeda, H; Shinomura, T; Noguchi, T",Journal of periodontal research,https://doi.org/10.1111/jre.12118; https://www.ncbi.nlm.nih.gov/pubmed/23869744/,739
