,index,Unnamed: 0,title_x,x,y,publish_time_x,abstract,authors,journal,category,cluster
697,697,697,Cochrane Systematic Reviews of Chinese Herbal Medicines: An Overview,19.20517,8.569049,2011-12-09,"OBJECTIVES: Our study had two objectives: a) to systematically identify all existing systematic reviews of Chinese herbal medicines (CHM) published in Cochrane Library; b) to assess the methodological quality of included reviews. METHODOLOGY/PRINCIPAL FINDINGS: We performed a systematic search of the Cochrane Database of Systematic Reviews (CDSR, Issue 5, 2010) to identify all reviews of CHM. A total of fifty-eight reviews were eligible for our study. Twenty-one of the included reviews had at least one Traditional Chinese Medicine (TCM) practitioner as its co-author. 7 reviews didn't include any primary study, the remaining reviews (n = 51) included a median of 9 studies and 936 participants. 50% of reviews were last assessed as up-to-date prior to 2008. The questions addressed by 39 reviews were broad in scope, in which 9 reviews combined studies with different herbal medicines. For OQAQ, the mean of overall quality score (item 10) was 5.05 (95% CI; 4.58-5.52). All reviews assessed the methodological quality of primary studies, 16% of included primary studies used adequate sequence generation and 7% used adequate allocation concealment. Of the 51 nonempty reviews, 23 reviews were reported as being inconclusive, while 27 concluded that there might be benefit of CHM, which was limited by the poor quality or inadequate quantity of included studies. 58 reviews reported searching a median of seven electronic databases, while 10 reviews did not search any Chinese database. CONCLUSIONS: Now CDSR has included large numbers of CHM reviews, our study identified some areas which could be improved, such as almost half of included reviews did not have the participation of TCM practitioners and were not up-to-date according to Cochrane criteria, some reviews pooled the results of different herbal medicines and ignored the searching of Chinese databases.","Hu, Jing; Zhang, Junhua; Zhao, Wei; Zhang, Yongling; Zhang, Li; Shang, Hongcai",PLoS One,227,1
2627,2627,2627,Correlation of central venous pressure with venous blood gas analysis parameters; a diagnostic study,18.892853,8.587669,2016-11-20,"OBJECTIVE: This study was conducted to assess the correlation between central venous pressure (CVP) and venous blood gas (VBG) analysis parameters, to facilitate management of severe sepsis and septic shock in emergency department. MATERIAL AND METHODS: This diagnostic study was conducted from January 2014 until June 2015 in three major educational medical centers, Tehran, Iran. For patients selected with diagnosis of septic shock, peripheral blood sample was taken for testing the VBG parameters and the anion gap (AG) was calculated. All the mentioned parameters were measured again after infusion of 500 cc of normal saline 0.9% in about 1 h. RESULTS: Totally, 93 patients with septic shock were enrolled, 63 male and 30 female. The mean age was 72.53 ± 13.03 and the mean Shock Index (SI) before fluid therapy was 0.79 ± 0.30. AG and pH showed significant negative correlations with CVP, While HCO3 showed a significant positive correlation with CVP. These relations can be affected by the treatment modalities used in shock management such as fluid therapy, mechanical ventilation and vasopressor treatment. CONCLUSION: It is likely that there is a significant statistical correlation between VBG parameters and AG with CVP, but further research is needed before implementation of the results of this study.","Rahim-Taleghani, Sima; Fatemi, Alireza; Alavi Moghaddam, Mostafa; Shojaee, Majid; Abushouk, Abdelrahman Ibrahim; Forouzanfar, Mohammad Mehdi; Baratloo, Alireza",Turk J Emerg Med,227,22
5219,5219,5219,Gender influence on health and risk behavior in primary prevention: a systematic review,19.203724,8.4422655,2017-04-12,,"Grill, Eva; Müller, Martin; Mansmann, Ulrich",Eur J Epidemiol,227,27
7141,7141,7141,Outcomes after long-term mechanical ventilation of cancer patients,18.94289,8.285381,2020-03-30,"BACKGROUND: There is an urgent need for an effective vaccine to control and eradicate malaria, one of the most serious global infectious diseases. Plasmodium merozoite surface protein 4 (MSP4) has been listed as a blood-stage subunit vaccine candidate for malaria. Infection with Plasmodium ovale species including P. ovale wallikeri and P. ovale curtisi, is also a source of malaria burden in tropical regions where it is sometimes mixed with other Plasmodium species. However, little is known about P. ovale MSP4. METHODS: The msp4 gene was amplified through polymerase chain reaction using genomic DNA extracted from blood samples of 46 patients infected with P. ovale spp. and amplified products were sequenced. Open reading frames predicted as immunogenic peptides consisting of 119 and 97 amino acids of P. ovale curtisi MSP4 (PocMSP4) and P. ovale wallikeri MSP4 (PowMSP4), respectively, were selected for protein expression. Recombinant proteins (rPoMSP4) were expressed in Escherichia coli, purified, analysed, and immunized in BALB/c mice. The specificity of anti-MSP4-immunoglobulin (Ig) G antibodies was evaluated by Western blot and enzyme-linked immunosorbent assays, and cellular immune responses were analysed via lymphocyte proliferation assays. RESULTS: Full peptide sequences of PocMSP4 and PowMSP4 were completely conserved in all clinical isolates, except in the epidermal growth factor-like domain at the carboxyl terminus where only one mutation was observed in one P. o. wallikeri isolate. Further, truncated PoMSP4 segments were successfully expressed and purified as ~ 32 kDa proteins. Importantly, high antibody responses with end-point titres ranging from 1:10,000 to 1:2,560,000 in all immunized mouse groups were observed, with high IgG avidity to PocMSP4 (80.5%) and PowMSP4 (92.3%). Furthermore, rPocMSP4 and rPowMSP4 cross-reacted with anti-PowMSP4-specific or anti-PocMSP4-specific antibodies. Additionally, anti-PoMSP4 IgG antibodies showed broad immuno-specificity in reacting against rPoMSP1 and rPoAMA1. Lastly, PocMSP4- and PowMSP4-immunized mice induced cellular immune responses with PocMSP4 (36%) and PowMSP4 cells (15.8%) during splenocyte proliferation assays. CONCLUSION: Findings from this study suggest conservation in PoMSP4 protein sequences and high immunogenicity was observed in rPoMSP4. Furthermore, induction of immune responses in PocMSP4- and PowMSP4-immunized mice informed that both humoral and cellular immune responses play crucial roles for PoMSP4 in protection.","Uwase, Juliette; Chu, Ruilin; Kassegne, Kokouvi; Lei, Yao; Shen, Feihu; Fu, Haitian; Sun, Yifan; Xuan, Yinghua; Cao, Jun; Cheng, Yang",Malar J,227,12
7441,7441,7441,Tracheostomy in a patient with SARS,18.808332,8.570678,2004-06-11,"The mammalian proprotein convertase furin has been found to play an important role in diverse physiological and pathological events, such as the activation of viral glycoproteins and bacterial exotoxins. Small, non‐toxic and highly active, furin inhibitors are considered to be attractive drug candidates for diseases caused by virus and bacteria. In this study, a series of peptide inhibitors were designed and synthesized based on the C‐terminal fragment of histone H1.2, which has an inhibitory effect on furin. Replacing the reactive site of inhibitors with the consensus substrate recognition sequence of furin has been found to increase inhibitory activity greatly. The most potent inhibitor, I(4), with 14 amino acid residues has a K(i) value of 17 nM for furin. Although most of the synthesized peptides were temporary inhibitors, the inhibitor I(5), with nine amino acids, retained its full potency, even after a 3 h incubation period with furin at 37 °C. These inhibitors may potentially lead to the development of anti‐viral and antibacterial drug compounds.","Wang, Suming; Han, Jinbo; Wang, Yanfang; Lu, Wuyuan; Chi, Chengwu",Acta Biochim Biophys Sin (Shanghai),227,1
8764,8764,8764,Update on emerging infections: News from the Centers for Disease Control and Prevention,18.891489,8.66305,2003-07-26,,"Coyle, P.K.",Neurol Clin,227,17
9083,9083,9083,Reply to comments on “Zika virus transmission: What to concern on its transmission apart from mosquito control” by Viroj Wiwanitkit,18.833443,8.635127,2016-05-09,,"Asmundson, Gordon J.G.; Taylor, Steven",J Anxiety Disord,227,28
10427,10427,10427,Outcomes of Three- Versus Six-Monthly Dispensing of Antiretroviral Treatment (ART) for Stable HIV Patients in Community ART Refill Groups: A Cluster-Randomized Trial in Zimbabwe,18.924337,8.655723,2020-03-23,,"Twele, L.; Haider, S.; Nettel-Aguirre, A.; Reslan, A.; Belanger, F.; Kellner, J.",Int J Antimicrob Agents,227,1
10944,10944,10944,Congenital diaphragmatic eventration and hernia sac compared to CDH with true defects: a retrospective cohort study,19.103916,8.52533,2020-01-22,"BACKGROUND: Invasive mechanical ventilation is lifesaving in the setting of severe acute respiratory failure but can cause ventilation-induced lung injury. Advances in extracorporeal CO(2) removal (ECCO(2)R) technologies may facilitate more protective lung ventilation in acute respiratory distress syndrome, and enable earlier weaning and/or avoid invasive mechanical ventilation entirely in chronic obstructive pulmonary disease exacerbations. We evaluated the in vitro CO(2) removal capacity of the novel PrismaLung+ ECCO(2)R device compared with two existing gas exchangers. METHODS: The in vitro CO(2) removal capacity of the PrismaLung+ (surface area 0.8 m(2), Baxter) was compared with the PrismaLung (surface area 0.35 m(2), Baxter) and A.L.ONE (surface area 1.35 m(2), Eurosets) devices, using a closed-loop bovine blood–perfused extracorporeal circuit. The efficacy of each device was measured at varying pCO(2) inlet (p(in)CO(2)) levels (45, 60, and 80 mmHg) and blood flow rates (Q(B)) of 200–450 mL/min; the PrismaLung+ and A.L.ONE devices were also tested at a Q(B) of 600 mL/min. The amount of CO(2) removed by each device was assessed by measurement of the CO(2) infused to maintain circuit equilibrium (CO(2) infusion method) and compared with measured CO(2) concentrations in the inlet and outlet of the CO(2) removal device (blood gas analysis method). RESULTS: The PrismaLung+ device performed similarly to the A.L.ONE device, with both devices demonstrating CO(2) removal rates ~ 50% greater than the PrismaLung device. CO(2) removal rates were 73 ± 4.0, 44 ± 2.5, and 72 ± 1.9 mL/min, for PrismaLung+, PrismaLung, and A.L.ONE, respectively, at Q(B) 300 mL/min and p(in)CO(2) 45 mmHg. A Bland–Altman plot demonstrated that the CO(2) infusion method was comparable to the blood gas analysis method for calculating CO(2) removal. The resistance to blood flow across the test device, as measured by pressure drop, varied as a function of blood flow rate, and was greatest for PrismaLung and lowest for the A.L.ONE device. CONCLUSIONS: The newly developed PrismaLung+ performed more effectively than PrismaLung, with performance of CO(2) removal comparable to A.L.ONE at the flow rates tested, despite the smaller membrane surface area of PrismaLung+ versus A.L.ONE. Clinical testing of PrismaLung+ is warranted to further characterize its performance.","Hospach, Ingeborg; Goldstein, Jacques; Harenski, Kai; Laffey, John G.; Pouchoulin, Dominique; Raible, Manuela; Votteler, Stefanie; Storr, Markus",Intensive Care Med Exp,227,1
11376,11376,11376,A pilot survey of ventilated cancer patients’ perspectives and recollections of early mobility in the intensive care unit,18.876732,8.567415,2019-05-29,"Transthoracic echocardiogram (TTE) is commonly used to screen for pulmonary hypertension (PHTN) in neonates and young infants. However, in the absence of sufficient tricuspid regurgitation (TR), a ventricular septal defect (VSD), or a patent ductus arteriosus (PDA), the estimation of systolic pulmonary artery pressure (SPAP) becomes challenging. Pulmonary artery acceleration time (PAAT) is an alternate parameter that is easy to obtain in almost all patients and does not require the presence of tricuspid valvar regurgitation or an anatomical cardiac defect. We sought to examine the correlation of PAAT with estimated SPAP by TTE and create an equation to estimate the SPAP using PAAT. We performed a retrospective review of TTEs performed on neonates and young infants (4 months of age or younger) at our institution between April 2017 and December 2018, along with the corresponding medical records. We included TTEs that provided estimation for SPAP and at least one PAAT measurement. During the study period, 138 TTEs performed on 82 patients met the inclusion criteria. Strong correlation was delineated between PAAT and SPAP estimated by the maximum velocity of tricuspid valve regurgitation Doppler, correlation coefficient (r) = − 0.83. Moderate correlation was detected between PAAT and SPAP estimated by PDA Doppler, r = − 0.66. Utilizing the following equation “SPAP = 82.6 − 0.58 × PAAT + RA mean pressure”, PAAT can be used to estimate SPAP in neonates and young infants. PAAT can be used as an alternative to TR jet to assess SPAP when the latter is absent or insufficient. Further studies are needed to verify the accuracy of this equation.","Mohammad Nijres, Bassel; Bokowski, John; Mubayed, Lamya; Jafri, Sabih H.; Davis, Alan T.; Abdulla, Ra-id",Pediatr Cardiol,227,12
