,title_x,publish_time_x,abstract,authors,journal,url,category
1091,Extreme water-related weather events and waterborne disease,2012-08-09,"Global climate change is expected to affect the frequency, intensity and duration of extreme water-related weather events such as excessive precipitation, floods, and drought. We conducted a systematic review to examine waterborne outbreaks following such events and explored their distribution between the different types of extreme water-related weather events. Four medical and meteorological databases (Medline, Embase, GeoRef, PubMed) and a global electronic reporting system (ProMED) were searched, from 1910 to 2010. Eighty-seven waterborne outbreaks involving extreme water-related weather events were identified and included, alongside 235 ProMED reports. Heavy rainfall and flooding were the most common events preceding outbreaks associated with extreme weather and were reported in 55·2% and 52·9% of accounts, respectively. The most common pathogens reported in these outbreaks were Vibrio spp. (21·6%) and Leptospira spp. (12·7%). Outbreaks following extreme water-related weather events were often the result of contamination of the drinking-water supply (53·7%). Differences in reporting of outbreaks were seen between the scientific literature and ProMED. Extreme water-related weather events represent a risk to public health in both developed and developing countries, but impact will be disproportionate and likely to compound existing health disparities.","CANN, K. F.; THOMAS, D. Rh.; SALMON, R. L.; WYN-JONES, A. P.; KAY, D.",Epidemiol Infect,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3594835/,262
1431,The Spatial Resolution of Epidemic Peaks,2014-04-10,"The emergence of novel respiratory pathogens can challenge the capacity of key health care resources, such as intensive care units, that are constrained to serve only specific geographical populations. An ability to predict the magnitude and timing of peak incidence at the scale of a single large population would help to accurately assess the value of interventions designed to reduce that peak. However, current disease-dynamic theory does not provide a clear understanding of the relationship between: epidemic trajectories at the scale of interest (e.g. city); population mobility; and higher resolution spatial effects (e.g. transmission within small neighbourhoods). Here, we used a spatially-explicit stochastic meta-population model of arbitrary spatial resolution to determine the effect of resolution on model-derived epidemic trajectories. We simulated an influenza-like pathogen spreading across theoretical and actual population densities and varied our assumptions about mobility using Latin-Hypercube sampling. Even though, by design, cumulative attack rates were the same for all resolutions and mobilities, peak incidences were different. Clear thresholds existed for all tested populations, such that models with resolutions lower than the threshold substantially overestimated population-wide peak incidence. The effect of resolution was most important in populations which were of lower density and lower mobility. With the expectation of accurate spatial incidence datasets in the near future, our objective was to provide a framework for how to use these data correctly in a spatial meta-population model. Our results suggest that there is a fundamental spatial resolution for any pathogen-population pair. If underlying interactions between pathogens and spatially heterogeneous populations are represented at this resolution or higher, accurate predictions of peak incidence for city-scale epidemics are feasible.","Mills, Harriet L.; Riley, Steven",PLoS Comput Biol,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3983068/,262
1444,Bayesian Analysis for Inference of an Emerging Epidemic: Citrus Canker in Urban Landscapes,2014-04-24,"Outbreaks of infectious diseases require a rapid response from policy makers. The choice of an adequate level of response relies upon available knowledge of the spatial and temporal parameters governing pathogen spread, affecting, amongst others, the predicted severity of the epidemic. Yet, when a new pathogen is introduced into an alien environment, such information is often lacking or of no use, and epidemiological parameters must be estimated from the first observations of the epidemic. This poses a challenge to epidemiologists: how quickly can the parameters of an emerging disease be estimated? How soon can the future progress of the epidemic be reliably predicted? We investigate these issues using a unique, spatially and temporally resolved dataset for the invasion of a plant disease, Asiatic citrus canker in urban Miami. We use epidemiological models, Bayesian Markov-chain Monte Carlo, and advanced spatial statistical methods to analyse rates and extent of spread of the disease. A rich and complex epidemic behaviour is revealed. The spatial scale of spread is approximately constant over time and can be estimated rapidly with great precision (although the evidence for long-range transmission is inconclusive). In contrast, the rate of infection is characterised by strong monthly fluctuations that we associate with extreme weather events. Uninformed predictions from the early stages of the epidemic, assuming complete ignorance of the future environmental drivers, fail because of the unpredictable variability of the infection rate. Conversely, predictions improve dramatically if we assume prior knowledge of either the main environmental trend, or the main environmental events. A contrast emerges between the high detail attained by modelling in the spatiotemporal description of the epidemic and the bottleneck imposed on epidemic prediction by the limits of meteorological predictability. We argue that identifying such bottlenecks will be a fundamental step in future modelling of weather-driven epidemics.","Neri, Franco M.; Cook, Alex R.; Gibson, Gavin J.; Gottwald, Tim R.; Gilligan, Christopher A.",PLoS Comput Biol,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3998883/,262
2261,Towards Identifying and Reducing the Bias of Disease Information Extracted from Search Engine Data,2016-06-06,"The estimation of disease prevalence in online search engine data (e.g., Google Flu Trends (GFT)) has received a considerable amount of scholarly and public attention in recent years. While the utility of search engine data for disease surveillance has been demonstrated, the scientific community still seeks ways to identify and reduce biases that are embedded in search engine data. The primary goal of this study is to explore new ways of improving the accuracy of disease prevalence estimations by combining traditional disease data with search engine data. A novel method, Biased Sentinel Hospital-based Area Disease Estimation (B-SHADE), is introduced to reduce search engine data bias from a geographical perspective. To monitor search trends on Hand, Foot and Mouth Disease (HFMD) in Guangdong Province, China, we tested our approach by selecting 11 keywords from the Baidu index platform, a Chinese big data analyst similar to GFT. The correlation between the number of real cases and the composite index was 0.8. After decomposing the composite index at the city level, we found that only 10 cities presented a correlation of close to 0.8 or higher. These cities were found to be more stable with respect to search volume, and they were selected as sample cities in order to estimate the search volume of the entire province. After the estimation, the correlation improved from 0.8 to 0.864. After fitting the revised search volume with historical cases, the mean absolute error was 11.19% lower than it was when the original search volume and historical cases were combined. To our knowledge, this is the first study to reduce search engine data bias levels through the use of rigorous spatial sampling strategies.","Huang, Da-Cang; Wang, Jin-Feng; Huang, Ji-Xia; Sui, Daniel Z.; Zhang, Hong-Yan; Hu, Mao-Gui; Xu, Cheng-Dong",PLoS Comput Biol,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4894584/,262
3247,"Assessment of transport stress on cattle travelling a long distance (≈648 km), from Jessore (Indian border) to Chittagong, Bangladesh",2018-06-26,"The effect of long-distance transport on cattle health has not frequently been studied in Bangladesh. The current study investigated the health conditions, and the extent and pattern of cattle injuries, along with haemato-biochemical and hormonal changes, before and after long-distance transportation (≈648 km) from the market of origin to the market of destination. A total of 100 adult cattle were selected at the Benapole live cattle market, Bangladesh, for physical examination before and after transportation. Fifty of these cattle were randomly selected for additional haemato-biochemical evaluation just before the start of transportation (0 hour), immediately after arrival at the destination market (13.8±0.9 hours after the start of transportation) and 24 hours after arrival at the destination market. The external health conditions and injuries were assessed. Animals were fasting in the vehicle during transportation and provided only with paddy straw and water before sale at the destination market. Before and after transportation, the overall frequency of cattle injuries varied significantly (26 per cent before v 47 per cent after transportation; P<0.001). Cattle health conditions diverged significantly (such as nasal discharge: 15 per cent v 28 per cent; P=0.03). The values of haemoglobin (P=0.01), total erythrocyte count (P=0.001), total leucocyte count (P<0.001), lymphocyte (P=0.005), neutrophil (P=0.01) and eosinophil (P=0.01) varied significantly. The values of serum total protein (P=0.006), creatine kinase (P<0.001), triglyceride (P=0.04), calcium (P=0.003), phosphorus (P<0.001) and alkaline phosphatase (P=0.04) significantly differed. The overall findings indicate a high degree of transport stress and poor animal welfare.","Alam, Mahabub; Hasanuzzaman, Md; Hassan, Mohammad Mahmudul; Rakib, Tofazzal Md; Hossain, Md Emran; Rashid, Md Harun; Sayeed, Md Abu; Philips, Lindsay B; Hoque, Md Ahasanul",Vet Rec Open,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6018847/,262
4224,Designer DNA architecture offers precise and multivalent spatial pattern-recognition for viral sensing and inhibition,2019-11-25,"DNA, when folded into nanostructures with a specific shape, is capable of spacing and arranging binding sites into a complex geometric pattern with nanometre precision. Here we demonstrate a designer DNA nanostructure that can act as a template to display multiple binding motifs with precise spatial pattern-recognition properties, and that this approach can confer exceptional sensing and potent viral inhibitory capabilities. A star-shaped DNA architecture, carrying five molecular beacon-like motifs, was constructed to display ten dengue envelope protein domain III (ED3)-targeting aptamers into a two-dimensional pattern precisely matching the spatial arrangement of ED3 clusters on the dengue (DENV) viral surface. The resulting multivalent interactions provide high DENV-binding avidity. We show that this structure is a potent viral inhibitor and that it can act as a sensor by including a fluorescent output to report binding. Our molecular-platform design strategy could be adapted to detect and combat other disease-causing pathogens by generating the requisite ligand patterns on customized DNA nanoarchitectures.","Kwon, Paul S.; Ren, Shaokang; Kwon, Seok-Joon; Kizer, Megan E.; Kuo, Lili; Xie, Mo; Zhu, Dan; Zhou, Feng; Zhang, Fuming; Kim, Domyoung; Fraser, Keith; Kramer, Laura D.; Seeman, Nadrian C.; Dordick, Jonathan S.; Linhardt, Robert J.; Chao, Jie; Wang, Xing",Nat Chem,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6925649/,262
4470,An integrated perfusion machine preserves injured human livers for 1 week,2020-01-13,"Studies reporting chest images of respiratory syncytial virus (RSV)-induced lower respiratory tract infection (LRTI) in an outbreak setting and their relationship to the clinical manifestation are limited. During a genetically confirmed RSV outbreak, eight patients underwent both chest X-ray and computed tomography (CT). Among these, 5 cases had newly appearing abnormalities on CT, although chest X-ray was able to detect abnormalities in only 2 cases (40%). Although bronchial wall thickening was common, other findings and their distribution were variable, even in an outbreak setting. All patients with both a history of anticancer chemotherapy against hematological cancer and lower respiratory symptoms, such as wheezing, sputum, and hypoxemia, had abnormalities on CT, suggesting that these two factors might be important for predicting the existence of LRTI in RSV-infected patients.","Nabeya, Daijiro; Kinjo, Takeshi; Parrott, Gretchen Lynn; Nakachi, Sawako; Yamashiro, Tomoko; Ikemiyagi, Nanae; Arakaki, Wakako; Masuzaki, Hiroaki; Fujita, Jiro",Intern Med,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7008051/,262
5854,China steps up drive to vaccinate all domestic birds,2005-11-23,"We studied five patients in the intensive care unit (ICU) with acute polyneuropathy. All had previously presented severe infectious processes, accompanied by diverse organ failure accompanied by the Adult Respiratory Distress Syndrome (ARDS) in all cases. Two patients died and the three survivors suffered severe motor deficiencies. Electromyographic studies revealed axonal damage which predominately affected motor neurons. Cerebrospinal fluid was normal in all the patients except one, who showed a moderate increase of lymphocytes. The common causes of polyneuropathy were excluded, but in all cases a nutritional disorder was detected, based on laboratory values of proteins, serum albumin and transferrin. We conclude that polyneuropathy is relatively frequent among critically ill patients and must be closely monitored because of diagnostic difficulties and the repercussions on the progress of these patients. In spite of uncertainties about its cause, it appears to be related to severe infectious processes, ARDS, and nutritional disorders.","Lopez Messa, J. B.; García, A.",Intensive Care Med,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7095205/,262
5894,Mr. F. O. Barlow,1951,,"Hernu, Romain; Chroboczek, Tomasz; Madelaine, Thomas; Casalegno, Jean-Sebastien; Lina, Bruno; Cour, Martin; Argaud, Laurent",Intensive Care Med,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7095308/,262
6206,Synthetic DNA firms embrace hazardous agents guidance but remain wary of automated 'best-match',2010-12-07,"Pandemic-09-H1N1 virus caused the pandemic starting in the second quarter of 2009. The world was prepared to face the pandemic since it was anticipated for over one decade. Most countries, including India, had made detailed pandemic preparedness plans well ahead of its actual occurrence. The infection rapidly spread to the whole country within 2-3 months. The national tactics were to slow down its importation through international air travelers and to slow down its spread in cities and major towns. More than 75% of all infected persons were urban dwellers, suggesting that efforts were concentrated in urban communities. In general the illness of pandemic influenza has been similar to endemic/seasonal influenza; however, there is insufficient epidemiological and clinical data on the latter. We hope that the unprecedented experience of managing the pandemic will encourage the Government of India to plan to confront endemic/seasonal influenza more systematically. The pandemic seems to have reached a peak in September/October and has been on the decline since then.","John, T. Jacob; Moorthy, Mahesh",Indian Pediatr,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7097275/,262
