,title_x,publish_time_x,abstract,authors,journal,url,category
616,Preventing the next 'SARS' - European healthcare workers' attitudes towards monitoring their health for the surveillance of newly emerging infections: qualitative study,2011-07-08,"BACKGROUND: Hospitals are often the epicentres of newly circulating infections. Healthcare workers (HCWs) are at high risk of acquiring infectious diseases and may be among the first to contract emerging infections. This study aims to explore European HCWs' perceptions and attitudes towards monitoring their absence and symptom reports for surveillance of newly circulating infections. METHODS: A qualitative study with thematic analysis was conducted using focus group methodology. Forty-nine hospital-based HCWs from 12 hospitals were recruited to six focus groups; two each in England and Hungary and one each in Germany and Greece. RESULTS: HCWs perceived risk factors for occupationally acquired infectious diseases to be 1.) exposure to patients with undiagnosed infections 2.) break-down in infection control procedures 3.) immuno-naïvety and 4.) symptomatic colleagues. They were concerned that a lack of monitoring and guidelines for infectious HCWs posed a risk to staff and patients and felt employers failed to take a positive interest in their health. Staffing demands and loss of income were noted as pressures to attend work when unwell. In the UK, Hungary and Greece participants felt monitoring staff absence and the routine disclosure of symptoms could be appropriate provided the effectiveness and efficiency of such a system were demonstrable. In Germany, legislation, privacy and confidentiality were identified as barriers. All HCWs highlighted the need for knowledge and structural improvements for timelier recognition of emerging infections. These included increased suspicion and awareness among staff and standardised, homogenous absence reporting systems. CONCLUSIONS: Monitoring absence and infectious disease symptom reports among HCWs may be a feasible means of surveillance for emerging infections in some settings. A pre-requisite will be tackling the drivers for symptomatic HCWs to attend work.","Aghaizu, Adamma; Elam, Gillian; Ncube, Fortune; Thomson, Gail; Szilágyi, Emese; Eckmanns, Tim; Poulakou, Garyphallia; Catchpole, Mike",BMC Public Health,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3160373/,219
4299,The patient voice: a survey of worries and anxieties during health system transition in HIV services in Vietnam,2020-01-10,"BACKGROUND: Vietnam is shifting toward integrating HIV services into the public health system using social health insurance (SHI), and the HIV service delivery system is becoming decentralized. The study aim was to investigate current SHI coverage and patients’ perspectives on this transition. METHODS: A survey of 1348 HIV-positive patients on antiretroviral therapy (aged ≥18 years) was conducted at an HIV outpatient clinic at a central-level hospital in Hanoi, Vietnam, in October and November 2018. Insurance coverage, reasons for not having a SHI card, perceived concerns about receiving HIV services in SHI-registered local health facilities, and willingness to continue regularly visiting the current hospital were self-reported. Logistic regression analyses were performed to analyze factors associated with not having a SHI card and having concerns about receiving HIV services in SHI-registered hospitals/clinics. RESULTS: SHI coverage was 78.0%. The most frequently reported reason for not having a SHI card was that obtaining one was burdensome, followed by lack of information on how to obtain a card, and financial problems. Most patients (86.6%) had concerns about receiving HIV services at SHI-registered local health facilities, and disclosure of HIV status to neighbors and low quality of HIV services were the main concerns reported. Participants aged < 40 years old and unmarried were more likely to report lack of SHI cards, and women and those aged ≥40 years were more likely to have concerns. However, 91.4% of patients showed willingness to continue regular visits to the current hospital. CONCLUSIONS: Although SHI coverage has been rapidly improving among HIV patients, most participants had concerns about the current system transition in Vietnam. In response to their voiced concerns, strengthening the link between higher-level and lower-level facilities may help to ensure good quality HIV services at all levels while mitigating patients’ worries and anxieties.","Matsumoto, Shoko; Nguyen, Hoai Dung Thi; Nguyen, Dung Thi; Van Tran, Giang; Tanuma, Junko; Mizushima, Daisuke; Van Nguyen, Kinh; Oka, Shinichi",BMC Int Health Hum Rights,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6954624/,219
5467,"Zika, public health, and the distraction of abortion",2016-11-29,"Viral infections are the major causes of morbidity and mortality in elderly people and young children throughout the world. The most common pathogens include coxsackie virus (CV) and respiratory syncytial virus (RSV). However, no antiviral agents with low toxicity and drug resistance are currently available in clinic therapy. The present study aimed to examine the antiviral activities of emodin (an ingredient of Rheum palmatum) against CVB5 and RSV infections, in an attempt to discover new antiviral agents for virus infection. The monomer emodin was extracted and isolated from Rheum palmatum. The antiviral activities of emodin on HEp-2 cells were evaluated, including virus replication inhibition, virucidal and anti-absorption effects, by 3-(4,5-dimethylthiazol-2-yl)-2,5-diphenyl-2H-tet-razolium bromide (MTT) assay and plaque reduction assay (PRA). The kinetics of virus inhibition by emodin in a period of 14 h was further determined by plaque assay and quantitative real time PCR (qPCR). Cytokine (IFN-γ, TNF-α) mRNA expressions after emodin treatment (7.5, 15, 30 μmol/L) were also assessed by qPCR post-infection. The results showed that emodin had potent inhibitory activities against CVB5 and RSV, with the 50% effective concentration (EC(50)) ranging from 13.06 to 14.27 μmol/L and selectivity index (SI) being 5.38–6.41 μmol/L. However, emodin couldn’t directly inactivate the viruses or block their absorption to cells. It acted as a biological synthesis inhibitor against CVB(4) and RSV in a concentration- and time-dependent manner, especially during the first 0–4 h post-infection. Moreover, emodin could decrease the mRNA expression of IFN-α but enhance TNF-γ expression significantly compared to the viral controls in vitro. Our results provide a molecular basis for development of emodin as a novel and safe antiviral agent for human enterovirus and respiratory virus infection in the clinical therapy.","Liu, Zhao; Ma, Nian; Zhong, Yan; Yang, Zhan-qiu",J Huazhong Univ Sci Technolog Med Sci,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7089517/,219
8399,Health conditions for travellers to Saudi Arabia for the Umra and pilgrimage to Mecca (Hajj) – 2014(),2014-04-13,"AIM: To study the Amaryllidaceae alkaloids of the bulbs of Lycoris radiata. METHODS: The chemical constituents were isolated and purified by various chromatographic techniques, and the chemical structures were elucidated on the basis of spectroscopic methods. In addition, the antiviral activities of alkaloids 1–10 were evaluated using flu virus A. RESULTS: One new homolycorine-type alkaloid 2α-methoxy-6-O-ethyloduline (1), together with nine known alkaloids 2α-methoxy-6-O-methyloduline (2), trispherine (3), 8-O-demethylhomolycorine (4), homolycorine (5), 9-O-demethylhomolycorine (6), oduline (7), lycorenine (8), 6α-O-methyllycorenine (9) and O-ethyllycorenine (10) were obtained. CONCLUSION: Alkaloid 1 is a new compound, and 1–3 were major alkaloids in this plant. Alkaloids 1–3 showed weak antiviral activities against flu virus A with IC50 values of 2.06, 0.69, and 2.71 μg·mL-1 and CC50 values of 14.37, 4.79, and 80.12 μg·mL-1, respectively.","HUANG, Sheng-Dian; ZHANG, Yu; HE, Hong-Ping; LI, Shi-Fei; TANG, Gui-Hua; CHEN, Duo-Zhi; CAO, Ming-Ming; DI, Ying-Tong; HAO, Xiao-Jiang",Chin J Nat Med,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7129748/,219
11098,Capacity Building for Refugee Mental Health in Resettlement: Implementation and Evaluation of Cross-Cultural Trauma-Informed Care Training,2020-02-22,"Pseudorabies virus (PRV) primarily infects swine but can infect cattle, dogs, and cats. Several studies have reported that PRV can cross the specie barrier and induce human encephalitis, but a definitive diagnosis of human PRV encephalitis is debatable due to the lack of PRV DNA detection. Here, we report a case of human PRV encephalitis diagnosed by the next-generation sequencing (NGS) of PRV sequences in the cerebrospinal fluid (CSF) of a patient. A male pork vendor developed fever and seizures for 6 days. NGS results showed PRV sequences in his CSF and blood. Sanger sequencing showed that PRV DNA in the CSF and PRV antibodies in both the CSF and blood were positive. MRI results revealed multiple inflammatory lesions in the bilateral hemisphere. Based on the clinical and laboratory data, we diagnosed the patient with PRV encephalitis. This case suggests that PRV can infect humans, causing severe viral encephalitis. People at risk of PRV infection should improve their self-protection awareness.","Wang, Di; Tao, Xiaogen; Fei, Mingming; Chen, Jian; Guo, Wei; Li, Ping; Wang, Jinquan",J Neurovirol,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7223082/,219
12003,The Crisis in Male Mental Health: A Call to Action,2020-07-07,,,Zhonghua Xue Ye Xue Za Zhi,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7357924/,219
13022,COVID-19: The need to heed distress calls of healthcare workers,2020-09-03,"A decade of genetic counseling of frontotemporal dementia (FTD) affected families has generated two important observations. First, the uptake rate for presymptomatic testing for FTD is low in our department of Clinical Genetics at the Erasmus Medical Center in the Netherlands. Second, FTD at-risk counselees reported substantial familial opposition to genetic testing, which is distinct from the attitude in Huntington Disease affected families. We hypothesize that the low acceptance for FTD genetic counseling is consequential to the familial opposition and explain this within the theoretical framework of separation-individuation. Furthermore, we hypothesize that separation-individuation problems do not similarly influence the acceptance of HD genetic counseling, due to the educative role of the well-organised patient organization for HD in the Netherlands. We offer counseling recommendations that serve to facilitate the individuation of the counselee with respect to the FTD genetic test.","Riedijk, S. R.; Niermeijer, M. F. N.; Dooijes, D.; Tibben, A.",J Genet Couns,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2706981/,219
14642,"Vaccination concerns, beliefs and practices among Ukrainian migrants in Poland: a qualitative study",2021-01-07,"INTRODUCTION: Traditional management of traumatic hemothorax/hemopneumothorax (HTX/HPTX) has been insertion of large-bore 32–40 French (Fr) chest tubes (CTs). Retrospective studies have shown 14Fr percutaneous pigtail catheters (PCs) are equally effective as CTs. Our aim was to compare effectiveness between PCs and CTs by performing the first randomized controlled trial (RCT). We hypothesize PCs work equally as well as CTs in management of traumatic HTX/HPTX. METHODS: Prospective RCT comparing 14Fr PCs to 28–32Fr CTs for management of traumatic HTX/HPTX from 07/2015 to 01/2018. We excluded patients requiring emergency tube placement or who refused. Primary outcome was failure rate defined as retained HTX or recurrent PTX requiring additional intervention. Secondary outcomes included initial output (IO), tube days and insertion perception experience (IPE) score on a scale of 1–5 (1 = tolerable experience, 5 = worst experience). Unpaired Student’s t-test, chi-square and Wilcoxon rank-sum test were utilized with significance set at P < 0.05. RESULTS: Forty-three patients were enrolled. Baseline characteristics between PC patients (N = 20) and CT patients (N = 23) were similar. Failure rates (10% PCs vs. 17% CTs, P = 0.49) between cohorts were similar. IO (median, 650 milliliters[ml]; interquartile range[IR], 375–1087; for PCs vs. 400 ml; IR, 240–700; for CTs, P = 0.06), and tube duration was similar, but PC patients reported lower IPE scores (median, 1, “I can tolerate it”; IR, 1–2) than CT patients (median, 3, “It was a bad experience”; IR, 3–4, P = 0.001). CONCLUSION: In patients with traumatic HTX/HPTX, 14Fr PCs were equally as effective as 28–32Fr CTs with no significant difference in failure rates. PC patients, however, reported a better insertion experience. www.ClinicalTrials.gov Registration ID: NCT02553434","Bauman, Zachary M.; Kulvatunyou, Narong; Joseph, Bellal; Gries, Lynn; O’Keeffe, Terence; Tang, Andrew L.; Rhee, Peter",World J Surg,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7790482/,219
14702,With Gratitude—HLRP: Health Literacy Research and Practice 2020 Reviewers,2021-01-11,"Neutrophils are the key cells of our innate immune system mediating host defense via a range of effector functions including phagocytosis, degranulation, and NETosis. For this, they employ an arsenal of anti-microbial cargoes packed in their readily mobilizable granule subsets. Notably, the release of granule content is tightly regulated; however, under certain circumstances, their unregulated release can aggravate tissue damage and could be detrimental to the host. Several constituents of neutrophil granules have also been associated with various inflammatory diseases including cancer. In cancer setting, their excessive release may modulate tissue microenvironment which ultimately leads the way for tumor initiation, growth and metastasis. Neutrophils actively infiltrate within tumor tissues, wherein they show diverse phenotypic and functional heterogeneity. While most studies are focused at understanding the phenotypic heterogeneity of neutrophils, their functional heterogeneity, much of which is likely orchestrated by their granule cargoes, is beginning to emerge. Therefore, a better understanding of neutrophil granules and their cargoes will not only shed light on their diverse role in cancer but will also reveal them as novel therapeutic targets. This review provides an overview on existing knowledge of neutrophil granules and detailed insight into the pathological relevance of their cargoes in cancer. In addition, we also discuss the therapeutic approach for targeting neutrophils or their microenvironment in disease setting that will pave the way forward for future research.","Rawat, Kavita; Syeda, Saima; Shrivastava, Anju",Cancer Metastasis Rev,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7802614/,219
14896,COVID-19: prioritizing healthcare workers,2020-12-02,"The current study describes ethnobotanical (EB) and traditional ethnomedicinal (TEMs) uses of medicinal plants (MPs) of Tehsil Samahni area of Azad Jammu and Kashmir, Pakistan. Indigenous inhabitants of the area mostly reside in remote mountainous areas and depend on wild plants for life necessities and treatment of different diseases. This paper presents first quantitative ethnobotanical study describing the popularity level of MPs in indigenous communities by using relative popularity level (RPL) and rank order of priority (ROP) indices. The data of TEMs and EB uses were collected from 200 interviewees consisting of traditional herbal practioners (110) and farmers (90) from study area using structured and semi-structured interview methodology during year 2019. It was found that illiterate peasants have more knowledge and practice of TEMs than other people. A total of 150 plant species belonging to 58 families with botanical and local names, parts used, mode of recipes preparation, administration mechanism and TEMs uses were documented in systematic manner. It was explored that highest number (7.69%) of plants of Moraceae were used in TEMs and followed by species of Asteraceae (6.29%). The ethnobotanical data was analyzed by using quantitative ethnobotanical tools viz: informant consensus factor (ICF), fidelity level (FL), relative frequency of citation (RFC), use value index (UVI), relative importance of plants (RIP), relative populatiry level (RPL) and rank order of popularity (ROP). The leaf ranked first (36.49%) and fruit 2(nd) (12.07%) being used in TEMs while prevalent use-form was decoction (29.28%), followed by tea (23.05%) and preferably taken as oral (46.66%). ICF analysis proved that diabetes, hypertension, rabies, snake sting and joint pains were the most prevalent occurring infirmities. The highest RFC (0.95) was found for Acacia modesta, followed by Boerhavia procumbens (RFC:0.87) and Berberis lycium (RFC:0.85). The relative importance of MPs was calculated by using UVI and Moringa oleifera showed highest (1.38), followed by Zanthoxylum armatum (1.25) and Withania somnifera (1.24) use-values. High UVI of plants depicts that these species are predominantly used in local health care system. The plants Phyllanthus emblica, Morus macruora, Justicia adhatoda and Melia azedarach depicted high values (1.00) of FL and RPL proving that these taxa are commonly used in indigenous medicines by local inhabitants and have better potential for drug discovery by ethnopharmacological analysis. Out of total, 26 species had more than 50% ROP index and Phyllanthus emblica and Flacourtia indica (ROP = 100) followed by Morus macruora (ROP: 97) were used to cure ‘hypertension and hyperlipidemia’ and ‘cough, chest infection’, respectively. It was found that 30% of total species were previously reported as medicinal while 70% plants were first time reported to be used in TEMs and authenticated by using of quantitative ethnobotanical tools. Ethnopharmacological potential of indigenous plants was confirmed by RIP and RPL indices which had been used to cure one or more body systems and were promulgated in the local herbal medicine system. The research provides clues to screen these plant species by using latest phytochemical and pharmacological analysis for novel drug discovery. This study will also be useful for conservation of bioculture traditional knowledge of indigenous communities and the most important is to conserve medicinal plants of the study area for future generations.","Ishtiaq, Muhammad; Maqbool, Mehwish; Ajaib, Muhammad; Ahmed, Maqsood; Hussain, Iqbal; Khanam, Humaira; Mushtaq, Waheeda; Hussain, Tanveer; Azam, Shehzad; Hayat Bhatti, Khizar; Ghani, Abdul",PLoS One,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7806180/,219
