,index,Unnamed: 0,title_x,x,y,publish_time_x,abstract,authors,journal,category,cluster
19811,19811,19811,Erratum regarding missing Declaration of Competing Interest statements in previously published articles,22.42428,10.442551,2020-12-08,"This study was conducted to investigate medical students’ lifestyle habits, including sleep quality, eating and drinking patterns, physical activity, and social status. Method: This research project is part two of a multi-institutional cross-sectional observational study conducted among medical students from six medical colleges in Saudi Arabia between September and December 2019. Results: 675 medical students were enrolled electively into the lifestyle study. About half of this number were male students and the majority were aged 18–24 years. Most students (87.6%) slept between 4–8 h a day and over 44% were dissatisfied with their sleep. Only 28.1% had three meals a day; about 40% of them usually or always skipped breakfast. A total of 44% usually or always ate fast food and 44.7% drank 2 L of water per day. Moreover, male students were significantly consuming more fast food than females, p < 0.001. The majority (63.3%) revealed they usually or always drink black coffee daily. Females were significantly more inclined to regular coffee consumption than males, p < 0.001. Only 4.3% exercised for 30 min or more daily. The majority (65%) of the students were introverted; they had few close friends. Yet, 81% were somewhat satisfied or satisfied with their social life. Male students were significantly more satisfied with their social life than females, p = 0.001. Only 4.6% smoked cigarettes daily whereas 7.1% smoked e-cigarettes daily. In contrast, only 0.3% used shisha (hookah) daily. Male medical students were substantially more inclined to e-cigarette use than females (p < 0.001). The top five leisure activities of a medical student were surfing social media (75.9%), watching movies (61.3%), hanging out with friends (58.1%), spending time with their family (55.4%), and browsing the Internet (53.6%). Female medical students were significantly more inclined to surf social media than male medical students, p = 0.022; also, watching movies was preferred for females compared to males, p = 0.006. Conclusion: This study revealed that the majority of these medical students in Saudi Arabia exhibited healthy lifestyles to some extent, and these health-promoting behaviors differed based on sex, especially concerning physical activity and eating patterns. The findings of this study provide relevant information for future actions that will be geared towards effectively decreasing the occurrence of chronic illnesses and improving future doctors’ well-being.","Bin Abdulrahman, Khalid A.; Khalaf, Ahmad M.; Bin Abbas, Fahad B.; Alanezi, Omran T.",Int J Environ Res Public Health,700,1
19812,19812,19812,Erratum regarding missing Declaration of Competing Interest statements in previously published articles,22.382004,10.63628,2020-12-10,"Perfectionism is considered to be a significant personality factor within the sport and exercise field. However, very little is known about the reasons why individuals with different perfectionistic tendencies engage or not in physical activity. This study aims, from a person-oriented approach, to analyze if participation motives and barriers may differ among four perfectionistic profiles: Non-Perfectionists (low perfectionistic strivings, PS, and perfectionistic concerns, PC), Adaptive Perfectionists (high PS and low PC), Maladaptive Perfectionists (high PS and PC), and Moderate Perfectionists (moderate PS and PC). A sample composed of 597 (M(age) = 22.08, SD = 3.33) undergraduates enrolled in a sport science degree from Ecuador participated in this study. Non-Perfectionists reported lower levels of motives, whereas Adaptive and Maladaptive Perfectionists reported higher scores on all participation motives. Significant and positive correlations were found between PS and both autonomous and controlled motives, whereas PC was positively correlated with controlled reasons and only significantly correlated with some autonomous reasons by the effect of PS. In terms of barriers, Maladaptive Perfectionists reported significantly higher scores on all barriers analyzed in comparison with the other three profiles, with moderate and large effect sizes. The results of the bivariate and partial correlations suggest that these inter-profile differences were explained by PC. Considering the results, it is advised to develop strategies to identify Maladaptive Perfectionists in order to increase their intrinsic reasons for practicing physical exercise, and to minimize their perceived barriers.","Vicent, María; Sanmartín, Ricardo; Gonzálvez, Carolina; Vásconez-Rubio, Oswaldo; García-Fernández, José Manuel",Int J Environ Res Public Health,700,1
44935,44935,44935,Erratum regarding missing Declaration of Competing Interest and funding statements in previously published articles,22.059303,10.644145,2021-01-24,,"Ter-Nedden, Jan",Dtsch Dermatolog,700,27
60501,60501,60501,Erratum regarding missing declaration of competing interest statements in previously published articles.,22.03984,10.5609865,2021-06-01,,"Ohashi, Nobuhiko; Otsuka, Akihiro; Yamamoto, Kanji",CMAJ : Canadian Medical Association journal = journal de l'Association medicale canadienne,700,7
68802,68802,68802,Erratum regarding missing Declaration of Competing Interest statements in previously published articles.,22.10866,10.533812,2021,"AIM To compare characteristics and attitudes of nurses who resigned and those who remained in two Israeli hospitals, and assess the reasons for leaving. BACKGROUND Nurse turnover is a current global problem in healthcare system, especially given the severe nurse shortages. Retention of nurses requires an understanding of the characteristics of the resigning nurses, their attitudes and their reasons for leaving. METHODS A matching case-control study conducted among 100 resigning nurses and 200 matched remaining nurses. Questionnaires were used to survey the professional characteristics and attitudes of the participating nurses. In addition, exit interviews were used to assess the reasons to leave of resigning nurses. RESULTS Resigning nurses had higher education, less seniority, and fewer managerial positions compared to remaining nurses. In addition, resigning nurses had lower professional autonomy and higher aspirations for professional advancement. The reasons to leave cited by the resigning nurses were distance of the workplace from home and working conditions as well as aspiring for professional advancement. CONCLUSIONS The interface between high education and having few opportunities for advanced positions may lead to resignation. IMPLICATIONS FOR NURSING MANAGEMENT We recommend organizational interventions for training new hospital nurses through professional career path development, such as mentoring program.","Kerzman, Hana; Van Dijk, Dina; Siman-Tov, Maya; Friedman, Shoshy; Goldberg, Shoshy",Journal of nursing management,700,20
75741,75741,75741,Erratum regarding missing Declaration of Competing Interest statements in previously published articles.,22.101501,10.594091,2020-11-01,"Herein we describe a technique modification of the robotic posterior retroperitoneoscopic adrenalectomy (RPRA). Three patients presented to our clinic with adrenal lesions. The average BMI and tumor size was 29.3 kg/m2 and 4.6 cm, respectively. All had prior major abdominal procedures. Long robotic trocars were used. A 5-mm assistant port was added and the number of robotic instrument use was minimized. The average total operation time was 136 min, average docking time was 14.7 min and the average console time was 108.7 min. Blood loss was minimal and there were no complications. In patients with prior history of extensive abdominal procedures, RPRA is safe and effective when performed by surgeons with PRA and robotic experience. Long robotic trocars effectively minimized external robotic arm collisions. Adding a 5-mm assistant trocar maximized the first assistant and console surgeon abilities. Limiting the number of robotic instruments and energy devices contained cost.","Feng, Zuliang; Feng, Michael P; Levine, Jessica W; Solórzano, Carmen C",Journal of robotic surgery,700,29
79064,79064,79064,Erratum regarding missing Declaration of Competing Interest statements in previously published articles.,22.013453,10.451124,2020-12-01,,"Feinmann, Jane",BMJ,700,31
90364,90364,90364,Erratum regarding missing Declaration of Competing Interest statements in previously published articles.,22.054459,10.475177,2020-12-01,"INTRODUCTION Many health providers and communicators who are concerned that patients will not understand numbers instead use verbal probabilities (e.g., terms such as ""rare"" or ""common"") to convey the gist of a health message. OBJECTIVE To assess patient interpretation of and preferences for verbal probability information in health contexts. METHODS We conducted a systematic review of literature published through September 2020. Original studies conducted in English with samples representative of lay populations were included if they assessed health-related information and elicited either (a) numerical estimates of verbal probability terms or (b) preferences for verbal vs. quantitative risk information. RESULTS We identified 33 original studies that referenced 145 verbal probability terms, 45 of which were included in at least two studies and 19 in three or more. Numerical interpretations of each verbal term were extremely variable. For example, average interpretations of the term ""rare"" ranged from 7 to 21%, and for ""common,"" the range was 34 to 71%. In a subset of 9 studies, lay estimates of verbal probability terms were far higher than the standard interpretations established by the European Commission for drug labels. In 10 of 12 samples where preferences were elicited, most participants preferred numerical information, alone or in combination with verbal labels. CONCLUSION Numerical interpretation of verbal probabilities is extremely variable and does not correspond well to the numerical probabilities established by expert panels. Most patients appear to prefer quantitative risk information, alone or in combination with verbal labels. Health professionals should be aware that avoiding numeric information to describe risks may not match patient preferences, and that patients interpret verbal risk terms in a highly variable way.","Andreadis, Katerina; Chan, Ethan; Park, Minha; Benda, Natalie C; Sharma, Mohit M; Demetres, Michelle; Delgado, Diana; Sigworth, Elizabeth; Chen, Qingxia; Liu, Andrew; Grossman Liu, Lisa; Sharko, Marianne; Zikmund-Fisher, Brian J; Ancker, Jessica S",Journal of general internal medicine,700,1
108466,108466,108466,Erratum regarding missing Declaration of Competing Interest statements in previously published articles.,22.14958,10.513254,2020-11-01,"Flavonoids are polyphenolic compounds that are ubiquitous in nature. They possess varied promising properties for medical use. Quercetin (3,3',4',5,7-pentahydroxyflavone) and apigenin (4',5,7-trihydroxyflavone) are two representative flavonoids, both of which have been reported to possess antibacterial activity by acting on multiple targets. Here, we determined that d-alanine:d-alanine ligase (Ddl) is another new target for quercetin and apigenin. Kinetic analysis indicated that these two flavonoids function as reversible inhibitors that are competitive with the substrate ATP of Ddl, whereas they are non-competitive with the other substrate d-Ala. The fact that quercetin showed lower 50% inhibitory concentration (IC(50)) and inhibitor binding constant (K(i)) values than apigenin against both the Helicobacter pylori Ddl and the Escherichia coli DdlB implies that the two additional hydroxyls on the flavone skeleton of quercetin in structure might facilitate its inhibitory activity and binding affinity to Ddl. This work is expected to help shed more light on the potential antibacterial mechanism of flavonoids.","Wu, Dalei; Kong, Yunhua; Han, Cong; Chen, Jing; Hu, Lihong; Jiang, Hualiang; Shen, Xu",International journal of antimicrobial agents,700,29
116443,116443,116443,Erratum regarding missing Declaration of competing interest statements in previously published articles.,22.09788,10.613067,2021-06-01,"This unit describes how to infect cells with vaccinia virus and then transfect them with a plasmid-transfer vector or PCR fragment to generate a recombinant virus. Selection and screening methods used to isolate recombinant viruses and a method for the amplification of recombinant viruses are described. Finally, a method for live immunostaining that has been used primarily for detection of recombinant modified vaccinia virus Ankara (MVA) is presented. © 2017 by John Wiley & Sons, Inc.","Wyatt, Linda S; Earl, Patricia L; Moss, Bernard",Current protocols in protein science,700,29
120942,120942,120942,Erratum Regarding Missing Declaration Of Competing Interest Statements In Previously Published Articles.,22.3144,10.415201,2020-11-20,,"Cunha, Burke A; Connolly, James J; Musta, Adina C; Abruzzo, Eileen",Infection control and hospital epidemiology,700,10
142908,142908,142908,Erratum regarding missing Declaration of Competing Interest statements in previously published article.,22.429796,10.428967,2020-10-09,,"Engelmann, Ilka; Mordacq, Clémence; Gosset, Philippe; Tillie-Leblond, Isabelle; Dewilde, Anny; Thumerelle, Caroline; Pouessel, Guillaume; Deschildre, Antoine",American journal of respiratory and critical care medicine,700,16
