,title_x,publish_time_x,abstract,authors,journal,url,category
9335,"Infection, asthma and bronchial hyperresponsiveness",2004-04-22,,"Liu, Yuanli",Lancet,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7135703/,814
47542,Factors Affecting the Perceived Level of Stress Among Students Taking Entrepreneurship Program in a Public University in Malaysia,2021-02-01,"A brief summary of the natural science understanding of the gravity and urgency of climate change is presented as an essential building block for the social science analysis in subsequent chapters. It documents that fossil-fuel emissions are the principal causes and the atmosphere is the main carbon sink. It shows that concepts like the net change in atmospheric carbon (emissions compared to carbon withdrawals) and carbon budget are more valid than oft-used, misleading indicators of improvement like carbon intensity (emissions per GDP). The chapter documents differences in emissions for various types of fossil fuels, including different types of oil. It elucidates limitations of the social influence of science, particularly its contradictory characteristics as ineffective when warning of danger yet inspiring faith in its omnipotence to master nature so as to maintain fossil-fuelled practices. The chapter also assesses the concept of the Anthropocene.","Murphy, Raymond",The Fossil-Fuelled Climate Crisis,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7972066/,814
66660,[Recreational potential of medical tourism of Russia].,2020-10-01,,"Stead, Wendy",JAMA,https://doi.org/10.1001/jama.2021.0255; https://www.ncbi.nlm.nih.gov/pubmed/33651093/,814
70600,Anlotinib as a molecular targeted therapy for tumors.,2020-08-01,"MAIN CONCLUSION Responses of plant biomass and yield components to warming are species-specific and are shifted as increased warming magnitude rises; this finding improves the results of IPCC AR5. The responses of crop yields to climatic warming have been extensively reported from experimental results, historical yield collections, and modeling research. However, an integrative report on the responses of plant biomass and yield components of three major crops to experimental warming is lacking. Here, a meta-analysis based on the most recent warming experiments was conducted to quantify the climatic warming responses of the biomass, grain yield (GY), and yield components of three staple crops. The results showed that the wheat total aboveground biomass (TAGB) increased by 6.0% with general warming, while the wheat GY did not significantly respond to warming; however, the responses shifted with increases in the mean growing season temperature (MGST). Negative effects on wheat TAGB and GY appeared when the MGSTs were above 15 °C and 13 °C, respectively. The wheat GY and the number of grains per panicle decreased by 8.4% and 7.5%, respectively, per degree Celsius increase. Increases in temperature significantly reduced the rice TAGB and GY by 4.3% and 16.6%, respectively, but rice straw biomass increased with increasing temperature. However, the rice grain weight and the number of panicles decreased with continuous increasing temperature (ΔTa). The maize biomass, GY, and yield components all generally decreased with climatic warming. Finally, the crop responses to climatic warming were significantly influenced by warming time, warming treatment facility, and methods. Our findings can improve the assessment of crop responses to climatic warming and are useful for ensuring food security while combating future global climate change.","Liu, Xiaodi; Ma, Quanhui; Yu, Hongying; Li, Yibo; Zhou, Li; He, Qijin; Xu, Zhenzhu; Zhou, Guangsheng",Planta,https://doi.org/10.1007/s00425-020-03495-y; https://www.ncbi.nlm.nih.gov/pubmed/33083898/,814
82112,[The analysis of opinions of pediatricians about organization and perspectives of development of primary medical sanitary care of children].,2021-07-01,"BACKGROUND Zika virus (ZIKV) may cause severe congenital disease after maternal-fetal transmission. No vaccine is currently available. OBJECTIVE To assess the safety and immunogenicity of Ad26.ZIKV.001, a prophylactic ZIKV vaccine candidate. DESIGN Phase 1 randomized, double-blind, placebo-controlled clinical study. (ClinicalTrials.gov: NCT03356561). SETTING United States. PARTICIPANTS 100 healthy adult volunteers. INTERVENTION Ad26.ZIKV.001, an adenovirus serotype 26 vector encoding ZIKV M-Env, administered in 1- or 2-dose regimens of 5 × 1010 or 1 × 1011 viral particles (vp), or placebo. MEASUREMENTS Local and systemic adverse events; neutralization titers by microneutralization assay (MN50) and T-cell responses by interferon-γ enzyme-linked immunospot and intracellular cytokine staining; and protectivity of vaccine-induced antibodies in a subset of participants through transfer in an exploratory mouse ZIKV challenge model. RESULTS All regimens were well tolerated, with no safety concerns identified. In both 2-dose regimens, ZIKV neutralizing titers peaked 14 days after the second vaccination, with geometric mean MN50 titers (GMTs) of 1065.6 (95% CI, 494.9 to 2294.5) for 5 × 1010 vp and 956.6 (595.8 to 1535.8) for 1 × 1011 vp. Titers persisted for at least 1 year at a GMT of 68.7 (CI, 26.4-178.9) for 5 × 1010 vp and 87.0 (CI, 29.3 to 258.6) for 1 × 1011 vp. A 1-dose regimen of 1 × 1011 vp Ad26.ZIKV.001 induced seroconversion in all participants 56 days after the first vaccination (GMT, 103.4 [CI, 52.7 to 202.9]), with titers persisting for at least 1 year (GMT, 90.2 [CI, 38.4 to 212.2]). Env-specific cellular responses were induced. Protection against ZIKV challenge was observed after antibody transfer from participants into mice, and MN50 titers correlated with protection in this model. LIMITATION The study was conducted in a nonendemic area, so it did not assess safety and immunogenicity in a flavivirus-exposed population. CONCLUSION The safety and immunogenicity profile makes Ad26.ZIKV.001 a promising candidate for further development if the need reemerges. PRIMARY FUNDING SOURCE Janssen Vaccines and Infectious Diseases.","Salisch, Nadine C; Stephenson, Kathryn E; Williams, Kristi; Cox, Freek; van der Fits, Leslie; Heerwegh, Dirk; Truyers, Carla; Habets, Marrit N; Kanjilal, Diane G; Larocca, Rafael A; Abbink, Peter; Liu, Jinyan; Peter, Lauren; Fierro, Carlos; De La Barrera, Rafael A; Modjarrad, Kayvon; Zahn, Roland C; Hendriks, Jenny; Cahill, Conor P; Leyssen, Maarten; Douoguih, Macaya; van Hoof, Johan; Schuitemaker, Hanneke; Barouch, Dan H",Annals of internal medicine,https://doi.org/10.7326/m20-5306; https://www.ncbi.nlm.nih.gov/pubmed/33587687/,814
91728,[The comparative analysis of population attitude to vaccination against COVID-19 infection in foreign countries and in Russia].,2021-03-01,"BACKGROUND Recent small case series have now been reported for robotic-assisted laparoscopic radical cystectomy (RALRC). In most of these series, the urinary diversion has been performed in an extracorporeal fashion. There have been few case reports of an intracorporeal diversion and little description of the technique of such a procedure. OBJECTIVE In this paper, we report our initial experience with robotic-assisted laparoscopic intracorporeal urinary diversion, describing stepwise the surgical procedure itself and evaluating perioperative and pathologic outcomes of this novel procedure. DESIGN, SETTING, AND PARTICIPANTS We studied a single-institution case series of patients undergoing robotic-assisted cystectomy and intracorporeal urinary diversion for clinically localized urothelial carcinoma of the bladder (n=10) or for a noncompliant dysfunctional bladder refractory to more conservative management (n=2). Historical comparisons are also made to a consecutive case series of 20 patients undergoing robotic radical cystectomy and extracorporeal urinary diversion. SURGICAL PROCEDURE RALRC and intracorporeal urinary diversion, including ileal conduit (n=9) and orthotopic ileal neobladder (n=3). MEASUREMENTS The stepwise operative procedure is described in detail. Outcome measures evaluated in this series included operative variables, hospital recovery, and complication rate. Comparisons were made to a contemporaneous series of 20 patients who underwent a robotic cystectomy with extracorporeal diversion during this time period (from an experience of >100 robotic cystectomy patients since 2005). RESULTS AND LIMITATIONS Twelve patients (mean age: 60.9 yr) underwent an intracorporeal diversion. Mean operating-room time of all patients was 5.3h, and mean surgical blood loss was 221ml. Mean time to flatus, bowel movement, and hospital discharge was 2.2 d, 3.2 d, and 4.5 d, respectively. Eleven of the 12 patients were discharged on or before postoperative day 5. There were six postoperative complications in five patients (42%), with one complication being Clavien grade 3 or higher. The major limitations of the study are the small sample size and the nonrandomized nature of the compared treatment groups (intracorporeal vs extracorporeal), which limits the ability to directly compare the techniques at a high level of scientific confidence. CONCLUSIONS Our initial experience with robotic-assisted laparoscopic intracorporeal diversion appears to be favorable with acceptable operative and short-term clinical outcomes.","Pruthi, Raj S; Nix, Jeff; McRackan, Dan; Hickerson, Adam; Nielsen, Matthew E; Raynor, Matthew; Wallen, Eric M",European urology,https://doi.org/10.1016/j.eururo.2009.12.028; https://www.ncbi.nlm.nih.gov/pubmed/20079567/,814
93266,[The Russian healthcare image transformation during the pandemic COVID-19 in the info field].,2020-08-01,"Strain CZZ-1T was isolated from long-term TBBPA-contaminated soil Zaozhuang city, Shandong province, People's Republic of China. CZZ-1T was pink-pigmented, Gram-stain-negative, rod-shaped, non-motile and aerobic. The 16S rRNA gene analysis indicated that strain CZZ-1T shows high similarities to Fluviicola taffensis DSM 16823T (92.6%) and Fluviicola hefeinensis KACC 16597T (92.5%) and less than 91% sequence similarities to other genus or species in the family Crocinitomicaceae. It was able to grow at 10-37 °C, with 0-6% (w/v) NaCl. It could hydrolyze gelatin, but could not reduce nitrates to nitrites. The predominant fatty acids of strain CZZ-1T were iso-C15:0 (51.3%), C15:0 2-OH (11.0%), iso-C17:0 3-OH (8.0%), C14: 0 (7.0%), iso-C15:1 G (6.8%) and Summed Feature 3 (C16:1 ω7c and/or C16:1 ω6c, 4.4%). The polar lipid profile was composed of five unidentified lipids, two unidentified phospholipids, one phosphatidylethanolamine, one unidentified aminolipid and one unidentified glycolipid. The predominant respiratory quinone was MK-6. The genomic DNA G+C content of strain CZZ-1T was 41.5 mol%. Based on data from phenotypic, chemotaxonomic and genotypic analysis in this study, strain CZZ-1T represents a novel species in a new genus in the family Crocinitomicaceae, for which the name Taishania pollutisoli gen. nov., sp. nov. is proposed. The type strain is CZZ-1T (= KCTC 52343T = GDMCC 1.2270T).","Lan, Minjian; Yang, Tunan; Song, Yue; Lv, Lijie; Wang, Hongmei; Chen, Qing; Chen, Kai",Current microbiology,https://doi.org/10.1007/s00284-021-02522-9; https://www.ncbi.nlm.nih.gov/pubmed/33974098/,814
104038,[The attitude of the youth to vaccine prevention of influenza in conditions of COVID-19 pandemic].,2021-03-01,"Bariatric revision surgery is associated with several complications that can be attributed to decreased quality of tissue and complexity of the surgery. A laparoscopic sleeve gastrectomy is a simple technique with potential advantages. Therefore, the results of this procedure were evaluated as a revisional option. Fifty-one patients underwent laparoscopic sleeve gastrectomy (LSG). Indications for the LSG were insufficient weight loss (34 patients, group 1) or vomiting (17 patients, group 2) following a laparoscopic adjustable gastric banding (LAGB) or vertical banded gastroplasty (VBG). Patient and procedure characteristics as well as outcome were collected prospectively. From October 2006 to June 2010, 51 patients with a failed prior bariatic procedure (VBG or LAGB) were converted to (L)SG. The conversion rate was zero. The median procedure time was 99 min (range 54-221) and hospital stay was 3 days (range 2-38). There was no mortality after 30 days. Complications included bleeding (six) and leakage of the staple line (seven). Mean follow-up was 13.8 (2-46) months. LSG as revision surgery for insufficient weight loss resulted in extra weight loss of 52.7%, and the overall extra weight loss was 49.3%. When LSG was performed because of vomiting, 82% was able to eat solid food at follow-up. Of the 65 pre-existent co-morbidities, 21 were resolved and 18 improved. LSG as a revision procedure is feasible. An additional weight loss and further resolution of co-morbidity seem achievable, however, at the cost of a high number of complications. Therefore, revision bariatric surgery should be limited to expert tertiary bariatric centers.","Berende, Cornelis Adrianus Sebastianus; de Zoete, Jean-Paul; Smulders, Johannes Franciscus; Nienhuijs, Simon Willem",Obesity surgery,https://doi.org/10.1007/s11695-011-0501-3; https://www.ncbi.nlm.nih.gov/pubmed/21866377/,814
114601,[MODERNIZATION OF SOCIAL PROTECTION IN THE RUSSIAN FEDERATION: PROBLEMS AND PROSPECTS OF TELEMEDICINE IN THE PRACTICE OF MEDICAL-SOCIAL EXPERTISE].,2020-10-01,"BACKGROUND Maternal nutrition during gestation and lactation is essential for offspring's health. The present study aimed to investigate the effects of betaine hydrochloride addition to sow diets during gestation and lactation on suckling piglet's immunity and intestine microbiota composition. Forty Bama mini-pigs were randomly allocated into two groups and fed a basal diet (control group) and basal diet with 3.50 kg ton-1 betaine hydrochloride (betaine group) from day 3 after mating to day 21 of lactation. After 21 days of the delivery, 12 suckling piglets from each group with similar body weight were selected for sample collection. RESULTS The results showed that maternal betaine hydrochloride addition decreased (P < 0.05) the plasma levels of interleukin (IL)-1β, IL-2, IL-6, and tumor necrosis factor (TNF)-α in suckling piglets. Furthermore, dietary betaine hydrochloride addition in sow diets increased (P < 0.05) the villus height (VH) and VH to crypt depth ratio in the jejunum and ileum of suckling piglets. In the piglets' intestinal microbiota community, the relative abundances of Roseburia (P < 0.05) and Clostridium (P = 0.059) were lower in the betaine group than those in the control group. Moreover, betaine hydrochloride addition in sow diets decreased the colonic tyramine (P = 0.091) and skatole (P = 0.070) concentrations in suckling piglets. CONCLUSION Betaine hydrochloride addition in sow diets enhanced the intestinal morphology, improved immunity, and altered intestinal microbiota of suckling piglets. These findings indicated that betaine hydrochloride addition in sow diets during gestation and lactation will impact suckling piglets' health. This article is protected by copyright. All rights reserved.","Azad, Abul Kalam; Gao, Qiankun; Ma, Cui; Wang, Kai; Kong, Xiangfeng",Journal of the science of food and agriculture,https://doi.org/10.1002/jsfa.11389; https://www.ncbi.nlm.nih.gov/pubmed/34151432/,814
116778,"[The characteristics of population mortality of the Russian Federation, the Central Federal Okrug and City of Moscow in 2020].",2021-03-01,,"Magoon, Rohan",Korean journal of anesthesiology,https://doi.org/10.4097/kja.21010; https://www.ncbi.nlm.nih.gov/pubmed/33440113/,814
