,index,Unnamed: 0,title_x,x,y,publish_time_x,abstract,authors,journal,category,cluster
105,105,105,Influenza pandemic intervention planning using InfluSim: pharmaceutical and non- pharmaceutical interventions,13.975723,8.951523,2007-07-13,"BACKGROUND: Influenza pandemic preparedness plans are currently developed and refined on national and international levels. Much attention has been given to the administration of antiviral drugs, but contact reduction can also be an effective part of mitigation strategies and has the advantage to be not limited per se. The effectiveness of these interventions depends on various factors which must be explored by sensitivity analyses, based on mathematical models. METHODS: We use the freely available planning tool InfluSim to investigate how pharmaceutical and non-pharmaceutical interventions can mitigate an influenza pandemic. In particular, we examine how intervention schedules, restricted stockpiles and contact reduction (social distancing measures and isolation of cases) determine the course of a pandemic wave and the success of interventions. RESULTS: A timely application of antiviral drugs combined with a quick implementation of contact reduction measures is required to substantially protract the peak of the epidemic and reduce its height. Delays in the initiation of antiviral treatment (e.g. because of parsimonious use of a limited stockpile) result in much more pessimistic outcomes and can even lead to the paradoxical effect that the stockpile is depleted earlier compared to early distribution of antiviral drugs. CONCLUSION: Pharmaceutical and non-pharmaceutical measures should not be used exclusively. The protraction of the pandemic wave is essential to win time while waiting for vaccine development and production. However, it is the height of the peak of an epidemic which can easily overtax general practitioners, hospitals or even whole public health systems, causing bottlenecks in basic and emergency medical care.","Duerr, Hans P; Brockmann, Stefan O; Piechotowski, Isolde; Schwehm, Markus; Eichner, Martin",BMC Infect Dis,70,3
405,405,405,Using Complementary and Alternative Medicines to Target the Host Response during Severe Influenza,14.064542,9.243055,2009-09-24,"It is now accepted that an overwhelming inflammatory response is the cause of human deaths from avian H5N1 influenza infection. With this in mind we sought to examine the literature for examples of complementary and alternative medicines that reduce inflammation, and to place the results of this search in the context of our own work in a mouse model of influenza disease, using a pharmaceutical agent with anti-inflammatory properties. Two Chinese herbs, Angelica sinensis (Dang Gui) and Salvia miltiorrhiza (Danshen), have been recently shown to protect mice during lethal experimental sepsis via inhibition of the novel inflammatory cytokine High Mobility Group Box 1 protein (HMGB1). Biochanin A, a ligand of the peroxisome proliferator activated receptors (PPAR) alpha and gamma and the active isoflavone in Trifolium pratense (red clover), has anti-inflammatory properties, and thus could be used as an influenza treatment. This is of great interest since we have recently shown that gemfibrozil, a drug used to treat hyperlipidemia in humans and a synthetic ligand of PPAR alpha, significantly reduces the mortality associated with influenza infections in mice. The inflammation-modulating abilities of these natural agents should be considered in light of what is now known about the mechanisms of fatal influenza, and tested as potential candidates for influenza treatments in their own right, or as adjunct treatments to antivirals.","Alleva, Lisa M.; Cai, Charles; Clark, Ian A.",Evid Based Complement Alternat Med,70,22
462,462,462,Severe novel influenza A (H1N1) infection in cancer patients,13.82726,8.86519,2010-05-28,"Background: The natural history and consequences of severe H1N1 influenza infection among cancer patients are not yet fully characterized. We describe eight cases of H1N1 infection in cancer patients admitted to the intensive care unit of a referral cancer center. Patients and methods: Clinical data from all patients admitted with acute respiratory failure due to novel viral H1N1 infection were reviewed. Lung tissue was submitted for viral and bacteriological analyses by real-time RT-PCR, and autopsy was conducted on all patients who died. Results: Eight patients were admitted, with ages ranging from 55 to 65 years old. There were five patients with solid organ tumors (62.5%) and three with hematological malignancies (37.5%). Five patients required mechanical ventilation and all died. Four patients had bacterial bronchopneumonia. All deaths occurred due to multiple organ failure. A milder form of lung disease was present in the three cases who survived. Lung tissue analysis was performed in all patients and showed diffuse alveolar damage in most patients. Other lung findings were necrotizing bronchiolitis or extensive hemorrhage. Conclusions: H1N1 viral infection in patients with cancer can cause severe illness, resulting in acute respiratory distress syndrome and death. More data are needed to identify predictors of unfavorable evolution in these patients.","Hajjar, L. A.; Mauad, T.; Galas, F. R. B. G.; Kumar, A.; da Silva, L. F. F.; Dolhnikoff, M.; Trielli, T.; Almeida, J. P.; Borsato, M. R. L.; Abdalla, E.; Pierrot, L.; Kalil Filho, R.; Auler, J. O. C.; Saldiva, P. H. N.; Hoff, P. M.",Ann Oncol,70,1
679,679,679,Survival of Influenza A(H1N1) on Materials Found in Households: Implications for Infection Control,14.013586,9.219774,2011-11-22,"BACKGROUND: The majority of influenza transmission occurs in homes, schools and workplaces, where many frequently touched communal items are situated. However the importance of transmission via fomites is unclear since few data exist on the survival of virus on commonly touched surfaces. We therefore measured the viability over time of two H1N1 influenza strains applied to a variety of materials commonly found in households and workplaces. METHODOLOGY AND PRINCIPAL FINDINGS: Influenza A/PuertoRico/8/34 (PR8) or A/Cambridge/AHO4/2009 (pandemic H1N1) viruses were inoculated onto a wide range of surfaces used in home and work environments, then sampled at set times following incubation at stabilised temperature and humidity. Virus genome was measured by RT-PCR; plaque assay (for PR8) or fluorescent focus formation (for pandemic H1N1) was used to assess the survival of viable virus. CONCLUSIONS/SIGNIFICANCE: The genome of either virus could be detected on most surfaces 24 h after application with relatively little drop in copy number, with the exception of unsealed wood surfaces. In contrast, virus viability dropped much more rapidly. Live virus was recovered from most surfaces tested four hours after application and from some non-porous materials after nine hours, but had fallen below the level of detection from all surfaces at 24 h. We conclude that influenza A transmission via fomites is possible but unlikely to occur for long periods after surface contamination (unless re-inoculation occurs). In situations involving a high probability of influenza transmission, our data suggest a hierarchy of priorities for surface decontamination in the multi-surface environments of home and hospitals.","Greatorex, Jane S.; Digard, Paul; Curran, Martin D.; Moynihan, Robert; Wensley, Harrison; Wreghitt, Tim; Varsani, Harsha; Garcia, Fayna; Enstone, Joanne; Nguyen-Van-Tam, Jonathan S.",PLoS One,70,1
837,837,837,DC-SIGN (CD209) Promoter −336 A/G (rs4804803) Polymorphism Associated with Susceptibility of Kawasaki Disease,13.906283,8.98263,2012-05-02,"Kawasaki disease (KD) is characterized by systemic vasculitis of unknown etiology. High-dose intravenous immunoglobulin (IVIG) is the most effective therapy for KD to reduce the prevalence of coronary artery lesion (CAL) formation. Recently, the α2, 6 sialylated IgG was reported to interact with a lectin receptor, specific intracellular adhesion molecule-3 grabbing nonintegrin homolog-related 1 (SIGN-R1) in mice and dendritic cell-specific intercellular adhesion molecule-3 grabbing nonintegrin (DC-SIGN) in human, and to trigger an anti-inflammatory cascade. This study was conducted to investigate whether the polymorphism of DC-SIGN (CD209) promoter −336 A/G (rs4804803) is responsible for susceptibility and CAL formation in KD patients using Custom TaqMan SNP Genotyping Assays. A total of 521 subjects (278 KD patients and 243 controls) were investigated to identify an SNP of rs4804803, and they were studied and showed a significant association between the genotypes and allele frequency of rs4804803 in control subjects and KD patients (P = 0.004 under the dominant model). However, the promoter variant of DC-SIGN gene was not associated with the occurrence of IVIG resistance, CAL formation in KD. The G allele of DC-SIGN promoter −336 (rs4804803) is a risk allele in the development of KD.","Yu, Hong-Ren; Chang, Wei-Pin; Wang, Lin; Lin, Ying-Jui; Liang, Chi-Di; Yang, Kuender D.; Kuo, Chiu-Ming; Huang, Yi-Chuan; Chang, Wei-Chiao; Kuo, Ho-Chang",ScientificWorldJournal,70,17
1179,1179,1179,MEK/ERK Dependent Activation of STAT1 Mediates Dasatinib-Induced Differentiation of Acute Myeloid Leukemia,14.203027,9.197534,2013-06-25,"Dasatinib (BMS-354825) is a FDA-approved multitargeted kinase inhibitor of BCR/ABL and Src kinases. It is now used in the treatment of chronic myelogenous leukemia (CML) with resistance or intolerance to prior therapies, including imatinib. Here we report a novel effect of dasatinib on inducing the differentiation of acute myeloid leukemia (AML) cells through MEK/ERK-dependent activation of signal transducer and activator of transcription 1 (STAT1). We found that dasatinib could induce the differentiation of AML cells as demonstrated by the expression of differentiation marker CD11b, G0/G1 phase arrest and decreased ratio of nucleus to cytoplasm. Of note, dasatinib induced robust phosphorylation of STAT1 both at Tyr701 and Ser727 as well as the redistribution of STAT1 from the cytoplasm to the nucleus, thus leading to the transcription of STAT1-targeted genes. Knocking down STAT1 expression by shRNA significantly attenuated dasatinib-induced differentiation, indicating an important role of STAT1 in myeloid maturation. We further found that dasatinib-induced activation of STAT1 was regulated by the MEK/ERK kinases. The phosporylation of MEK and ERK occurred rapidly upon dasatinib treatment and increased progressively as differentiation was induced. MEK inhibitors PD98059 and U0216 not only inhibited the phosphorylation of STAT1, but also abrogated dasatinib-induced myeloid differentiation, suggesting that MEK/ERK dependent phosphorylation of STAT1 might be indispensable for the differentiating effect of dasatinib in AML cells. Taken together, our study suggests that STAT1 is an important mediator in dasatinib-induced differentiation of AML cells, whose activation requires the activation of MEK/ERK cascades.","Fang, Yanfen; Zhong, Like; Lin, Meihua; Zhou, Xinglu; Jing, Hui; Ying, Meidan; Luo, Peihua; Yang, Bo; He, Qiaojun",PLoS One,70,1
1347,1347,1347,Activity of sputum p38 MAPK is correlated with airway inflammation and reduced FEV(1) in COPD patients,13.989626,9.385059,2013-12-31,"BACKGROUND: Inflammation and remodeling of the small airways are major determinants of the progression and severity of COPD. The present study explored the correlation between sputum p38 mitogen-activated protein kinase (MAPK) activity and airway inflammation and reduction of lung function in the patients with chronic obstructive pulmonary disease (COPD). MATERIAL/METHODS: Sputum samples were collected from 48 COPD patients and 12 healthy persons. Sputum p38 MAPK activity was measured by Western blotting and sputum levels of CXCL8 and neutrophil, and lung function was measured. The correlation between p38MAPK activity and airway inflammation and reduction of lung function was analyzed. RESULT: Our results showed the significantly increased expression of phospho-p38 MAPK and CXCL8 in the sputum samples of the COPD patients. The p38 MAPK activity was remarkably correlated with the CXCL8 level and neutrophils infiltration in the airway, and the decline of lung function in the COPD patients. CONCLUSIONS: These findings suggest the pivotal role of p38 MAPK in the airway inflammation of COPD patients. We propose p38 MAPK as a potential target for the treatment of COPD.","Huang, Cuiping; Xie, Moying; He, Xinhua; Gao, Hui",Med Sci Monit,70,5
1433,1433,1433,Comparison of DNA-Hydrolyzing Antibodies from the Cerebrospinal Fluid and Serum of Patients with Multiple Sclerosis,14.021223,8.821235,2014-04-15,"It was found that high-affinity anti-DNA antibodies were one of the major components of the intrathecal IgG response in multiple sclerosis (MS) patients [Williamson et al., PNAS, 2001]. Recently we have shown that IgGs from the sera of MS patients are active in the hydrolysis of DNA. Here we have shown, for the first time, that average concentration of total proteins (132-fold), total IgGs (194-fold) and anti-DNA antibodies (200-fold) in the sera is significantly higher than that in the cerebrospinal fluid (CSF) of fifteen MS patients. The relative activities of total protein from sera and CSFs varied remarkably from patient to patient. It was surprising that the specific DNase activity of the total protein of CSF reparations were 198-fold higher than the serum ones. Electrophoretically and immunologically homogeneous IgGs were obtained by sequential affinity chromatography of the CSF proteins on protein G-Sepharose and FPLC gel filtration. We present first evidence showing that IgGs from CSF not only bind but efficiently hydrolyze DNA and that average specific DNase activity of homogeneous antibodies from CSF is unpredictably ∼49-fold higher than that from the sera of the same MS patients. Some possible reasons of these findings are discussed. We suggest that DNase IgGs of CSF may promote important neuropathologic mechanisms in this chronic inflammatory disorder and MS pathogenesis development.","Parkhomenko, Taisiya A.; Doronin, Vasilii B.; Castellazzi, Massimiliano; Padroni, Marina; Pastore, Michela; Buneva, Valentina N.; Granieri, Enrico; Nevinsky, Georgy A.",PLoS One,70,1
1911,1911,1911,Affect of Early Life Oxygen Exposure on Proper Lung Development and Response to Respiratory Viral Infections,13.761755,8.930851,2015-08-10,"Children born preterm often exhibit reduced lung function and increased severity of response to respiratory viruses, suggesting that premature birth has compromised proper development of the respiratory epithelium and innate immune defenses. Increasing evidence suggests that premature birth promotes aberrant lung development likely due to the neonatal oxygen transition occurring before pulmonary development has matured. Given that preterm infants are born at a point of time where their immune system is also still developing, early life oxygen exposure may also be disrupting proper development of innate immunity. Here, we review current literature in hopes of stimulating research that enhances understanding of how the oxygen environment at birth influences lung development and host defense. This knowledge may help identify those children at risk for disease and ideally culminate in the development of novel therapies that improve their health.","Domm, William; Misra, Ravi S.; O’Reilly, Michael A.",Front Med (Lausanne),70,22
2482,2482,2482,Angiotensin-converting enzyme 2 is reduced in Alzheimer’s disease in association with increasing amyloid-β and tau pathology,14.07172,9.273045,2016-11-25,"BACKGROUND: Hyperactivity of the classical axis of the renin-angiotensin system (RAS), mediated by angiotensin II (Ang II) activation of the angiotensin II type 1 receptor (AT1R), is implicated in the pathogenesis of Alzheimer’s disease (AD). Angiotensin-converting enzyme-2 (ACE-2) degrades Ang II to angiotensin 1–7 (Ang ﻿﻿(1-7)) and counter-regulates the classical axis of RAS. We have investigated the expression and distribution of ACE-2 in post-mortem human brain tissue in relation to AD pathology and classical RAS axis activity. METHODS: We measured ACE-2 activity by fluorogenic peptide substrate assay in mid-frontal cortex (Brodmann area 9) in a cohort of AD (n = 90) and age-matched non-demented controls (n = 59) for which we have previous data on ACE-1 activity, amyloid β (Aβ) level and tau pathology, as well as known ACE1 (rs1799752) indel polymorphism, apolipoprotein E (APOE) genotype, and cerebral amyloid angiopathy severity scores. RESULTS: ACE-2 activity was significantly reduced in AD compared with age-matched controls (P < 0.0001) and correlated inversely with levels of Aβ (r = −0.267, P < 0.001) and phosphorylated tau (p-tau) pathology (r = −0.327, P < 0.01). ACE-2 was reduced in individuals possessing an APOE ε4 allele (P < 0.05) and was associated with ACE1 indel polymorphism (P < 0.05), with lower ACE-2 activity in individuals homozygous for the ACE1 insertion AD risk allele. ACE-2 activity correlated inversely with ACE-1 activity (r = −0.453, P < 0.0001), and the ratio of ACE-1 to ACE-2 was significantly elevated in AD (P < 0.0001). Finally, we show that the ratio of Ang II to Ang (1–7) (a proxy measure of ACE-2 activity indicating conversion of Ang II to Ang (1–7)) is reduced in AD. CONCLUSIONS: Together, our findings indicate that ACE-2 activity is reduced in AD and is an important regulator of the central classical ACE-1/Ang II/AT1R axis of RAS, and also that dysregulation of this pathway likely plays a significant role in the pathogenesis of AD. ELECTRONIC SUPPLEMENTARY MATERIAL: The online version of this article (doi:10.1186/s13195-016-0217-7) contains supplementary material, which is available to authorized users.","Kehoe, Patrick Gavin; Wong, Steffenny; AL Mulhim, Noura; Palmer, Laura Elyse; Miners, J. Scott",Alzheimers Res Ther,70,17
