,index,Unnamed: 0,title_x,x,y,publish_time_x,abstract,authors,journal,category,cluster
9129,9129,9129,SARS decision rule: who's a suspect?,21.660578,9.234102,2004-07-23,,"Kondro, Wayne",Lancet,578,22
9152,9152,9152,Ebola Preparedness: On Avoiding Making a Scary Virus Scarier,21.467302,8.882175,2015-01-17,,"Evans, Timothy G",Lancet,578,28
9195,9195,9195,The limits of techne and episteme(),21.41174,8.788257,2003-12-29,,"Schoub, BarryD",Lancet,578,22
9292,9292,9292,Perspective from the NYC Assistant Commissioner of the Department of Health,21.65381,9.21993,2011-06-17,"During a thirty-month study of gastroenteritis in North West London, 592 cases were found to be associated with excretion of viruses. 39 (6·6%) of these patients, most of whom were admitted to hospital because of gastroenteritis, were shedding caliciviruses. The cases occurred throughout the year with a peak incidence in the winter. The 39 patients ranged in age from 6 weeks to 13 years, the peak incidence beig among infants aged 1-6 months. The clinical features of calcivirus infection are not distinguishable from those of rotavirus infection.","Cubitt, W.D.; Mcswiggan, D.A.",Lancet,578,5
9375,9375,9375,Cruise Ship Medicine—2004,21.592236,8.843928,2005-03-23,,"Burstein, Jonathan L.",Ann Emerg Med,578,19
9378,9378,9378,You Shall Not Stand By,21.396091,8.806015,2007-04-21,"BACKGROUND: As an important anti-HBV drug, pegylated interferon α (PegIFNα) offers promising clinical efficacy, but biomarkers that accurately forecast treatment responses are yet to be elucidated. Here, we evaluated whether HBV RNA could act as an early monitor of pegylated interferon responses. METHODS: We analyzed a phase 3, multicenter, randomized cohort of 727 HBeAg-positive non-cirrhotic patients receiving a 48-week treatment of PegIFNα-2a or PegIFNα-2b and a 24-week treatment-free follow-up. Serum levels of HBV RNA, HBV DNA, HBeAg, and HBsAg were measured at weeks 0, 12, 24, 48, and 72. RESULTS: HBeAg seroconversion and HBsAg loss at week 72 were observed in 217 (29.8%) and 21 (2.9%) patients, respectively. During the 48-week treatment, HBV RNA decreased more rapidly than HBV DNA and HBsAg, but HBV RNA and HBeAg shared similar dynamics with positive correlations. Multivariate regression analyses consistently revealed the significance of HBV RNA at weeks 0, 12, 24, and 48 to monitor HBeAg seroconversion but not HBsAg loss. Although baseline HBV RNA only showed a modest AUC performance, HBV RNA with a significant increase of AUC at week 12 outperformed other HBV biomarkers to forecast HBeAg seroconversion (p value < 0.05). HBV RNA ≤ 1000 copies/mL was an optimized cutoff at week 12 that offered better prediction than other HBV biomarkers. This optimized cutoff plus patient age, HBV genotype B, and HBeAg offered a strong estimation of HBeAg seroconversion (accuracy 95.2%, true negative rate 99.8%). CONCLUSION: HBV RNA at week 12 is an effective monitor of HBeAg seroconversion in HBeAg-positive patients treated with pegylated interferons. ELECTRONIC SUPPLEMENTARY MATERIAL: The online version of this article (10.1007/s12072-020-10015-3) contains supplementary material, which is available to authorized users.","Zhang, Min; Li, Guangdi; Shang, Jia; Pan, Chen; Zhang, Minxiang; Yin, Zhibiao; Xie, Qing; Peng, Yanzhong; Mao, Qing; Xiao, Xinqiang; Jiang, Yongfang; Luo, Kaizhong; Xu, Yun; Ding, Hai; Fan, Wenzhou; Diego, Vidaurre; Pourkarim, Mahmoud Reza; De Clercq, Erik; Wang, Guiqiang; Gong, Guozhong",Hepatol Int,578,22
11447,11447,11447,Acute normovolemic hemodilution reduced allogeneic blood transfusion without increasing perioperative complications in patients undergoing free-flap reconstruction of the head and neck,21.189327,9.073182,2019-11-25,"KEY MESSAGE: This is the first evidence that replicating vectors can be successfully used for transient protein expression in BY-2 plant cell packs. ABSTRACT: Transient recombinant protein expression in plants and recently also plant cell cultures are of increasing interest due to the speed, safety and scalability of the process. Currently, studies are focussing on the design of plant virus-derived vectors to achieve higher amounts of transiently expressed proteins in these systems. Here we designed and tested replicating single and multi-cassette vectors that combine elements for enhanced replication and hypertranslation, and assessed their ability to express and particularly co-express proteins by Agrobacterium-mediated transient expression in tobacco BY-2 plant cell packs. Substantial yields of green and red fluorescent proteins of up to ~ 700 ng/g fresh mass were detected in the plant cells along with position-dependent expression. This is the first evidence of the ability of replicating vectors to transiently express proteins in BY-2 plant cell packs. ELECTRONIC SUPPLEMENTARY MATERIAL: The online version of this article (10.1007/s00299-020-02544-w) contains supplementary material, which is available to authorized users.","Poborilova, Zuzana; Plchova, Helena; Cerovska, Noemi; Gunter, Cornelius J.; Hitzeroth, Inga I.; Rybicki, Edward P.; Moravec, Tomas",Plant Cell Rep,578,1
13120,13120,13120,Trends in Cardiovascular Disease Prevalence by Income Level in the United States,21.515831,8.829393,2020-09-25,,"Hussaini, Syed M. Qasim; Alexander, G. Caleb",J Gen Intern Med,578,17
15490,15490,15490,Error in Supplement,21.645287,9.164912,2021-02-12,"Pharmaceutical care (PC) practice is still limited in the United Arab Emirates. It is crucial to understand pharmacy students’ attitudes and their perceived barriers towards PC provision, to evaluate the effectiveness of theoretical and practical curricula in creating positive attitudes toward PC. This study aims to assess attitudes of final year undergraduate pharmacy students in the United Arab Emirates (UAE), and the barriers perceived by them to practice PC. A cross-sectional survey-based study was conducted in February and March, 2020, involving colleges in UAE offering undergraduate pharmacy programs and having students in their final year. Participants filled a questionnaire covering attitudes’ items, based on the Pharmaceutical Care Attitudes Survey (PCAS), and several perceived barriers. A stratified sample of 193 students participated from six universities, 85% were females, 92.2% and 64.8% completed or engaged in community and hospital pharmacy training respectively, at the time of the study. Attitudes’ items receiving the highest agreement were PC will improve patient health (95.3%), all pharmacists should perform PC (93.3%) and PC would benefit pharmacists (92.7%). However, 44.6% agreed PC is not worth the additional workload. Females showed higher attitudes’ total scores, median (IQR): 55 (51–58) and 52 (49–55.5) for females and males respectively, P = 0.032. Having incomplete courses was also associated with lower scores, median (IQR): 55 (51–58) and 52 (48.5–55.5) for “No” and “Yes” respectively, P = 0.048. Poor image of the pharmacist’s role and lack of private counseling area or inappropriate pharmacy layout were the most perceived barriers, with around 78% agreement. In conclusion, final year undergraduate pharmacy students in the UAE have positive attitudes towards pharmaceutical care. The current curricula may be satisfactory in fostering positive attitudes among students. Poor image of the pharmacist’s role and lack of counseling area or inappropriate pharmacy layout were the main barriers identified, among other barriers.","Tawfiq, Ali M.; Alomar, Muaed Jamal; Hassan, Nageeb; Palaian, Subish",PLoS One,578,1
16101,16101,16101,"Changes in Health Care Use Among Undocumented Patients, 2014-2018",21.679579,8.930306,2021-03-05,"Over a decade ago, we introduced Anne O’Tate, a free, public web-based tool http://arrowsmith.psych.uic.edu/cgi-bin/arrowsmith_uic/AnneOTate.cgi to support user-driven summarization, drill-down and mining of search results from PubMed, the leading search engine for biomedical literature. A set of hotlinked buttons allows the user to sort and rank retrieved articles according to important words in titles and abstracts; topics; author names; affiliations; journal names; publication year; and clustered by topic. Any result can be further mined by choosing any other button, and small search results can be expanded to include related articles. It has been deployed continuously, serving a wide range of biomedical users and needs, and over time has also served as a platform to support the creation of new tools that address additional needs. Here we describe the current, greatly expanded implementation of Anne O’Tate, which has added additional buttons to provide new functionalities: We now allow users to sort and rank search results by important phrases contained in titles and abstracts; the number of authors listed on the article; and pairs of topics that co-occur significantly more than chance. We also display articles according to NLM-indexed publication types, as well as according to 50 different publication types and study designs as predicted by a novel machine learning-based model. Furthermore, users can import search results into two new tools: e) Mine the Gap!, which identifies pairs of topics that are under-represented within set of the search results, and f) Citation Cloud, which for any given article, allows users to visualize the set of articles that cite it; that are cited by it; that are co-cited with it; and that are bibliographically coupled to it. We invite the scientific community to explore how Anne O’Tate can assist in analyzing biomedical literature, in a variety of use cases.","Smalheiser, Neil R.; Fragnito, Dean P.; Tirk, Eric E.",PLoS One,578,5
