,index,Unnamed: 0,title_x,x,y,publish_time_x,abstract,authors,journal,category,cluster
1173,1173,1173,Long-term quality of life in patients with acute respiratory distress syndrome requiring extracorporeal membrane oxygenation for refractory hypoxaemia,17.644743,12.926122,2012-10-19,"INTRODUCTION: The purpose of the study was to assess the long term outcome and quality of life of patients with acute respiratory distress syndrome (ARDS) receiving extracorporeal membrane oxygenation (ECMO) for refractory hypoxemia. METHODS: A retrospective observational study with prospective health related quality of life (HRQoL) assessment was conducted in ARDS patients who had ECMO as a rescue therapy for reversible refractory hypoxemia from January 2009 until April 2011 in a tertiary Australian centre. Survival and long-term quality of life assessment, using the Short-Form 36 (SF-36) and the EuroQol health related quality of life questionnaire (EQ5D) were assessed and compared to international data from other research groups. RESULTS: Twenty-one patients (mean age 36.3 years) with ARDS receiving ECMO for refractory hypoxemia were studied. Eighteen (86%) patients were retrieved from external intensive care units (ICUs) by a dedicated ECMO retrieval team. Eleven (55%) had H1N1 influenza A-associated pneumonitis. Eighteen (86%) patients survived to hospital discharge. Of the 18 survivors, ten (56%) were discharged to other hospitals and 8 (44%) were discharged directly home. Sequelae and health related quality of life were evaluated for 15 of the 18 (71%) long-term survivors (assessment at median 8 months). Mean SF-36 scores were significantly lower across all domains compared to age and sex matched Australian norms. Mean SF-36 scores were lower (minimum important difference at least 5 points) than previously described ARDS survivors in the domains of general health, mental health, vitality and social function. One patient had long-term disability as a result of ICU acquired weakness. Only 26% of survivors had returned to previous work levels at the time of follow-up. CONCLUSIONS: This ARDS cohort had a high survival rate (86%) after use of ECMO support for reversible refractory hypoxemia. Long term survivors had similar physical health but decreased mental health, general health, vitality and social function compared to other ARDS survivors and an unexpectedly poor return to work.","Hodgson, Carol L; Hayes, Kate; Everard, Tori; Nichol, Alistair; Davies, Andrew R; Bailey, Michael J; Tuxen, David V; Cooper, David J; Pellegrino, Vin",Crit Care,270,12
2115,2115,2115,Cytomegalovirus reactivation and mortality in patients with acute respiratory distress syndrome,17.540785,12.927551,2016-03-01,"PURPOSE: Cytomegalovirus (CMV) reactivation occurs frequently in patients with the acute respiratory distress syndrome (ARDS) and has been associated with increased mortality. However, it remains unknown whether this association represents an independent risk for poor outcome. We aimed to estimate the attributable effect of CMV reactivation on mortality in immunocompetent ARDS patients. METHODS: We prospectively studied immunocompetent ARDS patients who tested seropositive for CMV and remained mechanically ventilated beyond day 4 in two tertiary intensive care units in the Netherlands from 2011 to 2013. CMV loads were determined in plasma weekly. Competing risks Cox regression was used with CMV reactivation status as a time-dependent exposure variable. Subsequently, in sensitivity analyses we adjusted for the evolution of disease severity until onset of reactivation using marginal structural modeling. RESULTS: Of 399 ARDS patients, 271 (68 %) were CMV seropositive and reactivation occurred in 74 (27 %) of them. After adjustment for confounding and competing risks, CMV reactivation was associated with overall increased ICU mortality (adjusted subdistribution hazard ratio (SHR) 2.74, 95 % CI 1.51–4.97), which resulted from the joint action of trends toward an increased mortality rate (direct effect; cause specific hazard ratio (HR) 1.58, 95 % CI 0.86–2.90) and a reduced successful weaning rate (indirect effect; cause specific HR 0.83, 95 % CI 0.58–1.18). These associations remained in sensitivity analyses. The population-attributable fraction of ICU mortality was 23 % (95 % CI 6–41) by day 30 (risk difference 4.4, 95 % CI 1.1–7.9). CONCLUSION: CMV reactivation is independently associated with increased case fatality in immunocompetent ARDS patients who are CMV seropositive. ELECTRONIC SUPPLEMENTARY MATERIAL: The online version of this article (doi:10.1007/s00134-015-4071-z) contains supplementary material, which is available to authorized users.","Ong, David S. Y.; Spitoni, Cristian; Klein Klouwenberg, Peter M. C.; Verduyn Lunel, Frans M.; Frencken, Jos F.; Schultz, Marcus J.; van der Poll, Tom; Kesecioglu, Jozef; Bonten, Marc J. M.; Cremer, Olaf L.",Intensive Care Med,270,12
2966,2966,2966,Comparison of mortality prediction models in acute respiratory distress syndrome undergoing extracorporeal membrane oxygenation and development of a novel prediction score: the PREdiction of Survival on ECMO Therapy-Score (PRESET-Score),17.60266,12.554232,2017-12-12,"BACKGROUND: Extracorporeal membrane oxygenation (ECMO) is a life-saving therapy in acute respiratory distress syndrome (ARDS) patients but is associated with complications and costs. Here, we validate various scores supposed to predict mortality and develop an optimized categorical model. METHODS: In a derivation cohort, 108 ARDS patients (2010–2015) on veno-venous ECMO were retrospectively analysed to assess four established risk scores (ECMOnet-Score, RESP-Score, PRESERVE-Score, Roch-Score) for mortality prediction (receiver operating characteristic analysis) and to identify by multivariable logistic regression analysis independent variables for mortality to yield the new PRESET-Score (PREdiction of Survival on ECMO Therapy-Score). This new score was then validated both in independent internal (n = 82) and external (n = 59) cohorts. RESULTS: The median (25%; 75% quartile) Sequential Organ Failure Assessment score was 14 (12; 16), Simplified Acute Physiology Score II was 62.5 (57; 72.8), median intensive care unit stay was 17 days (range 1–124), and mortality was 62%. Only the ECMOnet-Score (area under curve (AUC) 0.69) and the RESP-Score (AUC 0.64) discriminated survivors and non-survivors. Admission pH(a), mean arterial pressure, lactate, platelet concentrations, and pre-ECMO hospital stay were independent predictors of death and were used to build the PRESET-Score. The score’s internal (AUC 0.845; 95% CI 0.76–0.93; p < 0.001) and external (AUC 0.70; 95% CI 0.56–0.84; p = 0.008) validation revealed excellent discrimination. CONCLUSIONS: While our data confirm that both the ECMOnet-Score and the RESP-Score predict mortality in ECMO-treated ARDS patients, we propose a novel model also incorporating extrapulmonary variables, the PRESET-Score. This score predicts mortality much better than previous scores and therefore is a more precise choice for decision support in ARDS patients to be placed on ECMO.","Hilder, Michael; Herbstreit, Frank; Adamzik, Michael; Beiderlinden, Martin; Bürschen, Markus; Peters, Jürgen; Frey, Ulrich H.",Crit Care,270,12
4195,4195,4195,Risk factors for the development of acute respiratory distress syndrome in mechanically ventilated adults in Peru: a multicenter observational study,17.303911,12.720304,2019-12-06,"BACKGROUND: Clinical and epidemiological differences between acute respiratory distress syndrome (ARDS) that presents at the initiation of mechanical ventilation [MV] (ARDS at MV onset) and that which develops during the course of MV (ARDS after MV onset) are not well understood. We conducted an observational study in five Peruvian ICUs to characterize differences between ARDS at MV onset and after MV onset and identify risk factors for the development of ARDS after MV onset. METHODS: We consecutively enrolled critically ill patients with acute respiratory failure requiring at least 24 h of mechanical ventilation and followed them prospectively during the first 28 days and compared baseline characteristics and clinical outcomes by ARDS status. RESULTS: We enrolled 1657 participants on MV (mean age 60.0 years, 55% males) of whom 334 (20.2%) had ARDS at MV onset and 180 (10.9%) developed ARDS after MV onset. Average tidal volume at the initiation of MV was 8.7 mL/kg of predicted body weight (PBW) for participants with ARDS at MV onset, 8.6 mL/kg PBW for those who developed ARDS after MV onset, and 8.5 mL/kg PBW for those who never developed ARDS (p = 0.23). Overall, 90-day mortality was 56% and 55% for ARDS after MV onset and ARDS at MV onset, respectively, as compared to 46% among those who never developed ARDS (p < 0.01). Adults with ARDS had a higher body mass index (BMI) than those without ARDS (27.3 vs 26.5 kg/m(2), p < 0.01). Higher peak pressure (adjusted interquartile OR = 1.51, 95% CI 1.21–1.88), higher mean airway pressure (adjusted interquartile OR = 1.41, 95% CI 1.13–1.76), and higher positive end-expiratory pressure (adjusted interquartile OR = 1.29, 95% CI 1.10–1.50) at MV onset were associated with a higher odds of developing ARDS after MV onset. CONCLUSIONS: In this study of mechanically ventilated patients, 31% of study participants had ARDS at some point during their ICU stay. Optimal lung-protective ventilation was not used in a majority of patients. Patients with ARDS after MV onset had a similar 90-day mortality as those with ARDS at MV onset. Higher airway pressures at MV onset, higher PEEP, and higher BMI were associated with the development of ARDS after MV onset.","Gupta, Ena; Hossen, Shakir; Grigsby, Matthew R.; Herrera, Phabiola; Roldan, Rollin; Paz, Enrique; Jaymez, Amador A.; Chirinos, Eduardo E.; Portugal, Jose; Quispe, Rocio; Brower, Roy G.; Checkley, William",Crit Care,270,9
4201,4201,4201,Spontaneous breathing in patients with severe acute respiratory distress syndrome receiving prolonged extracorporeal membrane oxygenation,17.245522,12.83539,2019-12-09,"BACKGROUND: The use of extracorporeal membrane oxygenation (ECMO) in awake, spontaneously breathing and non-intubated patients (awake ECMO) may be a novel therapeutic strategy for severe acute respiratory distress syndrome (ARDS) patients. The purpose of this study is to assess the feasibility and safety of awake ECMO in severe ARDS patients receiving prolonged ECMO (> 14 days). METHODS: We describe our experience with 12 consecutive severe ARDS patients (age, 39.1 ± 16.4 years) supported with awake ECMO to wait for native lung recovery during prolonged ECMO treatment from July 2013 to January 2018. Outcomes are reported including the hospital mortality, ECMO-related complications and physiological data on weaning from invasive ventilation. RESULTS: The patients received median 26.0 (15.5, 64.8) days of total ECMO duration in the cohort. The longest ECMO support duration was 121 days. Awake ECMO and extubation was implemented after median 10.2(5.0, 42.9) days of ECMO. Awake ECMO was not associated with increased morbidity. The total invasive ventilation duration, lengths of stay in the ICU and hospital in the cohort were 14.0(12.0, 37.3) days, 33.0(22.3, 56.5) days and 46.5(27.3, 84.8) days, respectively. The hospital mortality rate was 33.3% (4/12) in the cohort. Survivors had more stable respiratory rate and heart rate after extubation when compared to the non-survivors. CONCLUSIONS: With carefully selected patients, awake ECMO is a feasible and safe strategy for severe pulmonary ARDS patients receiving prolonged ECMO support to wait for native lung recovery.","Xia, Jingen; Gu, Sichao; Li, Min; Liu, Donglin; Huang, Xu; Yi, Li; Wu, Lijuan; Fan, Guohui; Zhan, Qingyuan",BMC Pulm Med,270,9
4427,4427,4427,The impact of high frequency oscillatory ventilation on mortality in paediatric acute respiratory distress syndrome,17.325047,12.604798,2020-01-31,"BACKGROUND: High-frequency oscillatory ventilation (HFOV) use was associated with greater mortality in adult acute respiratory distress syndrome (ARDS). Nevertheless, HFOV is still frequently used as rescue therapy in paediatric acute respiratory distress syndrome (PARDS). In view of the limited evidence for HFOV in PARDS and evidence demonstrating harm in adult patients with ARDS, we hypothesized that HFOV use compared to other modes of mechanical ventilation is associated with increased mortality in PARDS. METHODS: Patients with PARDS from 10 paediatric intensive care units across Asia from 2009 to 2015 were identified. Data on epidemiology and clinical outcomes were collected. Patients on HFOV were compared to patients on other modes of ventilation. The primary outcome was 28-day mortality and secondary outcomes were 28-day ventilator- (VFD) and intensive care unit- (IFD) free days. Genetic matching (GM) method was used to analyse the association between HFOV treatment with the primary outcome. Additionally, we performed a sensitivity analysis, including propensity score (PS) matching, inverse probability of treatment weighting (IPTW) and marginal structural modelling (MSM) to estimate the treatment effect. RESULTS: A total of 328 patients were included. In the first 7 days of PARDS, 122/328 (37.2%) patients were supported with HFOV. There were significant differences in baseline oxygenation index (OI) between the HFOV and non-HFOV groups (18.8 [12.0, 30.2] vs. 7.7 [5.1, 13.1] respectively; p < 0.001). A total of 118 pairs were matched in the GM method which found a significant association between HFOV with 28-day mortality in PARDS [odds ratio 2.3, 95% confidence interval (CI) 1.3, 4.4, p value 0.01]. VFD was indifferent between the HFOV and non-HFOV group [mean difference − 1.3 (95%CI − 3.4, 0.9); p = 0.29] but IFD was significantly lower in the HFOV group [− 2.5 (95%CI − 4.9, − 0.5); p = 0.03]. From the sensitivity analysis, PS matching, IPTW and MSM all showed consistent direction of HFOV treatment effect in PARDS. CONCLUSION: The use of HFOV was associated with increased 28-day mortality in PARDS. This study suggests caution but does not eliminate equivocality and a randomized controlled trial is justified to examine the true association. ELECTRONIC SUPPLEMENTARY MATERIAL: The online version of this article (10.1186/s13054-020-2741-x) contains supplementary material, which is available to authorized users.","Wong, Judith Ju-Ming; Liu, Siqi; Dang, Hongxing; Anantasit, Nattachai; Phan, Phuc Huu; Phumeetham, Suwannee; Qian, Suyun; Ong, Jacqueline Soo May; Gan, Chin Seng; Chor, Yek Kee; Samransamruajkit, Rujipat; Loh, Tsee Foong; Feng, Mengling; Lee, Jan Hau",Crit Care,270,9
5733,5733,5733,The PRESERVE mortality risk score and analysis of long-term outcomes after extracorporeal membrane oxygenation for severe acute respiratory distress syndrome,17.523705,12.943561,2013-08-02,,"Christman, J. W.; Lancaster, L. H.; Blackwell, T. S.",Intensive Care Med,270,9
5741,5741,5741,Non-invasive management of acute respiratory distress syndrome related to Influenza A (H1N1) virus pneumonia in a pregnant woman,17.264729,12.821114,2009-10-10,,"Cummings, Matthew J.; Wamala, Joseph F.; Bakamutumaho, Barnabas; Davis, J. Lucian",Intensive Care Med,270,12
5743,5743,5743,Respiratory syncytial virus triggered adult respiratory distress syndrome in infants: A report of two cases,17.278711,12.531122,1994,,"Knight, Jonathan",Nature,270,12
5806,5806,5806,Acute respiratory distress syndrome secondary to human metapneumovirus infection in a young healthy adult,17.622063,12.7632065,2013-01-04,Klaus Stöhr moves from the WHO to industry.,"Gewin, Virginia",Nature,270,12
