,title_x,publish_time_x,abstract,authors,journal,url,category
12717,Normalization cancer immunotherapy: blocking Siglec-15!,2019-04-19,"INTRODUCTION: Acute spinal cord injury is associated with an increased risk of thromboembolic events. Low-molecular-weight heparins are first-line medications for both the treatment and prevention of venous thromboembolism. Pharmacological prophylaxis may be indicated for high-risk patients and low-risk patients may be managed with non-pharmacological measures. CASE PRESENTATION: We report two cases of gluteal hematomas that occurred in patients with chronic spinal cord injury who were under prophylactic doses of enoxaparin at a tertiary rehabilitation hospital. There was no local trauma. The patients needed multiple surgical interventions and rehabilitation treatment was delayed. DISCUSSION: There is a lack of evidence to correctly estimate the thromboembolic risk in chronic spinal cord injury and the duration of prophylaxis. Over-prescription of pharmacological prophylaxis may expose patients to unnecessary risks. These patients frequently present with polypharmacy and reducing the amount of prescribed medication may begin with reducing prophylactic treatments for venous thromboembolism, which may be an overtreatment based on risk overestimation.","de Almeida, Rodrigo Lanna; Gonzaga, Bruno Pissolati Mattos; Beraldo, Paulo Sérgio Siebra; Amado, Veronica Moreira",Spinal Cord Ser Cases,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6474234/,637
12724,Epigenetic drug library screening identified an LSD1 inhibitor to target UTX-deficient cells for differentiation therapy,2019-04-26,,"Sasaki, Keita; Shiba, Kogiku; Nakamura, Akihiro; Kawano, Natsuko; Satouh, Yuhkoh; Yamaguchi, Hiroshi; Morikawa, Motohiro; Shibata, Daisuke; Yanase, Ryuji; Jokura, Kei; Nomura, Mami; Miyado, Mami; Takada, Shuji; Ueno, Hironori; Nonaka, Shigenori; Baba, Tadashi; Ikawa, Masahito; Kikkawa, Masahide; Miyado, Kenji; Inaba, Kazuo",Commun Biol,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6609717/,637
12764,"The proatherosclerotic function of indoleamine 2, 3-dioxygenase 1 in the developmental stage of atherosclerosis",2019-07-19,"BACKGROUND: Hyperbaric oxygen (HBO(2))—oxygen at pressures higher than atmospheric—is approved for 14 indications by the Undersea and Hyperbaric Medical Society. HBO(2)’s main effect is to increase oxygen content in plasma and body tissues, which can counteract hypoxia or ischemia. Laboratory studies show that HBO(2) has effects beyond relieving hypoxia (eg, promoting angiogenesis in irradiated tissue, anti-inflammatory effects, radiosensitization of tumors, hypoxia preconditioning, and fungal growth inhibition) and has potential to treat conditions such as inflammatory bowel disease and pyoderma gangrenosum. Lack of consistently collected outcome data on a large cohort of individuals receiving HBO(2) therapy limits its use for both established and new indications. A course of therapy often involves 30-40 visits to a hyperbaric chamber, so the number of patients seen at any given center is constrained by chamber capacity. As a result, published HBO(2) outcome data tend to be from small case series because few patients with a particular condition are treated at a given center. To solve this problem, a registry that collects and pools data systematically from multiple institutions has been established. OBJECTIVE: The aim of this study is to collect consistent outcome data across multiple hyperbaric centers to assess treatment effectiveness and establish a research consortium. METHODS: A consortium of hyperbaric centers who have agreed to collect consistent outcome data on all patients seen has been assembled. Data are collected at each participating center using Research Electronic Data Capture (REDCap), a web-based, data collection system used frequently for research. Standard outcome measures have been defined for each condition, which are programmed into the REDCap data collection templates. Governance is through a consortium agreement that defines data security, data sharing, publications, liability, and other issues. Centers obtain Institutional Review Board (IRB) and ethics approval to participate, either from their own institutions or by relying on the IRB at the coordinating center at Dartmouth College. Dissemination will occur through a yearly report and by publications based on the data in the registry. RESULTS: Early results from some common indications show significant pretreatment to posttreatment changes. Additional indications and outcome measures are being added using the procedures outlined in the consortium agreement. CONCLUSIONS: The registry collects consistent outcome information for a therapy that needs further study and a stronger evidence base. It also overcomes the challenge of collecting data from an adequate number of patients for both established and emerging indications by combining data collection from multiple centers. The data entry requirements should be within the capabilities of existing staff at any given hyperbaric center. By using REDCap, the registry can be expanded to include detailed information on particular indications and long-term follow-up on selected patients without significantly increasing the basic data entry requirements. Through the registry, a network of enrolled hyperbaric centers has been established that provides the basis for a clinical trial network. INTERNATIONAL REGISTERED REPORT IDENTIFIER (IRRID): DERR1-10.2196/18857","Harlan, Nicole P; Ptak, Judy A; Rees, Judy R; Cowan, Devin R; Fellows, Abigail M; Kertis, Judith A; Hannigan, Pamela M; Peacock, Janet L; Buckey, Jay C",JMIR Res Protoc,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7459436/,637
13111,The effect of selective serotonin reuptake inhibitors on cognitive function in patients with Alzheimer’s disease and vascular dementia: focusing on fluoxetine with long follow-up periods,2019-08-30,"Metastasis is a major cause of chemotherapeutic failure and death. Degradation of a specific component of the extracellular matrix (ECM) by matrix metalloproteinases (MMPs) affects the physical barrier of the tumor microenvironment (TME) and induces metastasis. Here, lysolipid-containing thermosensitive liposomes (LTSLs) were prepared to deliver an MMP inhibitor, marimastat (MATT), to the TME to inhibit MMP activity and expression. LTSLs rapidly released their payloads at 42 °C. Compared with the saline control, MATT-LTSLs exhibited enhanced accumulation in the tumor and a 20-fold decrease in tumor growth in 4T1 tumor-bearing mice; moreover, MATT-LTSLs reduced MMP-2 and MMP-9 activity by 50% and 43%, respectively, and downregulated MMP-2 and MMP-9 expression in vivo by 30% and 43%, respectively. Most importantly, MATT-LTSL treatment caused a 7-fold decrease in metastatic lung nodules and a 6-fold reduction in microvessels inside the tumor. We believe this study provides an effective approach for the suppression of metastasis, and the use of a cytotoxic agent in combination with MATT is a potential strategy for metastatic cancer treatment.","Lyu, Yaqi; Xiao, Qingqing; Yin, Lifang; Yang, Lei; He, Wei",Signal Transduct Target Ther,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6799847/,637
13115,Potent delivery of an MMP inhibitor to the tumor microenvironment with thermosensitive liposomes for the suppression of metastasis and angiogenesis,2019-08-09,"OBJECTIVES: To examine and adapt a conceptual framework of the working alliance (WA) in the context of a low-intensity blended (psychological well-being practitioner (PWP) plus computerised program) cognitive behavioural therapy intervention (b-CBT) for depression. DESIGN: Patient involvement was enlisted to collaboratively shape the design of the project from the onset, before data collection. In-depth semi-structured interviews were carried out with participants who experienced b-CBT as part of the E-compared trial. A thematic analysis was conducted using a constant comparative method informed by grounded theory. SETTING: Recruitment was carried out in four psychological primary care services across the UK. PARTICIPANTS: Nineteen trial participants with major depressive disorder who completed at least one computerised program and face-to-face session with a PWP in the b-CBT arm were recruited to the study. RESULTS: Qualitative interviews that were guided by WA theory and patient involvement, revealed four themes: (1) a healthcare provider (PWP and computerised program) with good interpersonal competencies for building a working relationship with the client (‘bond’); (2) collaborative efforts between the client and the provider to appropriately identify what the client hopes to achieve through therapy (‘goals’); (3) the selection of acceptable therapeutic activities that address client goals and the availability of responsive support (‘task’) and (4) the promotion of active engagement and autonomous problem solving (‘usability heuristics’). Participants described how the PWP and computerised program uniquely and collectively contributed to different WA needs. CONCLUSIONS: This study is the first to offer a preliminary conceptual framework of WA in b-CBT for depression, and how such demands can be addressed through blended PWP-computerised program delivery. These findings can be used to promote WA in technological design and clinical practice, thereby promoting engagement to b-CBT interventions and effective deployment of practitioner and program resources. TRIAL REGISTRATION NUMBER: ISRCTN12388725.","Doukani, Asmae; Free, Caroline; Michelson, Daniel; Araya, Ricardo; Montero-Marin, Jesús; Smith, Sarah; Cerga-Pashoja, Arlinda; Kakuma, Ritsuko",BMJ Open,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7513595/,637
13568,Local delivery of arsenic trioxide nanoparticles for hepatocellular carcinoma treatment,2019-09-06,,"Finsterer, Josef; Scorza, Fulvio A.; Garg, Divyani; Sharma, Suvasini",Indian Pediatr,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7605474/,637
15953,Oral berberine improves brain dopa/dopamine levels to ameliorate Parkinson’s disease by regulating gut microbiota,2021-02-24,,"AlKarim, Tayseer; Abbara, Aula; Attal, Bothaina",BMJ Glob Health,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7907850/,637
18042,The STING1 network regulates autophagy and cell death,2021-06-02,"BACKGROUND: Plasmodium vivax is the most prevalent malaria parasite in many countries. A better understanding of human immunity to this parasite can provide new insights for vaccine development. Plasmodium vivax Reticulocyte Binding Proteins (RBPs) are key parasite proteins that interact with human proteins during erythrocyte invasion and are targets of the human immune response. The aim of this study is to characterize the human antibody response to RBP2P1, the most recently described member of the RBP family. METHODS: The levels of total IgG and IgM against RBP2P1 were measured using plasmas from 68 P. vivax malaria patients and 525 villagers in a malarious village of western Thailand. The latter group comprises asymptomatic carriers and healthy uninfected individuals. Subsets of plasma samples were evaluated for anti-RBP2P1 IgG subtypes and complement-fixing activity. RESULTS: As age increased, it was found that the level of anti-RBP2P1 IgG increased while the level of IgM decreased. The main anti-RBP2P1 IgG subtypes were IgG1 and IgG3. The IgG3-seropositive rate was higher in asymptomatic carriers than in patients. The higher level of IgG3 was correlated with higher in vitro RBP2P1-mediated complement fixing activity. CONCLUSIONS: In natural infection, the primary IgG response to RBP2P1 was IgG1 and IgG3. The predominance of these cytophilic subtypes and the elevated level of IgG3 correlating with complement fixing activity, suggest a possible role of anti-RBP2P1 antibodies in immunity against P. vivax.","Hietanen, Jenni; Chim-ong, Anongruk; Sattabongkot, Jetsumon; Nguitragool, Wang",Malar J,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8173506/,637
207791,DHODH tangoing with GPX4 on the ferroptotic stage,2021,"OBJECTIVES: To describe long-term care services and supports (LTSS) in the United States, note their limitations in serving older adults post-incarceration, and offer potential solutions, with special consideration for the Coronavirus Disease 2019 pandemic. DESIGN: Narrative review. SETTING AND PARTICIPANTS: LTSS for older adults post-incarceration. METHODS: Literature review and policy analysis. RESULTS: Skilled nursing facilities, nursing homes, assisted living, adult foster homes, and informal care from family and friends compose LTSS for older adults, but their utilization suffers from access and payment complexities, especially for older adults post-incarceration. A combination of public-private partnerships, utilization of health professional trainees, and unique approaches to informal caregiver support, including direct compensation to caregivers, could help older adults reentering our communities following prison. CONCLUSIONS AND IMPLICATIONS: Long-standing gaps in US LTSS are revealed by the coronavirus (severe acute respiratory syndrome coronavirus 2) pandemic. Older adults entering our communities from prison are particularly vulnerable and need unique solutions to aging care as they face stigma and access challenges not typically encountered by the general population. Our review and discussion offer guidance to systems, practitioners, and policy makers on how to improve the care of older adults after incarceration.","Boucher, Nathan A; Van Houtven, Courtney H; Dawson, Walter D",J. Am. Med. Dir. Assoc,,637
210425,Proteome-wide epitope mapping identifies a resource of antibodies for SARS-CoV-2 detection and neutralization,2021,,"Olayide, O. E.",Covid-19 in the Global South: Impacts and Responses,,637
