,index,Unnamed: 0,title_x,x,y,publish_time_x,abstract,authors,journal,category,cluster
207,207,207,Conflict and Emerging Infectious Diseases,13.085679,10.941841,2008-06-11,,"Kelly-Hope, Louise A.",Emerg Infect Dis,108,3
661,661,661,Usefulness of Published PCR Primers in Detecting Human Rhinovirus Infection,12.932786,11.420753,2011-02-11,"We conducted a preliminary comparison of the relative sensitivity of a cross-section of published human rhinovirus (HRV)–specific PCR primer pairs, varying the oligonucleotides and annealing temperature. None of the pairs could detect all HRVs in 2 panels of genotyped clinical specimens; >1 PCR is required for accurate description of HRV epidemiology.","Faux, Cassandra E.; Arden, Katherine E.; Lambert, Stephen B.; Nissen, Michael D.; Nolan, Terry M.; Chang, Anne B.; Sloots, Theo P.; Mackay, Ian M.",Emerg Infect Dis,108,3
961,961,961,Influenza Virus Infection in Nonhuman Primates,12.898027,10.877179,2012-10-11,"To determine whether nonhuman primates are infected with influenza viruses in nature, we conducted serologic and swab studies among macaques from several parts of the world. Our detection of influenza virus and antibodies to influenza virus raises questions about the role of nonhuman primates in the ecology of influenza.","Karlsson, Erik A.; Engel, Gregory A.; Feeroz, M.M.; San, Sorn; Rompis, Aida; Lee, Benjamin P. Y.-H.; Shaw, Eric; Oh, Gunwha; Schillaci, Michael A.; Grant, Richard; Heidrich, John; Schultz-Cherry, Stacey; Jones-Engel, Lisa",Emerg Infect Dis,108,3
1207,1207,1207,"Active Surveillance for Influenza A Virus among Swine, Midwestern United States, 2009–2011",12.871231,11.4399805,2013-06-11,"Veterinary diagnostic laboratories identify and characterize influenza A viruses primarily through passive surveillance. However, additional surveillance programs are needed. To meet this need, an active surveillance program was conducted at pig farms throughout the midwestern United States. From June 2009 through December 2011, nasal swab samples were collected monthly from among 540 groups of growing pigs and tested for influenza A virus by real-time reverse transcription PCR. Of 16,170 samples, 746 were positive for influenza A virus; of these, 18.0% were subtype H1N1, 16.0% H1N2, 7.6% H3N2, and 14.5% (H1N1)pdm09. An influenza (H3N2) and (H1N1)pdm09 virus were identified simultaneously in 8 groups. This active influenza A virus surveillance program provided quality data and increased the understanding of the current situation of circulating viruses in the midwestern US pig population.","Corzo, Cesar A.; Culhane, Marie; Juleen, Kevin; Stigger-Rosser, Evelyn; Ducatez, Mariette F.; Webby, Richard J.; Lowe, James F.",Emerg Infect Dis,108,3
1902,1902,1902,The Role of Scientific Collections in Scientific Preparedness,13.095242,11.113928,2015-08-11,"Building on the findings and recommendations of the Interagency Working Group on Scientific Collections, Scientific Collections International (SciColl) aims to improve the rapid access to science collections across disciplines within the federal government and globally, between government agencies and private research institutions. SciColl offered a novel opportunity for the US Department of Health and Human Services, Office of the Assistant Secretary for Preparedness and Response, to explore the value of scientific research collections under the science preparedness initiative and integrate it as a research resource at each stage in the emergence of the infectious diseases cycle. Under the leadership of SciColl’s executive secretariat at the Smithsonian Institution, and with multiple federal and international partners, a workshop during October 2014 fully explored the intersections of the infectious disease cycle and the role scientific collections could play as an evidentiary scientific resource to mitigate risks associated with emerging infectious diseases.","DiEuliis, Diane",Emerg Infect Dis,108,3
2171,2171,2171,CPT-cGMP Is A New Ligand of Epithelial Sodium Channels,12.662856,6.8884997,2016-01-28,"Epithelial sodium channels (ENaC) are localized at the apical membrane of the epithelium, and are responsible for salt and fluid reabsorption. Renal ENaC takes up salt, thereby controlling salt content in serum. Loss-of-function ENaC mutations lead to low blood pressure due to salt-wasting, while gain-of-function mutations cause impaired sodium excretion and subsequent hypertension as well as hypokalemia. ENaC activity is regulated by intracellular and extracellular signals, including hormones, neurotransmitters, protein kinases, and small compounds. Cyclic nucleotides are broadly involved in stimulating protein kinase A and protein kinase G signaling pathways, and, surprisingly, also appear to have a role in regulating ENaC. Increasing evidence suggests that the cGMP analog, CPT-cGMP, activates αβγ-ENaC activity reversibly through an extracellular pathway in a dose-dependent manner. Furthermore, the parachlorophenylthio moiety and ribose 2'-hydroxy group of CPT-cGMP are essential for facilitating the opening of ENaC channels by this compound. Serving as an extracellular ligand, CPT-cGMP eliminates sodium self-inhibition, which is a novel mechanism for stimulating salt reabsorption in parallel to the traditional NO/cGMP/PKG signal pathway. In conclusion, ENaC may be a druggable target for CPT-cGMP, leading to treatments for kidney malfunctions in salt reabsorption.","Ji, Hong-Long; Nie, Hong-Guang; Chang, Yongchang; Lian, Qizhou; Liu, Shan-Lu",Int J Biol Sci,108,1
3697,3697,3697,High Environmental Stability of Hepatitis B Virus and Inactivation Requirements for Chemical Biocides,12.70191,11.097467,2019-04-01,"Hepatitis B virus (HBV) infection is considered a major public health problem worldwide, and a significant number of reports on nosocomial and occupational outbreaks have been reported. This systematic investigation of HBV stability and susceptibility to different antiseptics revealed that HBV infectivity was very stable, with a half-life of >22 days at 37°C. At 4°C, infectivity was barely reduced for up to 9 months. Different alcohols and commercially available hand antiseptics had a virucidal effect against HBV. We propose that very strict compliance with established hygienic guidelines should be mandatory to avoid and prevent HBV infections.","Than, Thoa Thi; Jo, Eunji; Todt, Daniel; Nguyen, Phuong Hong; Steinmann, Jochen; Steinmann, Eike; Windisch, Marc P",J Infect Dis,108,3
5223,5223,5223,Neurovirulence of herpes simplex virus types 1 and 2 isolates in diseases of the central nervous system,13.133881,11.125327,1990,"The genome of Ryegrass mottle virus (RGMoV) comprises 4210 nucleotides. The genomic RNA contains four open reading frames (ORFs). The largest ORF 2 encodes a polyprotein of 947 amino acids (103.6 kDa), which codes for a serine protease and an RNA-dependent RNA polymerase. The viral coat protein is encoded on ORF 4 present at the 3′-proximal region. Other ORFs 1 and 3 encode the predicted 14.6 kDa and 19.8 kDa proteins of unknown function. The consensus signal for frameshifting, heptanucleotide UUUAAAC and a stem-loop structure just downstream is in front of the AUG codon of ORF 3. Analysis of the in vitro translation products of RGMoV RNA suggests that the 68 kDa protein may represent a fusion protein of ORF 2-ORF 3 produced by frameshifting. The protease region of the polyprotein and coat protein have a low similarity with that of the sobemoviruses (approximately 25% amino acid identity), while the RNA-dependent RNA polymerase region has particularly strong similarity (54 to 60% of more than 350 amino acid residues). The sequence similarities of RGMoV to the sobemoviruses, together with the characteristic genome organization indicate that RGMoV is a new species of the genus Sobemovirus.","ZHANG, Feiyun; TORIYAMA, Shigemitsu; TAKAHASHI, Mami",J,108,3
6468,6468,6468,Increase of circulating endocan over sepsis follow-up is associated with progression into organ dysfunction,13.07909,11.337679,2017-04-28,"OBJECTIVE: To characterize pulmonary edema (PE) fluid induced by enterovirus 71 (EV71) infection, elucidate the relationship between angiopoietin-2 (Ang-2) and PE, and explore the pathogenesis of PE. METHODS: Clinical data were collected from critical infants with EV71 infection. The infants were grouped into PE, non-PE, and control groups. The control group included infants in the preoperative period of elective inguinal hernia surgery. Biochemical changes in PE fluid were evaluated, and Ang-2 levels in serum and PE fluid were measured. Human pulmonary microvascular endothelial cells (HPMECs) were incubated with serum from the control and PE groups and human recombinant Ang-2 or serum from the PE group and human recombinant Ang-1, and changes in the intercellular junctions were recorded via immunofluorescence. RESULTS: Of the 161 infants with critical EV71 infection admitted to the hospital, 39 had PE. PE fluid was collected from 18 of these infants. The PE fluid-to-serum (P/S) ratio of total protein was 0.9 ± 0.2, and all P/S ratios of albumin were 1.0 ± 0.3. The Ang-2 level was higher in the non-PE group (333.2 ± 79.7 pg/ml) than in the control group (199.9 ± 26.7 pg/ml), although without statistical significance (P = 0.115). The Ang-2 level in the PE group (2819.2 ± 908.7 pg/ml) was higher than those in both the non-PE and the control groups (both, P < 0.001). Serum samples from the PE group had damaged cell junctions of confluent HPMEC monolayers that were reversed by Ang-1. CONCLUSIONS: The PE fluid of infants with EV71-induced PE was protein-rich, and elevated Ang-2 expression was associated with PE. The mechanism through which PE develops may be related to Ang-2-induced cell junction damage.","Qi, Zhijiang; Li, Zhi; Hao, Dong; Wang, Tao; Xia, Yongfu; Sun, Ting; Wang, Juan; Zhuang, Fuju; Wang, Xiaozhi",Indian J Pediatr,108,3
7353,7353,7353,Human Bocavirus: Multisystem Detection Raises Questions about Infection,12.767025,10.91211,2007-10-01,"Gastrointestinal viruses, predominantly rotaviruses and adenoviruses, were detected by enzyme-linked immunosorbent assay, electron microscopy, or cell culture in >50% of two groups of homosexual men with symptomatic human immunodeficiency virus (HIV) infection, who did (54%) or did not (50%) have diarrhea. Lower detection rates were observed in HIV-seronegative (15%) and asymptomatic HIV-seropositive (16%) men. In the patients with diarrhea, 95% of the isolates of virus were found in the most immuno suppressed patients, those patients with AIDS-related complex or opportunistic infections associated with AIDS. High excretion rates of these viruses are probably associated with both anal-oral transmission and immunosuppression. These viruses apparently cause acute episodes or relapses of diarrhea in some patients but may be co-pathogens or noncontributory to chronic diarrhea in others.","Cunningham, Anthony L.; Grohman, Gerhard S.; Harkness, John; Law, Carmela; Marriott, Deborah; Tindall, Brett; Cooper, David A.",J Infect Dis,108,3
