,index,Unnamed: 0,title_x,x,y,publish_time_x,abstract,authors,journal,category,cluster
932,932,932,Activity based protein profiling to detect serine hydrolase alterations in virus infected cells,9.945547,7.3751287,2012-08-22,"Activity-based protein profiling (ABPP) is a newly emerging technique that uses active site-directed probes to monitor the functional status of enzymes. Serine hydrolases are one of the largest families of enzymes in mammals. More than 200 serine hydrolases have been identified, but little is known about their specific roles. Serine hydrolases are involved in a variety of physiological functions, including digestion, immune response, blood coagulation, and reproduction. ABPP has been used recently to investigate host–virus interactions and to understand the molecular pathogenesis of virus infections. Monitoring the altered serine hydrolases during viral infection gives insight into the catalytic activity of these enzymes that will help to identify novel targets for diagnostic and therapeutic application. This review presents the usefulness of ABPP in detecting and analyzing functional annotation of host cell serine hydrolases as a result of host–virus interaction.","Shahiduzzaman, Md.; Coombs, Kevin M.",Front Microbiol,930,28
69163,69163,69163,Comparison of the major postoperative complications between laparoscopic distal and total gastrectomies for gastric cancer using Clavien-Dindo classification.,9.975022,4.625852,2015,,"Eckleberry-Hunt, Jodie; Tucciarone, Jennifer",Journal of graduate medical education,930,6
165415,165415,165415,Non-pharmaceutical interventions and vaccinating school children required to contain SARS-CoV-2 Delta variant outbreaks in Australia: a modelling analysis,9.960479,11.513141,2021-10-04,"A novel fractal structure for the cosmological horizon, inspired by COVID-19 geometry, which results in a modified area entropy, is applied to cosmology in order to serve dark energy. The constraints based on a complete set of observational data are derived. There is a strong Bayesian evidence in favor of such a dark energy in comparison to a standard $\Lambda$CDM model and that this energy cannot be reduced to a cosmological constant. Besides, there is a shift towards smaller values of baryon density parameter and towards larger values of the Hubble parameter, which reduces the Hubble tension.","Dabrowski, Mariusz P.; Salzano, Vincenzo",,930,1
171721,171721,171721,Vaccinated and unvaccinated individuals have similar viral loads in communities with a high prevalence of the SARS-CoV-2 delta variant,10.076336,11.410196,2021-07-31,"Here we describe an ultra-fast (< 1 min) method for coating electrochemical (EC) sensors with an anti-fouling nanocomposite layer that can be stored at room temperature for months, which provides unprecedented sensitivity and selectivity for diagnostic applications. We leveraged this method to develop a multiplexed diagnostic platform for detection of biomarkers that could potentially be used to triage patients with myocardial infarction and traumatic brain injury using only 15 microliters of blood. Single-digit pg/mL sensitivity was obtained within minutes for all the biomarkers tested in unprocessed human plasma samples and whole blood, which is much faster and at least 50 times more sensitive than traditional ELISA methods, and the signal was stable enough to be measured after one week of storage. The multiplexed EC sensor platform was validated by analyzing 22 patient samples, which demonstrated excellent correlation with reported clinical values.","Sharma Timilsina, S.; Durr, N.; Yafia, M.; Sallum, H.; Jolly, P.; Ingber, D. E.",,930,20
172935,172935,172935,Appropriate relaxation of non-pharmaceutical interventions minimizes the risk of a resurgence in SARS-CoV-2 infections in spite of the Delta variant,9.929822,11.608618,2021-07-14,"Enhancing lighting conditions in institutions for individuals with dementia improves their sleep, circadian rhythms and well-being. Here, we tested whether a greater long-term daily light exposure supports the immune response to the annual influenza vaccination. Eighty older institutionalised patients suffering from dementia (54 women and 26 men) continuously wore an activity tracker for 8 weeks to assess individual light exposure and rest-activity cycles. The patients’ immune response was analysed from two blood samples taken before and 4 - 5 weeks after the annual influenza vaccination. Individual antibody concentrations to three influenza virus strains (H3N2, H1N1, IB) were quantified via hemagglutination inhibition assays. By quantifying individual light exposure profiles (including daylight), we classified the patients into a low and a high light exposure group based on a median illuminance of 392.6 lux. The two light exposure groups did not differ in cognitive impairment severity, age or gender distribution. However, patients in the high light exposure group showed a significantly greater circadian rest-activity amplitude (i.e. more daytime activity and less nighttime activity) along with a significantly greater antibody titer increase to the H3N2 vaccine than patients in the low light exposure group, despite similar pre-vaccination concentrations. Sufficient seroprotective responses to all three influenza virus strains were attained for ≥ 75 % of participants. These data provide first evidence for an enhanced immune response in patients with dementia when they received more daily light. Increasing daily light exposure may have beneficial effects on the human immune system, either directly or via circadian rhythm stabilisation.","Münch, Mirjam; Goldbach, Rolf; Zumstein, Naomi; Vonmoos, Petra; Scartezzini, Jean-Louis; Wirz-Justice, Anna; Cajochen, Christian",bioRxiv,930,1
199011,199011,199011,"Structure-Function Analyses of New SARS-CoV-2 Variants B.1.1.7, B.1.351 and B.1.1.28.1: Clinical, Diagnostic, Therapeutic and Public Health Implications",10.084497,11.879881,2021,"New features of mechanical ventilators are frequently introduced, including new modes, monitoring techniques, and triggering techniques. But new rarely translates into any measureable improvement in outcome. We describe 4 new techniques and attempt to define what is a new invention versus what is innovative-a technique that significantly improves a measurable variable. We describe and review the literature on automated weaning, automated measurement of functional residual capacity, neural triggering, and novel displays of respiratory mechanics.","Branson, Richard D; Johannigman, Jay A",Respiratory care,930,24
203324,203324,203324,"VA-Wide, Multicenter Verification Study of the Cepheid Xpert SARS-CoV-2 Assay",10.226574,11.53969,2021,"BACKGROUND: The characteristics of neutralizing antibodies (NAbs) and antibody against major antigen proteins related to clinical outcomes in severe COVID-19 patients were still less known. METHODS: The neutralizing antibodies (NAbs) and antibodies targeting nucleocapsid (N), spike protein (S), and the receptor-binding domain (RBD) in longitudinal plasma samples from the LOTUS China trial were measured by microneutralization assay and ELISA. Viral load was determined by real-time RT-PCR. A total of 576 plasma and 576 throat swabs were collected from 191 COVID-19 patients. Antibody titers related to adverse outcome and clinical improvement were analysed. Multivariable adjusted generalized linear mixed model for random effects were developed. RESULTS: After day 28 post symptoms onset, the rate of antibody positivity reached 100% for RBD-IgM, 97.8% for S-IgM, 100% for N-IgG, 100% for RBD-IgG, 91.1% for N-IgM and 91.1% for NAbs. The NAbs titers increased over time in both survivors and non-survivors and correlated to IgG antibodies against N, S and RBD, while its presence showed no statistical correlation with death. N-IgG (slope -2.11, 95% CI -3.04 to -1.18, p&0.0001), S-IgG (slope -2.44, 95% CI -3.35 to -1.54, p&0.0001) and RBD-IgG (slope -1.43, 95% CI -1.98 to -0.88, p&0.0001) were negatively correlated with viral load. S-IgG titers were lower in non-survivors than survivors (p=0.020) at week 4 after symptoms onset. CONCLUSIONS: IgM, IgG against N, S and RBD and NAbs developed in most severe COVID-19 patients, and do not correlate clearly with clinical outcomes. The levels of IgG antibodies against N, S and RBD were related to viral clearance.","Ren, Lili; Fan, Guohui; Wu, Wenjuan; Guo, Li; Wang, Yeming; Li, Xia; Wang, Conghui; Gu, Xiaoying; Li, Caihong; Wang, Ying; Wang, Geng; Zhou, Fei; Liu, Zhibo; Ge, Qing; Zhang, Yi; Li, Hui; Zhang, Lulu; Xu, Jiuyang; Wang, Chen; Wang, Jianwei; Cao, Bin",Clin. infect. dis,930,20
218268,218268,218268,"Analytical and clinical validation of an ELISA for specific SARS-CoV-2 IgG, IgA, and IgM antibodies",10.235232,11.580903,2020,"The interpretation of sampling data plays a crucial role in policy response to the spread of a disease during an epidemic, such as the COVID-19 epidemic of 2020 However, this is a non-trivial endeavor due to the complexity of real world conditions and limits to the availability of diagnostic tests, which necessitate a bias in testing favoring symptomatic individuals A thorough understanding of sampling confidence and bias is necessary in order make accurate conclusions In this manuscript, we provide a stochastic model of sampling for assessing confidence in disease metrics such as trend detection, peak detection and disease spread estimation Our model simulates testing for a disease in an epidemic with known dynamics, allowing us to use Monte-Carlo sampling to assess metric confidence This model can provide realistic simulated data which can be used in the design and calibration of data analysis and prediction methods As an example, we use this method to show that trends in the disease may be identified using under 10,000 biased samples each day, and an estimate of disease spread can be made with additional 1,000-2,000 unbiased samples each day We also demonstrate that the model can be used to assess more advanced metrics by finding the precision and recall of a strategy for finding peaks in the dynamics","Brunner, James; Chia, Nicholas",PeerJ,930,20
219451,219451,219451,Deep throat saliva as an alternative diagnostic specimen type for the detection of SARS-CoV-2,10.044965,11.437228,2020,"Polyphenols are a large family of more than 10,000 naturally occurring compounds, which exert countless pharmacological, biological and physiological benefits for human health including several chronic diseases such as cancer, diabetes, cardiovascular, and neurological diseases. Their role in traditional medicine, such as the use of a wide range of remedial herbs (thyme, oregano, rosemary, sage, mint, basil), has been well and long known for treating common respiratory problems and cold infections. This review reports on the most highlighted polyphenolic compounds present in up to date literature and their specific antiviral perceptive properties that might enhance the body immunity facing COVID-19, and other viral infectious diseases. In fact, several studies and clinical trials increasingly proved the role of polyphenols in controlling numerous human pathogens including SARS and MERS, which are quite similar to COVID-19 through the enhancement of host immune response against viral infections by different biological mechanisms. Thus, polyphenols ought to be considered as a potential and valuable source for designing new drugs that could be used effectively in the combat against COVID-19 and other rigorous diseases.","Khalil, Ayman; Tazeddinova, Diana",Nat Prod Bioprospect,930,24
219452,219452,219452,Deep throat saliva as an alternative diagnostic specimen type for the detection of SARS-CoV-2,9.967811,11.426755,2021,"The demand for research in the medical field is growing at a very rapid rate which can be seen in the unprecedented progress of COVID19 medication and detection development which take a lot of time and effort. But due to recent advancement of Machine Learning and Artificial Intelligence (i.e. ML/AI) in the medical field, it has been observed that the time frame for the development of such medications and detection has reduced a lot. This chapter paves the way for such demand by combining two basic ML techniques involving unsupervised and supervised learning. Since the occurrence of Colon Cancer is somewhat rare and complex, available Colon Cancer data sets are still underdeveloped and the Colon Cancer data set that is present is complex. The data set also has very less number of samples. To resolve this problem of fewer data and to get the most relevant information from the available data set, our research involves an oversampling method on the original data with preserving of the basic nature of the data set which is followed by the clustering of the data using K-Medoid clustering, Girvan-Newman clustering and Mahalanobis distance-based clustering for multivariate data. Once the same set of samples are predicted using the clustering, we are extrapolating the data based on the clusters formed using a statistical approach. To reduce complex processing and remove the irrelevant features with the intent of cleaning the data set, we are applying a correlation-based approach for feature selection and then Principal Component Analysis (PCA) has been applied for dimensionality reduction. The final set of features thus obtained is then fed into an Artificial Neural Network for the classification of the Colon Cancer. The result of the experiment shows that the methodology proposed has a better accuracy than the available approaches which proves the effectiveness of our proposed method. © 2021, The Author(s), under exclusive license to Springer Nature Switzerland AG.","Ghosh, J.; Sharma, A. K.; Tomar, S.",Intelligent Systems Reference Library,930,20
219453,219453,219453,Deep throat saliva as an alternative diagnostic specimen type for the detection of SARS-CoV-2,10.082756,11.542364,2020,,"Sryma, P B; Mittal, Saurabh; Madan, Karan; Mohan, Anant; Hadda, Vijay; Tiwari, Pawan; Guleria, Randeep",Arch Bronconeumol (Engl Ed),930,20
253722,253722,253722,Head-to-head performance comparison of self-collected nasal versus professional-collected nasopharyngeal swab for a WHO-listed SARS-CoV-2 antigen-detecting rapid diagnostic test,10.03059,11.672692,2021,"Aim: This study aimed to determine the anxiety level in pre-hospital emergency medical services personnel (PHEMSPs) and investigate the factors that potentially affect the anxiety level during the pandemic Materials and Methods: This cross-sectional survey was conducted with PHEMSPs during the Coronavirus Disease-2019 (COVID-19) pandemic A 60-item survey, including socio-demographic characteristics, anxiety-related demographic factors, and State-Trait Anxiety Inventory (STAI) scale scores was used","Mutlu, H.; Sert, E. T.; Kokulu, K.; Saritas, A.",Eurasian Journal of Emergency Medicine,930,1
253973,253973,253973,Non-pharmaceutical interventions and vaccinating school children required to contain SARS-CoV-2 Delta variant outbreaks in Australia: a modelling analysis,10.234794,11.5764475,2021,,"Amaya, Oswaldo; Arango, Enrique; Pabón, Stefanie; Mejía, Sara; Montoya, María C; Madrid, Guillermo",Anesth Analg,930,20
269565,269565,269565,The possible impairment of respiratory-related neural loops may be associated with the silent pneumonia induced by SARS-CoV-2,10.251129,11.529204,2020,,"Han, Kathy; Mendez, Lucas; D039,; Souza, David; Velker, Vikram; Barnes, Elizabeth; Milosevic, Michael F; Fyles, Anthony; Ferguson, Sarah E; Taggar, Amandeep; Croke, Jennifer; Donovan, Elysia; Leung, Eric",Radiother Oncol,930,1
282315,282315,282315,Practical indications for the prevention and management of SARS-CoV-2 in ambulatory dialysis patients: lessons from the first phase of the epidemics in Lombardy,10.250913,11.5556,2020,"Novel Coronavirus (COVID-19) pandemic which is a global public health problem continues to affect humans both physically and psychologically all around the world. So, it is important to diagnose and manage the anxiety while fighting the COVID-19 pandemic. The present study aimed to separately evaluate state and trait anxiety in the COVID-19 pandemic in Turkey. In addition, it was aimed to investigate the relation of demographic variable with state anxiety in the COVID-19 pandemic, as well as the relationship between trait anxiety and somatosensory amplification with state anxiety.726 participants who responded to online survey between March 30th and April 20th, 2020 were evaluated. All participants answered the survey that covered sociodemographic data and questions specifically about COVID-19 pandemic as well as State-Trait Anxiety Inventory and Somatosensory Amplification Scale. Pearson test was used for correlation analysis, ordinal variables were analyzed with Spearman correlation test. State anxiety is higher, if the participant is woman, has an acquaintance with the COVID-19 positivity, has a chronic medical condition and currently receiving or has history of psychiatric treatment. Age, monthly income, trait anxiety level and somatosensory amplification are also factors related to state anxiety. In conclusion, it is considered that those populations may be more vulnerable to the psychological effects of pandemic and they should be closely followed up for longer periods.","Kızılkurt, Ö K.; Güz, G.; Güz, H. Ö Dilbaz N.",Journal of Experimental and Clinical Medicine (Turkey),930,1
