,title_x,publish_time_x,abstract,authors,journal,url,category
36931,Bedside Tracheostomy: Our Experience in a Tertiary Care Hospital,2020-07-20,,"Brammer, Steve; Clark, Timothy",,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7361877/,791
58561,A Tertiary Care Centre Experience on the Management of Paediatric Tracheobronchial Foreign Body During the COVID 19 Pandemic,2021-10-05,This essay contrasts Nietzsche’s remarks on elite education with W.E.B. Du Bois’ demand for democratized education. The essay takes their remarks as springboards for a twenty-first century philosophy of education rather than an historical account of their philosophies. Both thinkers cultivated Kant and Hegel’s dream that the spirit of freedom guided by reason would unite all the world’s peoples. Both held that education was key to realizing the dream. Their judgments about qualifying for education separated them. Nietzsche insisted that only the elite should receive the fullest measure of education. Du Bois believed that in the future virtually every human being would receive a university-level education. The essay’s principal point is to show how contemporary technology can make Du Bois’ dream a reality. An African philosopher’s working model demonstrates a path to universal university education.,"Verharen, Charles C.",Stud Philos Educ,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8490138/,791
61387,Evolving Nurse Leadership Role in 2020.,2020-12-01,"Rhesus macaque is a unique nonhuman primate model for human evolutionary and translational study, but the error-prone gene models critically limit its applications. Here, we de novo defined full-length macaque gene models based on single molecule, long-read transcriptome sequencing in four macaque tissues (frontal cortex, cerebellum, heart and testis). Overall, 8 588 227 poly(A)-bearing complementary DNA reads with a mean length of 14 106 nt were generated to compile the backbone of macaque transcripts, with the fine-scale structures further refined by RNA sequencing and cap analysis gene expression sequencing data. In total, 51 605 macaque gene models were accurately defined, covering 89.7% of macaque or 75.7% of human orthologous genes. Based on the full-length gene models, we performed a human-macaque comparative analysis on polyadenylation (PA) regulation. Using macaque and mouse as outgroup species, we identified 79 distal PA events newly originated in humans and found that the strengthening of the distal PA sites, rather than the weakening of the proximal sites, predominantly contributes to the origination of these human-specific isoforms. Notably, these isoforms are selectively constrained in general and contribute to the temporospatially specific reduction of gene expression, through the tinkering of previously existed mechanisms of nuclear retention and microRNA (miRNA) regulation. Overall, the protocol and resource highlight the application of bioinformatics in integrating multilayer genomics data to provide an intact reference for model animal studies, and the isoform switching detected may constitute a hitherto underestimated regulatory layer in shaping the human-specific transcriptome and phenotypic changes.","Li, Yumei; Shen, Qing Sunny; Peng, Qi; Ding, Wanqiu; Zhang, Jie; Zhong, Xiaoming; An, Ni A; Ji, Mingjun; Zhou, Wei-Zhen; Li, Chuan-Yun",Briefings in bioinformatics,https://doi.org/10.1093/bib/bbab157; https://www.ncbi.nlm.nih.gov/pubmed/33973996/,791
65245,Characteristics of Patients Presenting with COVID-19 from Balochistan Province and Lessons Learnt.,2021-07-01,"Today, tremendous attention has been devoted to a new coronavirus, SARS-CoV-2 (2019-nCoV), due to severe effects on the global public in all over the world. Rapid and accurate diagnosis of 2019-nCoV are important for early treatment and cutting off epidemic transmission. In this regard, laboratory detection protocols, such as polymerase chain reaction (PCR) and computed tomography (CT) examination, have been utilized broadly for 2019-nCoV detection. Recently, nano-based methods for 2019-nCoV diagnoses are rapidly expanding and declaring comparable results with PCR and CT. In this review, recent advances in nano-based techniques have been highlighted and compared briefly with PCR and CT as well-known methods for 2019-nCoV detection.","Rahimkhoei, Vahid; Rezaie, Jafar; Akbari, Ali; Nourani, Aynaz; Jabbari, Nassrollah; Lighvan, Zohreh Mehri; Amini, Mojtaba",Cell biochemistry and function,https://doi.org/10.1002/cbf.3606; https://www.ncbi.nlm.nih.gov/pubmed/33319383/,791
70580,Comparison of Videothoracoscopy and Thoracotomy in Surgical Treatment of Pulmonary Hydatid Cyst Disease.,2020-10-01,"INTRODUCTION PhotoVoice is a participatory methodology in which marginalized communities represent their lived experiences through photography. While the methodology aims to foster partnerships throughout all phases, the literature suggests that in the field of mental health some phases are often completed without participant involvement. AIMS This paper elaborates on how the PhotoVoice method was used to engage service users and family members around their experience of involvement in a co-produced and co-facilitated mental health education intervention, in order to enhance public and policy makers knowledge of the project. METHODS Ten participants were recruited and trained in the PhotoVoice method. Participants documented, through photography, their experiences of involvement in the education intervention. Following this, participants came together to co-produce and disseminate the photography exhibition to the public. RESULTS PhotoVoice proved to be a flexible and creative method by which to include marginalized groups. By adhering to the collaborative principles of the methodology, service users and family members can retain decision making power from the project's inception to its conclusion. IMPLICATIONS FOR PRACTICE PhotoVoice is ideal for use within mental health nursing as it coincides with the recovery principle of promoting collaborative partnership between service users, family members and clinicians.","Barry, Jennifer; Monahan, Christine; Monahan, Mark; Murphy, Rebecca; Ferguson, Sharon; Lee, Kelley; Bennett, Anna; Gibbons, Patrick; Higgins, Agnes",Journal of psychiatric and mental health nursing,https://doi.org/10.1111/jpm.12709; https://www.ncbi.nlm.nih.gov/pubmed/33141981/,791
71804,The Rapid COVID Screening (RCS) Tool.,2020-06-01,"The objective of the study was to assess the knowledge and perception of COVID-19 and relevant universal safety measures among the Nepalese population. A web-based cross-sectional study was conducted among Nepalese adults from March 29 to April 07, 2020. A 13- and 15- items structured questionnaire assessed the COVID-19 related knowledge and perception of the universal safety measure. Kruskal-Wallis test and Mann-Whitney U test evaluated the differences in knowledge between the groups. Data analysis was performed using IBM SPSS Statistics for Windows Version 21.0 (IBM Corp. Armonk, NY, USA). Of the 884 surveys accessed, a total of 871 consented (electronically) and completed the online survey (response rate 98.52%). The median knowledge score of the participants was 10.0 (± 3.0 IQR). Although participants' overall knowledge score was high, only about half of the participants knew about the concept of quarantine and the ideal distance to be maintained between individuals to prevent the transmission. Though the majority of the participants had positive perception towards universal safety measure of COVID-19, about 18% perceived that coronavirus infected only older people, 11% opined that the infection was highly fatal with no chances of survival and 70% considered that limiting consumptions of poultry and meat would prevent the spread of COVID-19. A statistically significant difference in knowledge was noted by participants' age, educational status, occupational type, and household monthly income. This study found optimal knowledge and perception of universal safety measures of COVID-19 among the Nepalese population, but misinformation and misunderstanding prevailed.","Singh, Devendra Raj; Sunuwar, Dev Ram; Karki, Kshitij; Ghimire, Saruna; Shrestha, Naveen",Journal of community health,https://doi.org/10.1007/s10900-020-00839-3; https://www.ncbi.nlm.nih.gov/pubmed/32410756/,791
74229,Evolving Otolaryngology Resident Roles and Concerns at the Peak of the US COVID-19 Pandemic.,2020-09-14,"Post-traumatic stress disorder (PTSD) is a psychiatric illness that results in an increased risk for a variety of inflammatory diseases. The exact etiology of this increased risk is unknown, and thus, several animal models have been developed to investigate the neuroimmune interactions of PTSD. Repeated social defeat stress (RSDS) is an established preclinical model of psychological trauma that recapitulates certain behavioral and inflammatory aspects of human PTSD. Furthermore, RSDS has been utilized to subgroup animals into susceptible and resilient populations based on one specific behavioral phenotype (i.e., social interaction). Herein, we conducted an extensive investigation of circulating inflammatory proteins after RSDS and found significant elevations in various cytokines and chemokines after exposure to RSDS. When categorizing animals into either susceptible or resilient populations based on social interaction, we found no inflammatory or other behavioral differences between these subgroups. Furthermore, correlative analyses found no significant correlation between social interaction parameters and inflammation. In contrast, parameters from the elevated zero maze (EZM) demonstrated significant associations and clustering to 5 circulating cytokines. When animals were subdivided into susceptible and resilient populations solely based upon combined EZM performance, significant inflammatory differences were evident between these groups. Strikingly, these circulating inflammatory proteins displayed a stronger predictive ability of EZM performance compared to social interaction test performance. These findings provide new insights into inflammatory markers associated with RSDS, and the utility of EZM to effectively group RSDS-exposed mice into populations with differential levels of peripheral inflammation.","Elkhatib, Safwan K; Moshfegh, Cassandra M; Watson, Gabrielle F; Case, Adam J","Brain, behavior, and immunity",https://doi.org/10.1016/j.bbi.2020.08.031; https://www.ncbi.nlm.nih.gov/pubmed/32890698/,791
78808,Student-Centred or Teacher-Centred: Promises and Pitfalls of Online Medical Education.,2021-09-01,"One of harm reduction's most salient features is its pragmatism. Harm reduction purports to distinguish itself from dominant prohibitionist and abstinence-based policy paradigms by being grounded in what is realistic, in contrast with the moralism or puritanism of prohibition and abstention. This is reflected in the meme ""harm reduction works"", popular both in institutional and grassroots settings. The idea that harm reduction is realistic and effective has meant different things among the main actors who seek to shape harm reduction policy. Drawing on scholarly literature about harm reduction, as well as examples from recent harm reduction advocacy efforts in relation to drug policy in Canada, this paper argues that harm reduction distinguishes itself through a unique ""way of knowing"". Grassroots harm reduction advocates, particularly as they argue through human rights frameworks, do more than simply make claims for the provision of particular services-like needle exchange, safe consumption sites, safe supply and the like-on the basis that these are realistic paths toward the health and well-being of people who use drugs. Rather, as they marshal lived experience in support of these policy changes through peer-driven initiatives in contexts of prohibition, they make particular claims about what constitute valid, methodologically rigorous evidence bases for action in contexts where policies to date have been driven by ideology and have developed in ways that have excluded and marginalized those most affected from policymaking. In doing so, they advocate for the centrality of people who use drugs not only in policy-making processes, but in evidence production itself.","Klein, Alana",Health care analysis : HCA : journal of health philosophy and policy,https://doi.org/10.1007/s10728-020-00406-w; https://www.ncbi.nlm.nih.gov/pubmed/33079317/,791
83629,Celebrating our wins.,2021-06-28,"Diaphragm plication has become the accepted treatment for major respiratory impairment caused by diaphragmatic eventration and paralysis. Various open and minimally invasive plication techniques have been described and while video-assisted thoracoscopic diaphragm plication appears to be a safe and effective alternative to open surgery, the workspace is limited. We describe how we performed complete thoracoscopic diaphragm plication using carbon dioxide (CO2) insufflation for a patient with unilateral diaphragmatic eventration. Using CO2 insufflation seems to dramatically improve the workspace.","Homma, Takahiro; Yamamoto, Yutaka; Doki, Yoshinori; Senda, Kazutaka; Touge, Masayoshi; Ojima, Toshihiro; Shimada, Yoshifumi; Yoshimura, Naoki",Surgery today,https://doi.org/10.1007/s00595-014-1008-z; https://www.ncbi.nlm.nih.gov/pubmed/25104054/,791
84366,How to use…respiratory viral studies.,2018,,"Sarma, Shohinee; Usmani, Shirine",Academic medicine : journal of the Association of American Medical Colleges,https://doi.org/10.1097/acm.0000000000003851; https://www.ncbi.nlm.nih.gov/pubmed/33186142/,791
