,title_x,publish_time_x,abstract,authors,journal,url,category
13295,Do we have a new drug for heart rate control in patients with permanent atrial fibrillation? Response,2020-10-14,,"Gobina, Inese; Mazur, Joana; Madarasova Geckova, Andrea",Int J Public Health,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7556604/,645
21365,The Efficacy of 18F-FDG PET/CT and Superparamagnetic Nanoferric Oxide MRI in the Diagnosis of Lung Cancer and the Value of 18F-FDG PET/CT in the Prediction of Lymph Node Metastasis,2021-09-11,"OBJECTIVE: The study objective of this analysis was to determine the cost-effectiveness of vaborem (meropenem-vaborbactam) compared to the best available therapy (BAT) in adult patients with carbapenem-resistant Enterobacteriaceae—Klebsiella pneumoniae carbapenemase (CRE-KPC) infections from the perspective of the UK National Health Service (NHS) and Personal Social Services (PSS). METHODS: A decision tree model was developed to conduct a cost-effectiveness analysis for Vaborem compared to BAT in CRE-KPC patients over a 5 year time horizon. The model structure for Vaborem simulated the clinical pathway of patients with a confirmed CRE-KPC infection. Model inputs for clinical effectiveness were sourced from the TANGO II trial, and published literature. Costs, resource use and utility values associated with CRE-KPC infections in the UK were sourced from the British National Formulary, NHS reference costs and published sources. RESULTS: Over a 5 year time horizon, Vaborem use increased total costs by £5165 and increased quality-adjusted life years (QALYs) by 0.366, resulting in an incremental cost-effectiveness ratio (ICER) of £14,113 per QALY gained. The ICER was most sensitive to the probability of discharge to long-term care (LTC), the annual cost of LTC and the utility of discharge to home. At thresholds of £20,000/QALY and £30,000/QALY, the probability of Vaborem being cost-effective compared to BAT was 79.85% and 94.93%, respectively. CONCLUSION: Due to a limited cost impact and increase in patient quality of life, vaborem can be considered as a cost-effective treatment option compared to BAT for adult patients with CRE-KPC infections in the UK. SUPPLEMENTARY INFORMATION: The online version contains supplementary material available at 10.1007/s10198-021-01375-0.","Vlachaki, Ioanna; Zinzi, Daniela; Falla, Edel; Mantopoulos, Theo; Guy, Holly; Jandu, Jasimran; Dodgson, Andrew",Eur J Health Econ,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8453464/,645
39771,Atrium,2020-09-23,"Prior literature has shown that school learning climate is critical in helping individual learners meet their educational objectives. In this paper, the role of parental involvement in shaping the school learning climate is explored within a multilevel and hierarchical modeling framework using data from the 2015 PISA round. As the schools’ social and relational character, we find that reducing learning barriers is a critical challenge for school leadership. A welcoming environment for parents, as well as the effective design of effective forms of two-way communications, are positively associated with a substantial reduction in the barriers to improving teacher management’s learning climate. We also find that public schools facing social and educational inclusiveness challenges can dramatically enhance their learning environment by activating specific parental involvement mechanisms. Similarly, principal’s leadership in framing and communicating goals and curricular development to the school is also found to be significant for inclusiveness. However, parental involvement is also found to have potential tensions with school management. The worsening of the learning climate may arise due to pressures brought about by laws requiring parental involvement in schools. Because the learning climate is composed of a wide variety of relationships between and within schools, this work demonstrates that parental involvement is an integral part of school leadership and the school improvement process. Further research attention is encouraged to understand the tensions between teacher roles, principal leadership, and parental involvement through employing other quantitative or qualitative research designs.","Alinsunurin, Jason",Smart Learn,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7504873/,645
49075,Nuclear Medicine Imaging of Lung Infection,2021-01-23,"The Internet of things (IoT) subject speaks to a thought for the electronic-mechanical arrangement of devices to detect and gather data from the encompassing environmental factors and a short time later share that data over the Internet where it will, in general, be arranged and utilized for various purposes. This chapter describes the IoT architecture, components, and protocols used for various applications.","Udgata, Siba Kumar; Suryadevara, Nagender Kumar",Internet of Things and Sensor Network for COVID-19,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7978975/,645
60860,Depicting medullary thyroid cancer recurrence: the past and the future of nuclear medicine imaging.,2013,"Among U.S. men, prostate cancer is the second leading cause of cancer-related death (1). Past studies documented decreasing incidence of prostate cancer overall since 2000 but increasing incidence of distant stage prostate cancer (i.e., signifying spread to parts of the body remote from the primary tumor) starting in 2010 (2,3). Past studies described disparities in prostate cancer survival by stage, age, and race/ethnicity using data covering ≤80% of the U.S. population (4,5). To provide recent data on incidence and survival of prostate cancer in the United States, CDC analyzed data from population-based cancer registries that contribute to U.S. Cancer Statistics (USCS).* Among 3.1 million new cases of prostate cancer recorded during 2003-2017, localized, regional, distant, and unknown stage prostate cancer accounted for 77%, 11%, 5%, and 7% of cases, respectively, but the incidence of distant stage prostate cancer significantly increased during 2010-2017. During 2001-2016, 10-year relative survival for localized stage prostate cancer was 100%. Overall, 5-year survival for distant stage prostate cancer improved from 28.7% during 2001-2005 to 32.3% during 2011-2016; for the period 2001-2016, 5-year survival was highest among Asian/Pacific Islanders (API) (42.0%), followed by Hispanics (37.2%), American Indian/Alaska Natives (AI/AN) (32.2%), Black men (31.6%), and White men (29.1%). Understanding incidence and survival differences by stage, race/ethnicity, and age can guide public health planning related to screening, treatment, and survivor care. Future research into differences by stage, race/ethnicity, and age could inform interventions aimed at improving disparities in outcomes.","Siegel, David A; O'Neil, Mary Elizabeth; Richards, Thomas B; Dowling, Nicole F; Weir, Hannah K",MMWR. Morbidity and mortality weekly report,https://doi.org/10.15585/mmwr.mm6941a1; https://www.ncbi.nlm.nih.gov/pubmed/33056955/,645
61933,Safety Matters: A Meta-analysis of Interhospital Transport Adverse Events in Critically Ill Patients.,2021,"OBJECTIVE To explore the potential targets, signal pathways and biological functions that mediate the effect of Lianhua Qingwen capsule in improving clinical cure rate of COVID-19 in light of network pharmacology and molecular docking technology. METHODS TCMSP, Target, Prediction, CooLGeN, GeneCards, DAVID and other databases were searched for the active components and their target proteins from 13 herbs including Forsythia, Honeysuckle and roasted Ephedra used in Lianhua Qingwen capsule. The common target proteins, signal pathways and biological functions shared by these components and the clinical manifestations of COVID-19 (fever, cough, and fatigue) were identified to construct the network consisting of the component drugs in Lianhua Qingwen capsule, the active ingredients of, their targets of action, and the biological functions involved using Gephi software. RESULTS A total 160 active components including MOL000522, and MOL003283, MOL003365, MOL003006, MOL003014 in 13 component drugs in Lianhua Qingwen capsule produced therapeutic effects against COVID-19 through 57 target proteins including MAPK1, IL6, HSP90AA1, TNF, and CCL2, involving 35 signaling pathways including NOD-like receptor signaling pathway and Toll-like receptor signaling pathway. The results of molecular docking showed that 83 chemical components had total scores no less than 5.0 for docking with 12 target proteins (including MAPK1, IL6, and HSP90AA1) with high binding activities to form stable conformations. The binding of MOL000522, MOL004989, and MOL003330 with MAPK1; MOL001495 and MOL001494 with NLRP3; MOL004908, MOL004863 and MOL004806 with HSP90AA1; MOL001749 with TLR9; and MOL001495 with AKT1 all had total scores exceeding 9.0. CONCLUSIONS Lianhua Qingwen capsule contains multiple effective ingredients to improve clinical cure rate of COVID-19, and its therapeutic effect is mediated by multiple protein targets, signal pathways and biological functions.","Yan, Haiyan; Zou, Chuncai",Nan fang yi ke da xue xue bao = Journal of Southern Medical University,https://doi.org/10.12122/j.issn.1673-4254.2021.01.03; https://www.ncbi.nlm.nih.gov/pubmed/33509749/,645
66104,Surgical Site Infection after Cesarean Delivery in Times of COVID-19.,2021-05-01,ABBREVIATIONS AACE = American Association of Clinical Endocrinologists ACE = American College of Endocrinology DKA = diabetic ketoacidosis EMA = European Medicines Agency FDA = U.S. Food and Drug Administration SGLT-2 = sodium glucosecotransporter 2 T1D = type 1 diabetes T2D = type 2 diabetes.,"Handelsman, Yehuda; Henry, Robert R; Bloomgarden, Zachary T; Dagogo-Jack, Sam; DeFronzo, Ralph A; Einhorn, Daniel; Ferrannini, Ele; Fonseca, Vivian A; Garber, Alan J; Grunberger, George; LeRoith, Derek; Umpierrez, Guillermo E; Weir, Matthew R",Endocrine practice : official journal of the American College of Endocrinology and the American Association of Clinical Endocrinologists,https://doi.org/10.4158/ep161292.ps; https://www.ncbi.nlm.nih.gov/pubmed/27082665/,645
67802,Clinical Features and Maternal-fetal Results of Pregnant Women in COVID-19 Times.,2021-05-01,"The surfaces of the polyacrylamide cryogels were coated with L-tryptophan (cryogel-Trp) or L-phenylalanine (cryogel-Phe) to enhance crude leaf extract-derived ora-pro-nobis (OPN) protein binding via pseudo-specific hydrophobic interactions. Cryogels functionalized with amino acids were prepared and characterized through morphological, hydrodynamic, and thermal analyses. The adsorption capacities of cryogel-Phe and cryogel-Trp were evaluated in terms of type (sodium sulfate or sodium phosphate) and concentration (0.02 or 0.10 mol∙L-1) of saline solution, pH (4.0, 5.5, or 7.0), and NaCl concentration (0.0 or 0.5 mol∙L-1). The cryogel-Phe presented a higher adsorptive capacity, achieving its maximum value (q = 92.53 mg∙g-1) when the crude OPN crude leaf extract was diluted in sodium sulfate 0.02 mol∙L-1 + NaCl 0.50 mol∙L-1, at pH = 7.0. The dilution rate significantly (p < 0.05) affected the recovered protein amount after the adsorption and elution processes, reaching 94.45% when the feedstock solution was prepared with a crude extract 5 times. The zeta potential for the eluted OPN proteins was 5.76 mV (pH = 3.23) for both dilution rates. The secondary structure composition mainly included β-sheets (46.50%) and α-helices (13.93%). The cryogel-Phe exhibited interconnected pores ranging 20-300 μm in size, with a Young modulus of 1.51 MPa, and thermal degradation started at 230 °C. These results indicate that the cryogel-Phe exhibited satisfactory properties as promising chromatography support for use in high-throughput purification of crude leaf extract-derived OPN proteins.","Cristina Oliveira Neves, Isabelle; Aparecida Rodrigues, Adrise; Teixeira Valentim, Thamires; Cristina Freitas de Oliveira Meira, Ana; Henrique Silva, Sérgio; Ayra Alcântara Veríssimo, Lizzy; Vilela de Resende, Jaime","Journal of chromatography. B, Analytical technologies in the biomedical and life sciences",https://doi.org/10.1016/j.jchromb.2020.122435; https://www.ncbi.nlm.nih.gov/pubmed/33246278/,645
68195,Effect of angiogenesis induced by consecutive intramuscular injections of vascular endothelial growth factor in a hindlimb ischemic mouse model.,2014,"BACKGROUND A large number of studies have examined the potential complications of calf deep vein thrombosis (DVT). There is no consensus on when or how to treat patients to prevent these complications. This systematic review assessed the rate of proximal propagation, pulmonary embolism, major bleeding and recurrence in patients with isolated calf DVT. METHODS Database searches of MEDLINE, the Cochrane Library, Scopus, CINAHL and Web of Science were undertaken along with extensive cross-referencing. Two independent reviewers screened the papers using stringent inclusion and exclusion criteria. Included studies were graded on six methodological standards. Data on propagation, pulmonary embolism, recurrence and major bleeding were abstracted. RESULTS A total of 4261 papers were found; 15 met the inclusion criteria, including five randomized clinical trials and ten prospective cohort studies. The propagation rate to the popliteal vein or above was around 9 per cent and the rate of pulmonary embolism was close to 1·5 per cent. No studies found anticoagulant therapy to reduce the rate of adverse outcomes. CONCLUSION The literature on calf DVT is heterogeneous, limiting conclusions from data analysis. Adverse outcomes are infrequent and studies do not suggest that they are reduced by anticoagulation.","Garry, J; Duke, A; Labropoulos, N",The British journal of surgery,https://doi.org/10.1002/bjs.10152; https://www.ncbi.nlm.nih.gov/pubmed/27060255/,645
68391,The SNM practice guideline for somatostatin receptor scintigraphy 2.0.,2011,"Large randomized controlled trials (RCTs) remain the gold standard for evaluating treatment efficacy. However, observational studies including non-randomized cohort studies as well as small RCTs have gained increasing attention especially during the SARS-CoV-2 pandemic where critical evaluation of limited therapeutic options are sought to improve patient care while awaiting results for subsequent randomized controlled trials. As the authors have previously discussed, RCTs and observational studies are complementary approaches which often appear synergistic with one another. While not all real-world studies are the same, the results of observational studies are notoriously subject to both known and unknown confounding factors. The utilization of COVID-9 Convalescent Plasma is a timely illustration of evaluating the efficacy and safety of a COVID-19 therapy given the dangerous and often lethal effects of the virus and the limited approved therapeutic options for the disease. While awaiting the results of large RCTS of convalescent plasma, serval observational cohorts and small RCTs have attempted to assess the efficacy and safety of this approach with very mixed results. Among the likely reasons for this failure to provide a definitive answer concerning the value of convalescent plasma are the many limitations inherent to addressing treatment efficacy in non-randomized studies. While such studies are often able to capture information on large numbers of individuals rapidly, it is important to understand that although larger numbers may enhance the precision of estimates provided, larger numbers, in and of themselves, do not increase the accuracy of estimates due to patient selection and other biases. At the same time, both observational studies and small RCTS are constantly at risk for publication bias due to investigator, reviewer and editorial bias toward positive studies. In this commentary we discuss the advantages and limitations of these methodologic approaches when addressing urgently needed evidence on the effectiveness and safety of therapies in a crisis such as the COVID-19 pandemic.","Lyman, Gary H; Desai, Aakash; Leyfman, Yan; Kuderer, Nicole M",Cancer investigation,https://doi.org/10.1080/07357907.2021.1942127; https://www.ncbi.nlm.nih.gov/pubmed/34134587/,645
