,index,Unnamed: 0,title_x,x,y,publish_time_x,abstract,authors,journal,category,cluster
20403,20403,20403,A Critical Review of EU Key Indicators for the Transition to the Circular Economy,23.013414,3.5935004,2021-08-22,"HFE hemochromatosis is characterized by increased iron absorption and iron overload due to variants of the iron-regulating HFE gene. Overt disease is mainly associated with homozygosity for the C282Y variant, although the H63D variant in compound heterozygosity with C282Y (C282Y/H63D) contributes to disease manifestation. In this observational study, we describe the association between biochemical findings, age, gender and HFE genotype in patients referred from general practice to a tertiary care referral center for diagnostic workup based on suspected hemochromatosis due to persistent hyperferritinemia and HFE variants. C282Y and H63D homozygosity were, respectively, the most and least prevalent genotypes and we found a considerable variation in transferrin saturation and ferritin levels independent of HFE genotype, which may indeed represent a diagnostic challenge in general practice. While our results confirm C282Y homozygosity as the major cause of iron accumulation, non-C282Y homozygotes also displayed mild to moderate hyperferritinemia with median ferritin levels at 500–700 µg/L, well above the reference cut-off. Such findings have traditionally been ignored in the clinic, and initiation of iron depletion has largely been restricted to C282Y homozygotes. Nevertheless, superfluous iron can aggravate pathogenesis in combination with other diseases and risk factors, such as inflammation, cancer and hepatopathy, and this possibility should not be neglected by clinicians.","Sandnes, Miriam; Vorland, Marta; Ulvik, Rune J.; Reikvam, Håkon",Genes (Basel),867,18
64808,64808,64808,Body Representations of Internal Pollution: The Risk Perception of the Circulation of Environmental Contaminants in Pregnant and Breastfeeding Women in Spain.,22.599531,2.201891,2020-09-08,"Postural orthostatic tachycardia syndrome (POTS) is a chronic and often disabling disorder characterized by orthostatic intolerance with excessive heart rate increase without hypotension during upright posture. Patients often experience a constellation of other typical symptoms including fatigue, exercise intolerance and gastrointestinal distress. A typical patient with POTS is a female of child-bearing age, who often first displays symptoms in adolescence. The onset of POTS may be precipitated by immunological stressors such as a viral infection. A variety of pathophysiologies are involved in the abnormal postural tachycardia response; however, the pathophysiology of the syndrome is incompletely understood and undoubtedly multifaceted. Clinicians and researchers focused on POTS convened at the National Institutes of Health in July 2019 to discuss the current state of understanding of the pathophysiology of POTS and to identify priorities for POTS research. This article, the first of two articles summarizing the information discussed at this meeting, summarizes the current understanding of this disorder and best practices for clinical care. The evaluation of a patient with suspected POTS should seek to establish the diagnosis, identify co-morbid conditions, and exclude conditions that could cause or mimic the syndrome. Once diagnosed, management typically begins with patient education and non-pharmacologic treatment options. Various medications are often used to address specific symptoms, but there are currently no FDA-approved medications for the treatment of POTS, and evidence for many of the medications used to treat POTS is not robust.","Vernino, Steven; Bourne, Kate M; Stiles, Lauren E; Grubb, Blair P; Fedorowski, Artur; Stewart, Julian M; Arnold, Amy C; Pace, Laura A; Axelsson, Jonas; Boris, Jeffrey R; Moak, Jeffrey P; Goodman, Brent P; Chémali, Kamal R; Chung, Tae H; Goldstein, David S; Diedrich, Andre; Miglis, Mitchell G; Cortez, Melissa M; Miller, Amanda J; Freeman, Roy; Biaggioni, Italo; Rowe, Peter C; Sheldon, Robert S; Shibao, Cyndya A; Systrom, David M; Cook, Glen A; Doherty, Taylor A; Abdallah, Hasan I; Darbari, Anil; Raj, Satish R",Autonomic neuroscience : basic & clinical,867,26
65699,65699,65699,Children's Single-Leg Landing Movement Capability Analysis According to the Type of Sport Practiced.,22.918377,2.1675127,2020-09-03,"Endoplasmic reticulum stress (ER stress) plays a key role in the development of cardiac hypertrophy and diabetic cardiomyopathy (DCM). Zonisamide (ZNS) was originally developed as an antiepileptic drug. Studies have shown that ZNS suppresses ER stress-induced neuronal cell damage in the experimental models of Parkinson's disease. Herein, we investigated whether ZNS improved DCM by attenuating ER stress-induced apoptosis. C57BL/6J mice were fed with high-fat diet (HFD) and intraperitoneally injected with low-dose streptozotocin (STZ) to induce type 2 diabetes mellitus (T2DM), and then treated with ZNS (40 mg·kg-1·d-1, i.g.) for 16 weeks. We showed that ZNS administration slightly ameliorated the blood glucose levels, but significantly alleviated diabetes-induced cardiac dysfunction and hypertrophy. Furthermore, ZNS administration significantly inhibited the Bax and caspase-3 activity, upregulated Bcl-2 activity, and decreased the proportion of TUNEL-positive cells in heart tissues. We analyzed the hallmarks of ER stress in heart tissues, and revealed that ZNS administration significantly decreased the protein levels of GRP78, XBP-1s, ATF6, PERK, ATF4, and CHOP, and elevated Hrd1 protein. In high glucose (HG)-treated primary cardiomyocytes, application of ZNS (3 μM) significantly alleviated HG-induced cardiomyocyte hypertrophy and apoptosis. ZNS application also suppressed activated ER stress in HG-treated cardiomyocytes. Moreover, preapplication of the specific ER stress inducer tunicamycin (10 ng/mL) eliminated the protective effects of ZNS against HG-induced cardiac hypertrophy and ER stress-mediated apoptosis. Our findings suggest that ZNS improves the cardiac diastolic function in diabetic mice and prevents T2DM-induced cardiac hypertrophy by attenuating ER stress-mediated apoptosis.","Tian, Jia-Hui; Wu, Qian; He, Yong-Xiang; Shen, Qi-Ying; Rekep, Mubarak; Zhang, Gui-Ping; Luo, Jian-Dong; Xue, Qin; Liu, Ying-Hua",Acta pharmacologica Sinica,867,1
65802,65802,65802,Neighborhood Socioeconomic Deprivation Associated with Fat Mass and Weight Status in Youth.,22.796305,2.3002086,2020-09-03,,"Anderson, J Martin",Operative dentistry,867,5
75018,75018,75018,Pilot testing an electronic food diary among Registered Nurses working night shifts.,22.537258,2.256618,2020-09-28,,"Chatburn, Robert L",Respiratory care,867,5
84322,84322,84322,Enhancement of Contact Lens Disinfection by Combining Disinfectant with Visible Light Irradiation.,22.642319,2.1863306,2020-09-03,"Updated several times a week with posts by a wide variety of authors, AJN's blog Off the Charts allows us to provide more timely-and often more personal-perspectives on professional, policy, and clinical issues. Best of the Blog is a regular column to draw the attention of AJN readers to posts we think deserve a wider audience. To read more, please visit: www.ajnoffthecharts.com.","Maouyo, Rachel; Noon, Bridget; Hobilla, Barbara; Kim, Hojung; Roush, Karen",The American journal of nursing,867,20
111862,111862,111862,Estimated 24 h Urinary Sodium-to-Potassium Ratio Is Related to Renal Function Decline: A 6-Year Cohort Study of Japanese Urban Residents.,22.599415,2.1900632,2020-08-11,"INTRODUCTION Military training is associated with a high incidence of knee pain. Conversion from a rearfoot to non-rearfoot strike during running is effective at reducing knee pain in research environments. The purpose of this report was to demonstrate run retraining as a clinical intervention for service members with knee pain. METHODS Sixteen service members with running-related chronic knee pain underwent run retraining that converted foot strike from a rearfoot to a non-rearfoot strike using real-time visual feedback. The Lower Extremity Functional Scale (LEFS) and Numerical Pain Rating Scale (NPRS) for knee pain during running were assessed pretraining, at the final training session and at a 1-month follow-up. During running, foot inclination angle and vertical ground reaction force (VGRF) average loading rate were measured pretraining and at 1 month of follow-up. RESULTS Service members underwent 7.4±1.0 training sessions over the course of 15.8±4.6 days. LEFS improved by 8±6 points immediately after retraining, with an overall improvement of 10±6 points from pretraining to 1-month follow-up (p<0.01). NPRS improved by 2.0±0.4 points immediately after retraining, with an overall improvement of 2.0±0.4 points from pretraining to 1-month follow-up (p<0.01). Conversion to a non-rearfoot strike pattern was apparent at follow-up for all but two patients. VGRF average loading rate decreased by 56%±17% (p<0.01) from pretraining to 1-month follow-up. CONCLUSIONS Knee pain and function improved as a result of non-rearfoot strike run retraining, which supports the clinical use of this evidence-based intervention.","Mazzone, Brittney; Yoder, A; Condon, R; Farrokhi, S",BMJ military health,867,5
127308,127308,127308,"Individual Circadian Preference, Shift Work, and Risk of Medication Errors: A Cross-Sectional Web Survey among Italian Midwives.",22.715483,2.4446878,2020-08-11,"BACKGROUND The randomized controlled trial (RCT) is considered the gold standard study design to inform decisions about the effectiveness of interventions. However, a common limitation is inadequate reporting of the applicability of the intervention and trial results for people who are ""socially disadvantaged"" and this can affect policy-makers' decisions. We previously developed a framework for identifying health-equity-relevant trials, along with a reporting guideline for transparent reporting. In this study, we provide a descriptive assessment of health-equity considerations in 200 randomly sampled equity-relevant trials. METHODS We developed a search strategy to identify health-equity-relevant trials published between 2013 and 2015. We randomly sorted the 4316 records identified by the search and screened studies until 100 individually randomized (RCTs) and 100 cluster randomized controlled trials (CRTs) were identified. We developed and pilot-tested a data extraction form based on our initial work, to inform the development of our reporting guideline for equity-relevant randomized trials. RESULTS In total, 39 trials (20%) were conducted in a low- and middle-income country and 157 trials (79%) in a high-income country focused on socially disadvantaged populations (78% CRTs, 79% RCTs). Seventy-four trials (37%) reported a subgroup analysis across a population characteristic associated with disadvantage (25% CRT, 49% RCTs), with 19% of included studies reporting subgroup analyses across sex, 9% across race/ethnicity/culture, and 4% across socioeconomic status. No subgroup analyses were reported for place of residence, occupation, religion, education, or social capital. One hundred and forty-one trials (71%) discussed the applicability of their results to one or more socially disadvantaged populations (68% of CRT, 73% of RCT). DISCUSSION In this set of trials, selected for their relevance to health equity, data that were disaggregated for socially disadvantaged populations were rarely reported. We found that even when the data are available, opportunities to analyze health-equity considerations are frequently missed. The recently published equity extension of the Consolidated Reporting Standards for Randomized Trials (CONSORT-Equity) may help improve delineation of hypotheses related to socially disadvantaged populations, and transparency and completeness of reporting of health-equity considerations in RCTs. This study can serve as a baseline assessment of the reporting of equity considerations.","Petkovic, Jennifer; Jull, Janet; Yoganathan, Manosila; Dewidar, Omar; Baird, Sarah; Grimshaw, Jeremy M; Johansson, Kjell Arne; Kristjansson, Elizabeth; McGowan, Jessie; Moher, David; Petticrew, Mark; Robberstad, Bjarne; Shea, Beverley; Tugwell, Peter; Volmink, Jimmy; Wells, George A; Whitehead, Margaret; Cuervo, Luis Gabriel; White, Howard; Taljaard, Monica; Welch, Vivian",Trials,867,31
141523,141523,141523,Therapeutic Relationship in eHealth-A Pilot Study of Similarities and Differences between the Online Program Priovi and Therapists Treating Borderline Personality Disorder.,22.603905,2.3503015,2020-09-03,"Exposure to childhood trauma is extremely common (>60%) and is a leading risk factor for fear-based disorders, including anxiety and posttraumatic stress disorder. These disorders are characterized by deficits in fear extinction and dysfunction in underlying neural circuitry. Given the strong and pervasive link between childhood trauma and the development of psychopathology, fear extinction may be a key mechanism. The present study tests the impact of childhood trauma exposure on fear extinction and underlying neural circuitry. Children (N = 44, 45% trauma-exposed; 6-11 yrs) completed a novel two-day virtual reality fear extinction experiment. On day one, participants underwent fear conditioning and extinction. Twenty-four hours later, participants completed a test of extinction recall during fMRI. Conditioned fear was measured throughout the experiment using skin conductance and fear-related behavior, and activation in fear-related brain regions was estimated during recall. There were no group differences in conditioned fear during fear conditioning or extinction learning. During extinction recall, however, trauma-exposed children kept more distance from both the previously extinguished and the safety cue, suggesting poor differentiation between threat and safety cues. Trauma-exposed youth also failed to approach the previously extinguished cue over the course of extinction recall. The effects on fear-related behavior during extinction recall were accompanied by higher activation to the previously extinguished cue in fear-relevant brain regions, including the dorsal anterior cingulate cortex and anterior insula, in trauma-exposed relative to control children. Alterations in fear-related brain regions and fear-related behavior may be a core mechanism through which childhood trauma confers heightened vulnerability to psychopathology.","Marusak, Hilary A; Hehr, Aneesh; Bhogal, Amanpreet; Peters, Craig; Iadipaolo, Allesandra; Rabinak, Christine A",Behavioural brain research,867,26
199530,199530,199530,Children's Anxiety and Factors Related to the COVID-19 Pandemic: An Exploratory Study Using the Children's Anxiety Questionnaire and the Numerical Rating Scale,22.922657,2.5459132,2020,"BACKGROUND The coronavirus (COVID-19) global pandemic has been a poignant reminder of the value of telehealth services to deliver care, especially as a means of reducing the risk of infectious disease transmission caused by close personal contact, decreasing unnecessary travel for medical consultations, and limiting the number of individuals in waiting rooms. The role of telehealth in ophthalmology has historically been limited to store-and-forwarding of images, much like what is used in radiology. PATIENTS AND METHODS Remote evaluation using two-way audio-video communications over the initial 10-week period of clinic shutdowns. Visual acuity (VA) measurement was attempted using a printed single surrounded HOTV or Snellen chart. The VA measurement of fellow eyes was compared to the prior in person clinical visit. External and strabismus examinations were also conducted. RESULTS Fifty-eight patients were evaluated with a mean age 12.5 years (range 5 months to 82 years). Twenty of 58 (34%) were younger than 5 years of age. Reasons for evaluation were strabismus in 26 patients (45%), refractive error in 25 (43%), and amblyopia in 10 patients (19%). Recognition visual acuity was obtained in 69% (40 of 58), including every patient older than 5 years of age. Nine children from 2 to 5 years of age (mean 3 years) were unable to perform HOTV VA testing. Of nine children unable to do complete VA testing, five had been premature and seven had developmental delay. There was a mean bias of -0.12 logMAR in favor of the prior in office test in the right eyes of 21 non-amblyopic patients. The 95% limits of agreement between the in-person visit and the subsequent telehealth video visit logMAR VA were +0.20 logMAR upper limit, -0.44 logMAR lower limit. CONCLUSIONS Telehealth video visits provided basic ophthalmic information in patients who are physically incapable to come to the office, leading to improved triage. Vision could be tested remotely in young children, but we found substantial variability in the measurement of clinically normal eyes. Improvements in the reliability of at-home visual acuity testing are needed.","Christoff, Alex; Guo, Xinxing; Repka, Michael X",Journal of binocular vision and ocular motility,867,16
