,title_x,publish_time_x,abstract,authors,journal,url,category
216,Antimicrobial and antioxidant activities of Cortex Magnoliae Officinalis and some other medicinal plants commonly used in South-East Asia,2008-11-28,"BACKGROUND: Eight medicinal plants were tested for their antimicrobial and antioxidant activities. Different extraction methods were also tested for their effects on the bioactivities of the medicinal plants. METHODS: Eight plants, namely Herba Polygonis Hydropiperis (Laliaocao), Folium Murraya Koenigii (Jialiye), Rhizoma Arachis Hypogea (Huashenggen), Herba Houttuyniae (Yuxingcao), Epipremnum pinnatum (Pashulong), Rhizoma Typhonium Flagelliforme (Laoshuyu), Cortex Magnoliae Officinalis (Houpo) and Rhizoma Imperatae (Baimaogen) were investigated for their potential antimicrobial and antioxidant properties. RESULTS: Extracts of Cortex Magnoliae Officinalis had the strongest activities against M. Smegmatis, C. albicans, B. subtilis and S. aureus. Boiled extracts of Cortex Magnoliae Officinalis, Folium Murraya Koenigii, Herba Polygonis Hydropiperis and Herba Houttuyniae demonstrated greater antioxidant activities than other tested medicinal plants. CONCLUSION: Among the eight tested medicinal plants, Cortex Magnoliae Officinalis showed the highest antimicrobial and antioxidant activities. Different methods of extraction yield different spectra of bioactivities.","Chan, Lai Wah; Cheah, Emily LC; Saw, Constance LL; Weng, Wanyu; Heng, Paul WS",Chin Med,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2631514/,110
5282,The public perception of the value of vaccines - the case of Switzerland,2008-06-27,"A number of different laboratories reported on studies with orally administered interferons and cytokines. Their observations extend previous observations which showed that orally administered interferons and cytokines can exert both local and systemic effects. As difficult as it may be to understand how orally administered interferons and cytokines may exert both effects, the increasing number of laboratories that demonstrate biological effects with orally administered cytokines suggests that serious consideration be given to the possibility that orally administered interferons and cytokines can indeed exert effects. They also raise the possibility that these effects may have biological relevance for the treatment of human disease. Moreover, they may indicate that the nasal/oral region is a window on the environment. It is most important, however, to assure that these experiments are performed with special care to avoid presenting preliminary data that is not properly controlled. It is essential to carry out these studies with sufficient animals or patients to ascertain their significance; and to plan the studies as double-blind evaluations to avoid misinterpretations when subjective tests are used. Nevertheless, the overall data presented give one the impression of an area that should be pursued.","Georgiades, Jerzy A.; Fleischmann, W. Robert",Biotherapy,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7088415/,110
8886,A Tale of Two Systems: Health Reform in China and the United States,2010-02-25,,,J Infect,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7133687/,110
12010,Thoughts of a Premedical Student on the Current State of the Medical School Application Process,2020-07-14,"Sleep apnea causes cognitive deficits and is associated with several neurologic diseases. Intermittent hypoxia (IH) is recognized as a principal mediator of pathophysiology associated with sleep apnea, yet the basis by which IH contributes to impaired cognition remains poorly defined. Using a mouse model exposed to IH, this study examines how the transcription factor, hypoxia inducible factor 1a (HIF1a), contributes to disrupted synaptic physiology and spatial memory. In wild-type mice, impaired performance in the Barnes maze caused by IH coincided with a loss of NMDA receptor (NMDAr)-dependent long-term potentiation (LTP) in area CA1 and increased nuclear HIF1a within the hippocampus. IH-dependent HIF1a signaling caused a two-fold increase in expression of the reactive oxygen species (ROS) generating enzyme NADPH oxidase 4 (NOX4). These changes promoted a pro-oxidant state and the downregulation of GluN1 within the hippocampus. The IH-dependent effects were not present in either mice heterozygous for Hif1a (HIF1a(+/−)) or wild-type mice treated with the antioxidant manganese (III) tetrakis(1-methyl-4-pyridyl) porphyrin (MnTMPyP). Our findings indicate that HIF1a-dependent changes in redox state are central to the mechanism by which IH disrupts hippocampal synaptic plasticity and impairs spatial memory. This mechanism may enhance the vulnerability for cognitive deficit and lower the threshold for neurologic diseases associated untreated sleep apnea.","Arias-Cavieres, Alejandra; Khuu, Maggie A.; Nwakudu, Chinwendu U.; Barnard, Jasmine E.; Dalgin, Gokhan; Garcia, Alfredo J.",eNeuro,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7363479/,110
12157,Coagulation profile in severe COVID-19 patients: what do we know so far?,2020,,"Smith, James A.; Watkins, Daphne C.; Griffith, Derek M.",Am J Mens Health,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7383705/,110
15577,The design and implementation of a longitudinal social medicine curriculum at the University of Vermont’s Larner College of Medicine,2021-02-24,"The term “giant cell myositis” has been used to refer to muscle diseases characterized histologically by multinucleated giant cells. Myasthenia gravis is an autoimmune neuromuscular junction disorder. The rare concurrence of giant cell myositis with myasthenia gravis has been reported; however, the clinical and histological features have varied widely. Here, we present such a case and a review of the literature. An 82-year-old woman admitted for subacute, progressive, proximal muscle weakness developed acute-onset dysphagia, dysphonia, and respiratory distress 5 days after admission. Laboratory findings were positive for acetylcholine receptor binding antibodies and striational muscle antibodies against titin. Muscle biopsy demonstrated widespread muscle fiber necrosis with multinucleated giant cells, consistent with giant cell myositis. She died despite treatment with pulse methylprednisolone and plasma exchange. A literature review of the PubMed and Scopus databases from 1944 to 2020 identified 15 additional cases of these co-existing diagnoses. We found that giant cell myositis with myasthenia gravis primarily affects female patients, is typically diagnosed in the 6–7th decades, and is characterized by the presence of thymoma. Muscle histology predominantly shows giant cell infiltrate without granulomas. The onset of myasthenia gravis symptoms may precede, follow, or coincide with symptoms of myositis. Treatment with thymectomy, anticholinesterase inhibitors, or immunosuppressive therapy may lead to favorable clinical outcomes.","Scangarello, Frank A; Angel-Buitrago, Luisa; Lang-Orsini, Melanie; Geevarghese, Alexander; Arkun, Knarik; Soto, Oscar; Vullaganti, Mithila; Kalish, Robert",Clin Rheumatol,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7904393/,110
17206,Medical Students Respond: Question Precision and Gender Differentiation. Comment on “Understanding Medical Students’ Attitudes Toward Learning eHealth: Questionnaire Study”,2021-02-11,"BACKGROUND: The relationship between physical activity and mental health, especially the symptoms of major depressive disorder (MDD) and generalized anxiety disorder (GAD), has received increasing attention in recent years. OBJECTIVE: The aim of this study was to explore the association between fulfilling the World Health Organization (WHO) global recommendations on physical activity and the risk and symptoms of MDD and GAD in the Saudi population. METHODS: This study was a secondary analysis of data from a large nationwide cross-sectional survey conducted via phone interviews in June and July 2020. In this study, a proportional quota sampling technique was used to obtain an equal distribution of participants, stratified by age and gender, across the 13 regions of Saudi Arabia. The main mental health screening tool used for the risk of MDD was the Patient Health Questionnaire-9 (PHQ-9). Risk of GAD was measured using the Generalized Anxiety Disorder-7 (GAD-7) scale. Participants self-reported whether they fulfill the WHO global recommendations on (1) moderate-intensity aerobic physical activity (MIPA) and (2) vigorous-intensity aerobic physical activity (VIPA). The results were then analyzed based on the following two categories: fulfilling the WHO global recommendations or not. RESULTS: The data analysis included 8333 participants recruited in the main study between June and July 2020. The response rate was 81.45% (8333/10,231). Of them, 50.3% (4192/8333) were female, and the mean age was 36.5 years, with a median age of 36 years and a range from 18 to 90 years. The average total PHQ-9 score was 5.61, and the average total GAD-7 score was 4.18. For men, the average total PHQ-9 and GAD-7 scores were associated with fulfilling recommendations for MIPA; however, there were no associations for VIPA in both sexes. Fulfilling the WHO’s recommendations for MIPA was associated with considerably fewer depressive symptoms in six of the nine items in the PHQ-9. Moreover, fulfilling recommendations for MIPA was associated with considerably fewer anxiety symptoms in six of the seven items in the GAD-7. However, fulfilling recommendations for VIPA was significantly associated with more depressive symptoms in one of the PHQ-9 items (“Thoughts that you would be better off dead or thoughts of hurting yourself in some way;” P<.001). CONCLUSIONS: This study has shown that fulfilling guidelines on MIPA is associated with less overall risk of MDD and GAD in males and fewer depressive and anxiety symptoms generally in a nonclinical population. In the general population, an increase in MIPA may improve well-being and general mental health.","Althumiri, Nora A; Basyouni, Mada H; BinDhim, Nasser F",JMIR Public Health Surveill,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8082387/,110
17573,Distribution of genotypes in relation to metronidazole susceptibility patterns in Trichomonas vaginalis isolated from South African pregnant women,2021-05-18,"Fc gamma receptors (FcγR) are cell surface glycoproteins which trigger specific effector-cell responses when cross-linked with the Fc portions of immunoglobulin (IgG) antibodies. During HIV-1 infection, the course of disease progression, ART response, and viral reservoir size vary in different individuals. Several factors may account for these differences; however, Fc gamma receptor gene polymorphisms, which influence receptor binding to IgG antibodies, are likely to play a key role. FcγRIIa (CD32) was recently reported as a potential marker for latent HIV reservoir, however, this assertion is still inconclusive. Whether FcγR polymorphisms influence the size of the viral reservoir, remains an important question in HIV cure studies. In addition, potential cure or viral suppression methods such as broadly neutralizing antibody (bNAbs) may depend on FcγRs to control the virus. Here, we discuss the current evidence on the potential role played by FcγR polymorphisms in HIV-1 infection, treatment and vaccine trial outcomes. Importantly, we highlight contrasting findings that may be due to multiple factors and the relatively limited data from African populations. We recommend further studies especially in sub-Saharan Africa to confirm the role of FcγRIIa in the establishment of latent reservoir and to determine their influence in therapies involving bNAbs.","Lamptey, Helena; Bonney, Evelyn Y.; Adu, Bright; Kyei, George B.",Front Immunol,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8129575/,110
17931,What are the challenges for antibiotic stewardship at the community level? An analysis of the drivers of antibiotic provision by informal healthcare providers in rural India,2021-04-11,,"Griffioen, Arjan W.; Dudley, Andrew C.",Angiogenesis,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8164393/,110
17982,Public Attitudes towards Medicinal Waste and Medicines Reuse in a ‘Free Prescription’ Healthcare System,2021-04-08,"Cerebrovascular diseases are pathological conditions involving impaired blood flow in the brain, primarily including ischaemic stroke, intracranial haemorrhage, and subarachnoid haemorrhage. The nucleotide-binding and oligomerisation (NOD) domain-like receptor (NLR) family pyrin domain (PYD)-containing 3 (NLRP3) inflammasome is a protein complex and a vital component of the immune system. Emerging evidence has indicated that the NLRP3 inflammasome plays an important role in cerebrovascular diseases. The function of the NLRP3 inflammasome in the pathogenesis of cerebrovascular diseases remains an interesting field of research. In this review, we first summarised the pathological mechanism of cerebrovascular diseases and the pathological mechanism of the NLRP3 inflammasome in aggravating atherosclerosis and cerebrovascular diseases. Second, we outlined signalling pathways through which the NLRP3 inflammasome participates in aggravating or mitigating cerebrovascular diseases. Reactive oxygen species (ROS)/nuclear factor kappa-light-chain-enhancer of activated B cells (NF-κB), ROS/thioredoxin-interacting protein (TXNIP) and purinergic receptor-7 (P2X7R) signalling pathways can activate the NLRP3 inflammasome; activation of the NLRP3 inflammasome can aggravate cerebrovascular diseases by mediating apoptosis and pyroptosis. Autophagy/mitochondrial autophagy, nuclear factor E2-related factor-2 (Nrf2), interferon (IFN)-β, sirtuin (SIRT), and phosphoinositide 3-kinase (PI3K)/protein kinase B (AKT) reportedly alleviate cerebrovascular diseases by inhibiting NLRP3 inflammasome activation. Finally, we explored specific inhibitors of the NLRP3 inflammasome based on the two-step activation of the NLRP3 inflammasome, which can be developed as new drugs to treat cerebrovascular diseases.","Bai, Rongrong; Lang, Yue; Shao, Jie; Deng, Yu; Refuhati, Reyisha; Cui, Li",ASN Neuro,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8168029/,110
