,index,Unnamed: 0,title_x,x,y,publish_time_x,abstract,authors,journal,category,cluster
5132,5132,5132,Basismaßnahmen zur Wiederbelebung Erwachsener und Verwendung automatisierter externer Defibrillatoren: Sektion 2 der Leitlinien zur Reanimation 2010 des European Resuscitation Council,11.028434,1.7326186,2010-11-13,,,Ecohealth,464,22
6274,6274,6274,Der Notfallplan des Krankenhauses bei ABC-Gefahrenlagen,10.607596,1.9051591,2008-01-21,,"Jiang, ChengYu",Sci China Life Sci,464,1
6517,6517,6517,Malaria und andere notfallmedizinische relevante Tropenerkrankungen mit dem Leitsymptom Fieber,10.738585,1.7885807,2016-05-23,"BACKGROUND: Guillain–Barre syndrome (GBS) is a well known entity that has many infectious agents reported as antecedent events. The spectrum of GBS includes acute inflammatory demyelinating polyneuropathy (AIDP), acute motor axonal neuropathy (AMAN), acute motor sensory axonal neuropathy (AMSAN), and some other variants like Miller-Fisher syndrome (MFS). METHODS: Patient with AMAN variant of GBS after severe bilateral pneumonia and ARDS due to the novel pandemic H1N1 influenza A virus is presented. RESULTS: 28-year-old white female was admitted to our Intensive Care Unit during the influenza pandemic because of severe ARDS due to bilateral pneumonia. The course of the disease was complicated with the new onset tetraplegia due to the AMAN variant of GBS. Treatment with plasma exchange was conducted and the patient had satisfactory recovery. CONCLUSION: We report a case of AMAN variant of GBS associated with proven H1N1 influenza A infection. This virus has not been reported previously as the agent of antecedent infection that induced this disorder. Risk factors for other causes of ICU neuromuscular weakness are usually present in the ICU patients and should not be the reason for reluctance in active quest for GBS. Once the diagnosis of GBS is established or suspected the treatment with plasma exchange or intravenous immune globulin is indicated.","Kutleša, Marko; Santini, Marija; Krajinović, Vladimir; Raffanelli, Dinko; Baršić, Bruno",Neurocrit Care,464,22
6596,6596,6596,Nichtinvasive Beatmung bei Kindern mit akuter respiratorischer Insuffizienz,10.999783,1.9590396,2017-10-02,"Influenza pandemics are complex events that have occurred frequently throughout human history, three during the past century alone. Now the world is facing the first 21st century pandemic, and the comparison among them is essential to identify common epidemiologic patterns, clinical characteristics, and outcomes. The evolution of medicine, including diagnostic and treatment options, the critical care advances, and global responses are new interventions that could modify the general outcome of the pandemic. Learning from past and current events could lead to a plan for prompt and efficient response in future pandemics and may be help us to predict the unpredictable.","Domínguez-Cherit, Guillermo; Ñamendys-Silva, Silvio A.; de la Torre, Alethse; Macias, Alejandro E.; Cordova-Villalobos, Jose Angel",Curr Infect Dis Rep,464,22
10625,10625,10625,Management in der Behandlung von Patienten nach Einsatz biologischer Agenzien,11.045062,1.8992386,2003-12-13,,,Notf Rett Med,464,22
10783,10783,10783,Mitteilungen der DGRh,10.795974,2.0486257,2020-05-06,"BACKGROUND: Scrub typhus can present with atypical signs and symptoms such as those of acute kidney injury, gastroenteritis, pneumonitis, and acute respiratory distress syndrome. Meningitis, encephalitis, and hepatic dysfunction have also been reported, particularly in severe cases with multisystem involvement. Scrub typhus has never been reported in the literature to cause urinary tract infections (UTIs) which includes cystitis and pyelonephritis. CASE PRESENTATION: A 45-year old male presenting to the outpatient unit with fever, right flank pain, and burning micturition for three days was initially treated for UTI. However, he returned to the hospital on the fourth day of illness with persistent symptoms. He was hospitalized, with intravenous (IV) ceftriaxone. Computerized tomography scan of his abdomen-pelvis showed features of acute pyelonephritis, so his antibiotics were upgraded to meropenem and teicoplanin. Despite this, the patient’s condition deteriorated. Laboratory investigations showed multisystem involvement: decreasing platelets, raised creatinine, and deranged liver panel. As Kathmandu was hit by dengue epidemic during the patient’s hospitalization, on the seventh day of his illness, blood samples were sent for tropical fever investigation. All tests came out negative except for scrub typhus—IgM antibodies positive on rapid diagnostic test. The patient’s symptoms subsided after 48 h of starting doxycycline and he became fully asymptomatic four days later. Fever did not recur even after discontinuing other IV antibiotics, favoring scrub typhus disease rather than systemic bacterial sepsis. CONCLUSIONS: Scrub typhus is an emerging infectious disease of Nepal. Therefore, every unexplained fever cases (irrespective of clinical presentation) should be evaluated for potential Rickettsiosis. Moreover, for cases with acute pyelonephritis, atypical causative agents should be investigated, for example scrub typhus in this case.","Bhattarai, Tulsi; Poudel, Sujan Chandra; Pokharel, Nishma; Bhattarai, Suraj",BMC Infect Dis,464,1
10784,10784,10784,Mitteilungen der DGG,10.854419,1.9242889,2020-05-06,"BACKGROUND: Severe flail chest is a life-threatening situation. The Nuss procedure is a new effective treatment for severe flail chest patients who cannot be weaned from prolonged mechanical ventilation in the last few years. However, the procedure is not suitable when there are multiple fractures in both the anterior and lateral chest walls. Here, we reported a rare case of severe flail chest in a patient who suffered multiple fractures in both the anterior and lateral chest walls in a traffic accident. CASE PRESENTATION: A 49-year-old patient suffered severe flail chest by a steering wheel in a traffic accident with multiple fractures in both the anterior and lateral chest walls. In the beginning, the patient was administrated with mechanical ventilation because of acute respiratory distress syndrome (ARDS) for more than 1 week. Then the patient suffered from a severe lung infection and decreased blood oxygen saturation. After a multidiscipline discussion (MDT), three rib fixation plates were first used to rebuild the stability of lateral chest walls, then two Nuss bars were inserted to eliminate paradoxical movement in the anterior chest wall. Finally, the patient recovered smoothly after the combining procedure. CONCLUSIONS: Severe flail chest patients with both the anterior and lateral chest walls after trauma are in a life-threatening situation, and require an appropriate procedure to get out of danger in time. Rib fixation is an effective treatment when the fractured sites are few and the fractured area is small. The Nuss procedure is a new effective method for severe flail chest with multiple fractures in an anterior chest wall, which is also a minimally invasive and short time-consuming procedure. However, it does not suitable for the patient with multiple fractures in lateral chest walls. Combining the use of Nuss procedure and rib fixation can solve severe flail chest with multiple ribs and sternum fractures in both the anterior and lateral chest walls, and the outcome of this procedure is satisfying in the present rare case.","Guo, Quanwei; Zhang, Jinghui; Cai, Kaican; Zhang, Jianhua",BMC Surg,464,1
10943,10943,10943,Behandlung von Patienten in Corona-Ambulanzen: COVID-19-Pandemie,10.655871,1.7723985,2020-05-14,"BACKGROUND: Although recently published randomised controlled trials did not confirm significant positive effect of ART-123 or polymyxin B‑immobilised haemoperfusion (PMX-HP) on survival outcome, previous studies using a dataset of 3195 patients with sepsis registered at 42 intensive care units throughout Japan revealed significantly reduced mortality following these treatments. A study has suggested the efficacy of combination therapy with ART-123 and PMX-HP; however, it did not evaluate the effect modification between them. We hypothesised that coadministration of ART-123 and PMX-HP has a significant positive effect modification on survival outcome. The purpose of this study was to evaluate the effect modification between ART-123 and PMX-HP treatment on the survival outcome of sepsis using post hoc analysis of the dataset of the Japan Septic Disseminated Intravascular Coagulation registry. RESULTS: Of the 3195 patients recorded in the registry, 2350 were analysed. The product term between ART-123 and PMX-HP was analysed by the Cox regression model to evaluate significance. The primary outcome of this study was hospital mortality. Although the administration of ART-123 was independently positively associated with survival outcome (adjusted hazard ratio [HR]: 0.834, 95% confidence interval [CI] 0.695–0.999; P = 0.049) in the model prior to the introduction of the product term, a significant effect modification on survival outcome was observed between the administration of ART-123 and PMX-HP treatment (adjusted HR: 0.667, 95% CI 0.462–0.961; P = 0.030). CONCLUSIONS: The main effect of the administration of ART-123 may be beneficial for survival outcome in patients with sepsis. In addition, a significant beneficial effect modification on survival outcome was observed between the administration of ART-123 and PMX-HP treatment.","Mochizuki, Katsunori; Mori, Kotaro; Kamijo, Hiroshi; Ichikawa, Michitaro; Nitta, Kenichi; Imamura, Hiroshi",Ann Intensive Care,464,21
15012,15012,15012,WALANT in plastic surgery trauma – why wait?,10.976187,1.7599461,2020-12-14,,"Jalali, Mohammad S; DiGennaro, Catherine; Sridhar, Devi",Lancet Glob Health,464,31
16039,16039,16039,Mitteilungen der ÖGGG,10.931231,1.7204641,2021-03-10,"Speech processing is built upon encoding by the auditory nerve and brainstem, yet we know very little about how these processes unfold in specific subcortical structures. These structures are deep and respond quickly, making them difficult to study during ongoing speech. Recent techniques have begun to address this problem, but yield temporally broad responses with consequently ambiguous neural origins. Here, we describe a method that pairs re-synthesized ‘peaky’ speech with deconvolution analysis of electroencephalography recordings. We show that in adults with normal hearing the method quickly yields robust responses whose component waves reflect activity from distinct subcortical structures spanning auditory nerve to rostral brainstem. We further demonstrate the versatility of peaky speech by simultaneously measuring bilateral and ear-specific responses across different frequency bands and discuss the important practical considerations such as talker choice. The peaky speech method holds promise as a tool for investigating speech encoding and processing, and for clinical applications.","Polonenko, Melissa J; Maddox, Ross K",,464,1
