,title_x,publish_time_x,abstract,authors,journal,url,category
353,"HIV-related restrictions on entry, residence and stay in the WHO European Region: a survey",2010-01-15,"BACKGROUND: Back in 1987, the World Health Organization (WHO) concluded that the screening of international travellers was an ineffective way to prevent the spread of HIV. However, some countries still restrict the entrance and/or residency of foreigners with an HIV infection. HIV-related travel restrictions have serious implications for individual and public health, and violate internationally recognized human rights. In this study, we reviewed the current situation regarding HIV-related travel restrictions in the 53 countries of the WHO European Region. METHODS: We retrieved the country-specific information chiefly from the Global Database on HIV Related Travel Restrictions at hivtravel.org. We simplified and standardized the database information to enable us to create an overview and compare countries. Where data was outdated, unclear or contradictory, we contacted WHO HIV focal points in the countries or appropriate non-governmental organizations. The United States Bureau of Consular Affairs website was also used to confirm and complement these data. RESULTS: Our review revealed that there are no entry restrictions for people living with HIV in 51 countries in the WHO European Region. In 11 countries, foreigners living with HIV applying for long-term stays will not be granted a visa. These countries are: Andorra, Armenia, Cyprus (denies access for non-European Union citizens), Hungary, Kazakhstan, Moldova, the Russian Federation, Tajikistan, Turkmenistan, Ukraine and Uzbekistan. In Uzbekistan, an HIV-positive foreigner cannot even enter the country, and in Georgia, we were not able to determine whether there were any HIV-related travel restrictions due to a lack of information. CONCLUSIONS: In 32% of the countries in the European Region, either there are some kind of HIV-related travel restrictions or we were unable to determine if such restrictions are in force. Most of these countries defend restrictions as being justified by public health concerns. However, there is no evidence that denying HIV-positive foreigners access to a country is effective in protecting public health. Governments should revise legislation on HIV-related travel restrictions. In the meantime, a joint effort is needed to draw attention to the continuing discrimination and stigmatization of people living with HIV that takes place in those European Region countries where such laws and policies are still in force.","Lazarus, Jeffrey V; Curth, Nadja; Weait, Matthew; Matic, Srdan",J Int AIDS Soc,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2823611/,160
6177,Twitter sentiment classification for measuring public health concerns,2015-05-12,"In 2017, an autologous chimeric antigen receptor (CAR) T cell therapy indicated for children and young adults with relapsed and/or refractory CD19(+) acute lymphoblastic leukaemia became the first gene therapy to be approved in the USA. This innovative form of cellular immunotherapy has been associated with remarkable response rates but is also associated with unique and often severe toxicities, which can lead to rapid cardiorespiratory and/or neurological deterioration. Multidisciplinary medical vigilance and the requisite health-care infrastructure are imperative to ensuring optimal patient outcomes, especially as these therapies transition from research protocols to standard care. Herein, authors representing the Pediatric Acute Lung Injury and Sepsis Investigators (PALISI) Network Hematopoietic Stem Cell Transplantation (HSCT) Subgroup and the MD Anderson Cancer Center CAR T Cell Therapy-Associated Toxicity (CARTOX) Program have collaborated to provide comprehensive consensus guidelines on the care of children receiving CAR T cell therapy.","Mahadeo, Kris M.; Khazal, Sajad J.; Abdel-Azim, Hisham; Fitzgerald, Julie C.; Taraseviciute, Agne; Bollard, Catherine M.; Tewari, Priti; Duncan, Christine; Traube, Chani; McCall, David; Steiner, Marie E.; Cheifetz, Ira M.; Lehmann, Leslie E.; Mejia, Rodrigo; Slopis, John M.; Bajwa, Rajinder; Kebriaei, Partow; Martin, Paul L.; Moffet, Jerelyn; McArthur, Jennifer; Petropoulos, Demetrios; O’Hanlon Curry, Joan; Featherston, Sarah; Foglesong, Jessica; Shoberu, Basirat; Gulbis, Alison; Mireles, Maria E.; Hafemeister, Lisa; Nguyen, Cathy; Kapoor, Neena; Rezvani, Katayoun; Neelapu, Sattva S.; Shpall, Elizabeth J.",Nat Rev Clin Oncol,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7096894/,160
12012,Strands of injustice,2020-07-15,"BACKGROUND: Terrorism-related incidents that are associated with mass casualties (mass-casualty terrorist incidents) are a medical and organisational challenge for every hospital because of the special injury patterns involved, the time of the incident, the development of the situation, the initial lack of information, the number of injured, and the number of uninjured survivors who self-refer to a hospital. METHODS: The Terror and Disaster Surgical Care (TDSC®) - Course was developed in order to address mass-casualty terrorist incidents and to provide surgeons with the specialist medical and surgical knowledge and skills required for these special situations. The focus of the TDSC® course is on how to provide surgical care and how to deploy scarce resources in a particular tactical situation in such a way that the number of survivors is maximised. RESULTS: The effective management of such a tactical situation must be based on priorities and first and foremost requires the standardised sorting and categorisation of the injured at the hospital. The aim of triage, or the sorting of the injured, is to immediately identify patients with life-threatening injuries in environments with strained resources. The medical management of mass-casualty terrorist incidents requires tactical abbreviated surgical care (TASC) teams that have the skills needed to perform a primary survey and to provide care for casualties who need immediate surgery (triage category 1—T1). Initial fluid therapy should be restrictive (permissive hypotension) unless contraindicated. Clotting products are replaced in a standardised manner on the basis of patient requirements, which are calculated using rapidly available surrogates (blood gas analysis). Blood products can be administered or kept available depending on risks and triage categories. The highest priority should be given to the identification and management of haemodynamically unstable patients who require immediate surgery for injuries associated with bleeding into body cavities (T1 + +). CONCLUSION: The recommendations and approaches described here should be considered as proposals for hospitals to develop standards or modify well-established standards that enable them to prepare themselves successfully for situations (e.g. mass-casualty terrorist or shooter incidents) in which their resources are temporarily overwhelmed.","Franke, Axel; Bieler, Dan; Friemert, Benedikt; Hoth, Patrick; Pape, Hans-Christoph; Achatz, Gerhard",Eur J Trauma Emerg Surg,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7364295/,160
19198,AFibNet: an implementation of atrial fibrillation detection with convolutional neural network,2021-07-14,"Type II alveolar cells (AT2s) are critical for basic respiratory homeostasis and tissue repair after lung injury. Prior studies indicate that AT2s also express major histocompatibility complex class II (MHCII) molecules, but how MHCII expression by AT2s is regulated and how it contributes to host defense remain unclear. Here we show that AT2s express high levels of MHCII independent of conventional inflammatory stimuli, and that selective loss of MHCII from AT2s in mice results in modest worsening of respiratory virus disease following influenza and Sendai virus infections. We also find that AT2s exhibit MHCII presentation capacity that is substantially limited compared to professional antigen presenting cells. The combination of constitutive MHCII expression and restrained antigen presentation may position AT2s to contribute to lung adaptive immune responses in a measured fashion, without over-amplifying damaging inflammation.","Toulmin, Sushila A.; Bhadiadra, Chaitali; Paris, Andrew J.; Lin, Jeffrey H.; Katzen, Jeremy; Basil, Maria C.; Morrisey, Edward E.; Worthen, G. Scott; Eisenlohr, Laurence C.",Nat Commun,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8239023/,160
20039,Chest X-ray sensitivity and lung cancer outcomes: a retrospective observational study,2021-04-16,"INTRODUCTION: Many countries in Africa are scaling up differentiated service delivery (DSD) models for HIV treatment, but most existing data systems do not describe the models in use. We surveyed organizations that were supporting DSD models in 2019 in Malawi, South Africa, and Zambia to describe the diversity of DSD models being implemented at that time. METHODS: We interviewed DSD model implementing organizations for descriptive information about each of the organization's models of care. We described the key characteristics of each model, including population of patients served, location of service delivery, frequency of interactions with patients, duration of dispensing, and cadre(s) of provider involved. To facilitate analysis, we refer to 1 organization supporting 1 model of care as an “organization-model.” RESULTS: The 34 respondents (8 in Malawi, 16 in South Africa, 10 in Zambia) interviewed described a total of 110 organization-models, which included 19 facility-based individual models, 21 out-of-facility-based individual models, 14 health care worker-led groups, and 3 client-led groups; jointly, these encompassed 12 specific service delivery strategies, such as multimonth dispensing, adherence clubs, home delivery, and changes to facility hours. Over two-thirds (n=78) of the organization-models were limited to clinically stable patients. Almost all organization-models (n=96) continued to provide clinical care at established health care facilities; medication pickup took place at facilities, external pickup points, and adherence clubs. Required numbers of provider interactions per year varied widely, from 2 to 12. Dispensing intervals were typically 3 or 6 months in Malawi and Zambia and 2 months in South Africa. Individual models relied more on clinical staff, while group models made greater use of lay personnel. CONCLUSIONS: As of 2019, there was a large variety of differentiated service models being offered for HIV treatment in Malawi, South Africa, and Zambia, serving diverse patient populations.","Huber, Amy; Pascoe, Sophie; Nichols, Brooke; Long, Lawrence; Kuchukhidze, Salome; Phiri, Bevis; Tchereni, Timothy; Rosen, Sydney",Glob Health Sci Pract,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8324204/,160
20833,Prognostic significance of volume-based (18)F-FDG PET/CT parameters and correlation with PD-L1 expression in patients with surgically resected lung adenocarcinoma,2021-09-03,"BACKGROUND: The diagnostic value of high fluorescent lymphocytes (HFLC) and smudge cells in diseases like sepsis has been confirmed. In this study, we explore the diagnostic value of HFLC and smudge cells for infectious mononucleosis (IM). METHODS: Sixty‐two IM patients, 67 healthy controls, 84 patients with upper respiratory tract virus infection, and 35 patients with malignant lymphoid diseases were enrolled. The complete blood counts and leukocyte differential counts are tested, and the smudge cells were manually counted. RESULTS: The value of HFLC% and smudge cells of the IM group were significantly higher than those of healthy controls and disease controls (p < 0.05), and the HFLC% value of IM patients was positively correlated with the number of reactive lymphocytes (r = 0.265). When the cutoff value of HFLC% was 0.4%, and the diagnostic value of IM was high (AUC = 0.995). When the smudge cells >2/100 nucleated cells, it can show better (AUC = 1.000). When the cutoff value of the HFLC% was 1.2%, it can effectively distinguish IM patients from upper respiratory tract virus infection patients (AUC = 0.934); when smudge cells >16/100 nucleated cells, it also has high differential diagnosis value (AUC = 0.913). In addition, the AUC of the combination HFLC% and smudge cells for the differential diagnosis can be increased to 0.968. The performance value of single HFLC% (AUC = 0.942) for distinguishing IM from malignant lymphoid diseases was better than smudge cells and combine index with the cutoff value of 0.4%. CONCLUSION: HFLC% and smudge cells can be used as effective indicators in the early diagnosis and differential diagnosis of IM.","Huang, Tao; Yang, Shuo; He, Yufeng; Li, Qiang; Cui, Liyan",J Clin Lab Anal,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8418501/,160
21049,Process evaluation of PrEP implementation in Kenya: adaptation of practices and contextual modifications in public HIV care clinics,2021-09-08,"BACKGROUND: Troponin levels can be elevated in various diseases other than acute myocardial infarction, including sepsis. In diseases without myocardial necrosis, the elevated troponin levels are relatively low and normalize quickly. CASE PRESENTATION: A 61-year-old Japanese man with impaired consciousness was transported to our hospital. He was diagnosed as having pneumonia and septic shock. His condition was severe, but his clinical course was good. However, his troponin level remained extremely high during admission; on the second day, it was higher than the measurable range. We consulted a cardiologist and performed echocardiography and myocardial perfusion scintigraphy but found no new ischemic changes. CONCLUSION: In septic shock, troponin levels can be extremely high, which can persist even after recovery, as in very large myocardial infarctions.","Matsunaga, Naoki; Yoshioka, Yuki; Fukuta, Yasushi",J Med Case Rep,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8433049/,160
29292,Public Health Law I: Complications of Federalism,2017-09-29,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7149283/,160
30806,New Public Health Strategies for a New Era,2007-12-20,"Plant species continue to be introduced in North America for various purposes. If the trend continues, it is probable that some will escape cultivation and become invasive in native ecosystems. We present a retrospective analysis of several structural, life history, and biogeographical attributes of woody plants introduced in North America to determine which traits characterize species that have and have not invaded. Predictive models derived from discriminant analysis correctly classified 86.2% of the species in cross‐validation, whereas those derived from classification and regression trees classified 76% correctly. From these models we created a hierarchical predictive tree that allows the user to divide species into three categories: admit (low risk of invasiveness), deny admission (high risk of invasiveness), or delay admission for further analyses and/or monitor intensively (risk cannot adequately be assessed based on only the included attributes). We recommend that species that are highly invasive elsewhere not be allowed into the U.S. and that a more conservative introduction policy using a hierarchical predictive method be employed.","Reichard, Sarah Hayden; Hamilton, Clement W.",Conserv Biol,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7162396/,160
38964,"Walking forwards, looking backwards",2020-09-09,,"Bai, Chongzhi; Li, Shihua; Song, Shen; Wang, Qihui; Cho, HeeCheol; Gao, George Fu; Nie, Yu; Han, Pengcheng",J Mol Cell Cardiol,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7474807/,160
