,title_x,publish_time_x,abstract,authors,journal,url,category
5390,Interaction between the learners’ initial grasp of the object of learning and the learning resource afforded,2013-01-23,"Weapons of both defense and offense have grown steadily in their effectiveness—especially since the industrial revolution. The mass destruction of humanity, by parts or in whole, became reality with the advent of toxic agents founded on chemistry and biology or nuclear weapons derived from physics. The military’s new non-combat roles, combined with a quest for non-lethal weapons, may change the picture in regard to conventional defense establishments but are unlikely to deter bellicose tyrants or the new terrorists from using the unlimited potential of today’s and tomorrow’s arsenals. The author addresses the issues that are raised by this developing situation with the intent of seeking those ethics that will enable us to survive in a future and uncertain world.","Richardson, Jacques G.",Sci Eng Ethics,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7089138/,482
8434,Sustainable development strategy of tourism resources offered by regional advantage: Exploring the feasibility of developing an ‘exotic culture’ resource for Weihai City of China,2011-12-13,,"Hess, Ralf D.; Gärtner, Barbara C.; Garrett, Patricia E.",J Clin Virol,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7129972/,482
9554,entérocolite ulcéro-nécrosante du nouveau-né,2010-01-26,"Considering infection/inflammation to be an important risk factor in male infertility, the aim of this study was to make a comprehensive evaluation of the prevalence of urogenital tract infection/inflammation and its potential impact on sperm retrieval in azoospermic patients. In this prospective study, 71 patients with azoospermia were subjected to an extensive andrological workup including comprehensive microbiological diagnostics (2‐glass test, semen, testicular swab and testicular tissue analysis) and testicular biopsy/testicular sperm extraction (TESE). Medical history suggested urogenital tract infection/inflammation in 7% of patients, 11% harboured STIs, 14% showed significant bacteriospermia, 15% had seminal inflammation, 17% fulfilled the MAGI definition, and 27% had relevant pathogens. At the testicular level, 1 patient had a swab positive for bacteria, no viruses were detected, tissue specimens never indicated pathogens, whereas histopathology revealed focal immune cell infiltrates in 23% of samples. Testicular sperm retrieval rate was 100% in obstructive and 46% in nonobstructive azoospermia. None of the infection/inflammation‐related variables was associated with the success of sperm retrieval or inflammatory lesions in the testis. The high prevalence of urogenital infection/inflammation among azoospermic men underpins their role as significant aetiologic factors in male infertility. However, this observation does not refer to the chances of sperm retrieval at the time of surgery/TESE.","Pilatz, Adrian; Kilb, Jill; Kaplan, Huelya; Fietz, Daniela; Hossain, Hamid; Schüttler, Christian G.; Diemer, Thorsten; Bergmann, Martin; Domann, Eugen; Weidner, Wolfgang; Wagenlehner, Florian; Schuppe, Hans-Christian",Andrologia,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7147116/,482
12031,Acute Disseminated Encephalomyelitis with Seizures and Myocarditis: A Fatal Triad,2020-06-04,"Hintergrund Von der chronischen Rhinosinusitis (CRS) sind weltweit etwa 5–12 % der Allgemeinbevölkerung betroffen. Die CRS gilt als chronische Atemwegserkrankung, die nach den Empfehlungen der WHO ein Risikofaktor für COVID-19-Patienten sein kann. Die entzündlichen Veränderungen der Nasenschleimhäute bei chronischer Rhinosinusitis mit Nasenpolypen (CRSwNP) sind in den meisten Fällen vom Entzündungsendotyp 2 (T2). Methoden Der aktuelle Wissensstand sowohl zu COVID-19 als auch zu den Behandlungsmöglichkeiten von CRSwNP wurde durch eine Literaturrecherche in Medline, Pubmed, internationalen Leitlinien, der Cochrane Library und im Internet analysiert. Ergebnisse Auf Grundlage der internationalen Literatur, der aktuellen Empfehlungen der WHO und anderer internationaler Organisationen sowie der bisherigen Erfahrungen gab ein Expertengremium von EAACI und ARIA Empfehlungen für die Behandlung von CRSwNP während der COVID-19-Pandemien. Schlussfolgerung Intranasale Kortikosteroide stellen die Standardbehandlung für CRS bei Patienten mit einer SARS-CoV-2-Infektion dar. Chirurgische Behandlungen sollten auf ein Minimum reduziert werden und nur bei Patienten mit lokalen Komplikationen und solchen, für die keine anderen Behandlungsmöglichkeiten bestehen, durchgeführt werden. Systemische Kortikosteroide sollten bei COVID-19-Patienten vermieden werden. Die Behandlung mit Biologika kann bei nicht infizierten Patienten unter sorgfältiger Überwachung fortgesetzt werden und sollte während einer SARS-CoV-2-Infektion vorübergehend unterbrochen werden.","Klimek, L.; Becker, S.; Buhl, R.; Chaker, A. M.; Huppertz, T.; Hoffmann, T. K.; Dazert, S.; Deitmer, T.; Förster-Ruhrmann, U.; Olze, H.; Hagemann, J.; Plontke, S. K.; Wrede, H.; Schlenter, W.; Welkoborsky, H. J.; Wollenberg, B.; Beule, A. G.; Rudack, C.; Strieth, S.; Mösges, R.; Bachert, C.; Stöver, T.; Matthias, C.; Dietz, A.",Laryngorhinootologie,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7362395/,482
15203,Article 4: Impact assessment of supervision performance assessment and recognition strategy (SPARS) to improve supply chain management in health facilities in Uganda: a national pre and post study,2021-02-04,"BACKGROUND: Using telemedicine for diabetic retinal screening is becoming popular especially amongst at-risk urban communities with poor access to care. The goal of the diabetic telemedicine project at Temple University Hospital is to improve cost-effective access to appropriate retinal care to those in need of close monitoring and/or treatment. METHODS: This will be a retrospective review of 15 months of data from March 2016 to May 2017. We will investigate how many patients were screened, how interpretable the photographs were, how often the photographs generated a diagnosis of diabetic retinopathy (DR) based on the screening photo, and how many patients followed-up for an exam in the office, if indicated. RESULTS: Six-hundred eighty-nine (689) digital retinal screening exams on 1377 eyes of diabetic patients were conducted in Temple’s primary care clinic. The majority of the photographs were read to have no retinopathy (755, 54.8%). Among all of the screening exams, 357 (51.8%) triggered a request for a referral to ophthalmology. Four-hundred forty-nine (449, 32.6%) of the photos were felt to be uninterpretable by the clinician. Referrals were meant to be requested for DR found in one or both eyes, inability to assess presence of retinopathy in one or both eyes, or for suspicion of a different ophthalmic diagnosis. Sixty-seven patients (9.7%) were suspected to have another ophthalmic condition based on other findings in the retinal photographs. Among the 34 patients that were successfully completed a referral visit to Temple ophthalmology, there was good concordance between the level of DR detected by their screening fundus photographs and visit diagnosis. CONCLUSIONS: Although a little more than half of the patients did not have diabetic eye disease, about half needed a referral to ophthalmology. However, only 9.5% of the referral-warranted exams actually received an eye exam. Mere identification of referral-warranted diabetic retinopathy and other ophthalmic conditions is not enough. A successful telemedicine screening program must close the communication gap between screening and diagnosis by reviewer to provide timely follow-up by eye care specialists.","Benjamin, James E.; Sun, Justin; Cohen, Devin; Matz, Joseph; Barbera, Angela; Henderer, Jeffrey; Cheng, Lorrie; Grachevskaya, Julia; Shah, Rajnikant; Zhang, Yi",BMC Ophthalmol,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7859899/,482
15354,The intertwining of world news with Sustainable Development Goals: An effective monitoring tool,2021-02-05,"Recent advances in computational methods have enabled the predictive design of self-assembling protein nanomaterials with atomic-level accuracy. These design strategies focus exclusively on a single target structure, without consideration of the mechanism or dynamics of assembly. However, understanding the assembly process, and in particular its robustness to perturbation, will be critical for translating this class of materials into useful technologies. Here we investigate the assembly of two computationally designed, 120-subunit icosahedral complexes in detail using several complementary biochemical methods. We found that assembly of each material from its two constituent protein building blocks was highly cooperative and yielded exclusively complete, 120-subunit complexes except in one non-stoichiometric regime for one of the materials. Our results suggest that in vitro assembly provides a robust and controllable route for the manufacture of designed protein nanomaterials and confirm that cooperative assembly can be an intrinsic, rather than evolved, feature of hierarchically structured protein complexes.","Wargacki, Adam J.; Wörner, Tobias P.; van de Waterbeemd, Michiel; Ellis, Daniel; Heck, Albert J. R.; King, Neil P.",Nat Commun,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7873210/,482
24301,"Vaccines: Biotechnology Market, Coverage, and Regulatory Challenges for Achieving Sustainable Development Goals",2019-06-13,"An overview of the general pediatric infectious disease topics necessary for ward knowledge, clinical acumen in practice, and board examination preparation is presented in an easy-to-study question & answer format.","Houser, Christine M.",Pediatric Infectious Disease,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7120571/,482
28730,Tourism in Africa: Issues and Prospects,2020-04-12,"In multicellular organisms, cell death plays an important role in development, morphogenesis, control of cell numbers, and removal of infected, mutated, or damaged cells. The term apoptosis was first coined in 1972 by Kerr et al.1 to describe the morphologic features of a type of cell death that is distinct from necrosis and is today considered to represent programmed cell death. In fact, the evidence that a genetic program existed for physiologic cell death came from the developmental studies of the nematode Caenorhabditis elegans.2 As time has progressed, however, apoptotic cell death has been shown to occur in many cell types under a variety of physiologic and pathologic conditions. Cells dying by apoptosis exhibit several characteristic morphologic features that include cell shrinkage, nuclear condensation, membrane blebbing, nuclear and cellular fragmentation into membrane-bound apoptotic bodies, and eventual phagocytosis of the fragmented cell (Figure 4.1).","Saikumar, Pothana; Kar, Rekha",Molecular Pathology of Lung Diseases,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7147438/,482
29041,Modular air quality system for interior comfort,2010,"Both host defense and viral genetic factors influence the development of viral infection and disease. Due to the presence of the blood-brain barrier, infection of the central nervous system creates additional complexities in interactions between a virus and its host. Stages in viral pathogenesis defined as (1) virus entry, (2) spread, (3) tropism, (4) virulence and injury to the host, and (5) the outcome of infection are discussed for viral infections in general and those aspects unique to infections of the central nervous system. Information about neuronal physiology and function has also been revealed through studying virus infection. An increased understanding of viral pathogenetic mechanisms and host response to infection raises interesting possibilities for vaccine development and for basic studies in neurology and neurobiology.","Morrison, Lynda A.; Fields, Bernard N.",,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7148964/,482
29996,Tourism in the twenty-first century: contemporary tourism in an uncertain world,2009-11-16,,"Coffin, Susan E.; Zaoutis, Theoklis E.",Infectious Diseases of the Fetus and Newborn,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7152384/,482
