,title_x,publish_time_x,abstract,authors,journal,url,category
62824,Renal changes and acute kidney injury in covid-19: a systematic review.,2020,"Today, endoscopic adrenalectomy has become a gold standard in endocrine surgery. To minimize the morbidity and improve cosmesis, single access retroperitoneoscopic adrenalectomy (SARA) has been developed as an alternative to traditional multiport laparoscopy and single port access (SPA) surgery, potentially exploiting even more the already proven benefits of minimally invasive surgery. We applied the SARA technique to adrenalectomy using the posterior retroperitoneal approach. The aim is to highlight the current situation regarding the feasibility and safety of single access retroperitoneoscopic adrenalectomy and to present our initial experience. Between October 2010 and February 2011, a 74-year-old woman (body mass index (BMI) - 31 kg/m(2)) with pheochromocytoma (1.2 cm in size) and 3 women, aged 45, 46 and 66 years (BMI - 27, 32, 33 kg/m(2)), respectively, and all diagnosed with Conn's adenoma (from 1.2 cm to 2.0 cm in size), underwent single access retroperitoneoscopic adrenalectomies. Operations were performed using conventional laparoscopic (STORZ) equipment. No conversions to the open or conventional retroperitoneal approach were necessary. There were no perioperative or postoperative complications. Operating time ranged from 60 min to 80 min. All patients left the hospital 2 days after surgery. The single access retroperitoneoscopic technique has been successfully applied to adrenalectomy as an available alternative to multiport laparoendoscopic adrenalectomy and single port access surgery. Exposure, visualization and dissection are the same as in retroperitoneal endoscopic adrenalectomy. The SARA surgery offers patient benefits such as faster convalescence, decreased postoperative scarring, better cosmetic effect and financial benefit.","Beiša, Virgilijus; Kildušis, Edvinas; Strupas, Kęstutis",Wideochirurgia i inne techniki maloinwazyjne = Videosurgery and other miniinvasive techniques,https://doi.org/10.5114/wiitm.2011.25640; https://www.ncbi.nlm.nih.gov/pubmed/23256000/,860
84139,Burnout in pediatric critical care medicine: more challenging days during the COVID-19 pandemic.,2020-08-01,"Patients with immune-mediated inflammatory diseases (IMID) such as inflammatory bowel disease (IBD) on immunosuppressive and biologic therapies were largely excluded from SARS-CoV-2 mRNA vaccine trials. We thus evaluated post-mRNA vaccination adverse events (AE) in 246 vaccinated adults with IBD participating in a longitudinal vaccine registry. In general, AE frequency was similar to that reported in the general population. AE were more common among younger patients, and those with prior COVID-19. We additionally found that AE were less common in individuals receiving biologic therapy. Those with IBD and other IMID on these commonly prescribed therapies can be reassured that the AE risk is likely not increased, and may be reduced, while on biologics.","Botwin, Gregory J; Li, Dalin; Figueiredo, Jane; Cheng, Susan; Braun, Jonathan; McGovern, Dermot P B; Melmed, Gil Y",The American journal of gastroenterology,https://doi.org/10.14309/ajg.0000000000001342; https://www.ncbi.nlm.nih.gov/pubmed/34047304/,860
87926,COVID-19: scars of the virus and stories caused by social isolation and mourning.,2020-11-01,"OBJECTIVE Plaut's breakthrough 2010 publication on diversity science-the study of meaningful human differences-set in motion a generative field of theory and research. Yet, to move diversity science forward, innovative methods that explicitly center the experiences of Black, Indigenous, and People of Color (BIPOC) who encounter multiple forms of marginalization must be adopted. One such approach is intersectional mixed methods research-a methodological approach that uses intersectionality theory to guide the use of both quantitative and qualitative methods within a single study. CONCLUSIONS We argue that intersectional mixed methods research includes four tenets: (1) research questions prioritize multiply marginalized BIPOC individuals, (2) the multiple realities of BIPOC individuals are honored and embraced, (3) identity-related variables (e.g., self-reported discrimination) are studied alongside systems-level variables (e.g., structural racism), and (4) scholars engage in critical reflexivity. We also propose that intersectional mixed methods research can advance scholarship on multiply marginalized BIPOC individuals by fulfilling one of five purposes: Triangulation, complementarity, expansion, development, and initiation. We close with a discussion of tensions and recommendations. (PsycInfo Database Record (c) 2021 APA, all rights reserved).","Watson-Singleton, Natalie N; Lewis, Jioni A; Dworkin, Emily R",Cultural diversity & ethnic minority psychology,https://doi.org/10.1037/cdp0000477; https://www.ncbi.nlm.nih.gov/pubmed/34323509/,860
88026,Role of a Neonatal Intensive Care Unit during the COVID-19 Pandemia: recommendations from the neonatology discipline.,2020-07-01,"BACKGROUND Large-scale, prospective studies of infectious intestinal disease (IID) in developed countries are uncommon. Two studies of IID incidence and etiology have been conducted in the United Kingdom: the Infectious Intestinal Disease Study in England (IID1) in 1993-1996 and the Second Study of Infectious Intestinal Disease in the Community (IID2) in 2008-2009. We examined changes in etiology and diagnostic yield of IID cases over 15 years. METHODS Fecal samples submitted by IID cases were examined for a range of bacterial, viral, and protozoal pathogens using traditional and molecular microbiological methods. We calculated the percentage of specimens positive for each organism based on traditional methods and on traditional and molecular methods combined. We compared the distributions of organisms in the 2 studies. RESULTS For pathogens investigated in both studies, 40% of fecal samples submitted by cases in IID2 were positive compared with 28% in IID1. Viruses were most frequent among community cases in IID2. Campylobacter was the most common bacterial pathogen among cases presenting to healthcare. Major differences between the 2 studies were increases in the detection of norovirus and sapovirus and a decline Salmonella. CONCLUSIONS Most fecal specimens were negative for the pathogens tested in both studies, so new strategies are needed to close the diagnostic gap. Among known pathogens, effective control of norovirus, rotavirus, and Campylobacter remain high priorities. The reduction in nontyphoidal salmonellosis demonstrates the success of Europe-wide control strategies, notably an industry-led Salmonella control program in poultry in the United Kingdom.","Tam, Clarence C; O'Brien, Sarah J; Tompkins, David S; Bolton, Frederick J; Berry, Lisa; Dodds, Julie; Choudhury, Dalia; Halstead, Fenella; Iturriza-Gómara, Miren; Mather, Katherine; Rait, Greta; Ridge, Alan; Rodrigues, Laura C; Wain, John; Wood, Bernard; Gray, James J",Clinical infectious diseases : an official publication of the Infectious Diseases Society of America,https://doi.org/10.1093/cid/cis028; https://www.ncbi.nlm.nih.gov/pubmed/22412058/,860
107756,Speech therapy practice in hospital settings and COVID-19 pandemic.,2020,"Background: Teledermatology offers an opportunity to continually deliver care during the coronavirus disease 2019 pandemic. Objective: To provide quantitative data about the use of teledermatology. Methods: Retrospective analysis of teledermatology consultations was performed from March 16 to May 1, 2020. The number/type of encounters, differences in diagnoses, and prescriptions between asynchronous and synchronous teledermatology visits were analyzed. Results: A total of 951 visits (36.2%) were asynchronous whereas 1,672 visits (63.8%) were synchronous. Only 131 (<5%) visits required an acute in-person follow-up. The diagnosis of acne was more frequent with asynchronous visits (p < 0.002, Bonferroni corrected). Antibiotics and nonretinoid acne medications were prescribed more with asynchronous visits, whereas immunomodulators and biologics were more commonly prescribed with synchronous visits (p < 0.02, Bonferroni corrected). Providers at our institution were split on preferred mode (54.2% synchronous, 45.8% asynchronous); however, synchronous visits were preferred for complex medical dermatology patients and return patients (p < 0.05). Limitations: This study is limited by being a single-center study. Conclusions: Asynchronous teledermatology was used more for acne management, whereas synchronous teledermatology was preferable to providers for complex medical dermatology. Postanalysis of the data collected led us to institute a hybridization of our asynchronous and synchronous teledermatology.","Kazi, Rashek; Evankovich, Maria R; Liu, Rebecca; Liu, Andrew; Moorhead, Autumn; Ferris, Laura K; Falo, Louis D; English, Joseph C",Telemedicine journal and e-health : the official journal of the American Telemedicine Association,https://doi.org/10.1089/tmj.2020.0299; https://www.ncbi.nlm.nih.gov/pubmed/33074786/,860
121468,Immune status could be associated with severity in COVID-19 patients.,2020,"The purpose of the study is to explore the lived experiences of nurses with regard to their personal safety and to identify the fundamental structures underlying nurse safety. A qualitative descriptive phenomenological design, using the data analysis method proposed by Colaizzi, was used. Eleven nurses participated in the study between March and July 2019. The research findings indicated the fundamental structure of nurse safety encompasses 3 categories: ""nurses' personal protection systems,"" ""safety support systems,"" and ""risk factors."" The fundamental structure identified in this study can contribute to better understanding and insight regarding the safety of nurses.","Jeong, Gyeonghui; Kang, Seung Wan",ANS. Advances in nursing science,https://doi.org/10.1097/ans.0000000000000346; https://www.ncbi.nlm.nih.gov/pubmed/33394586/,860
126015,Investigating correlates of athletic identity and sport-related injury outcomes: a scoping review.,2021-04-09,,"Komamura, Kazuo",The New England journal of medicine,https://doi.org/10.1056/nejmc2102893; https://www.ncbi.nlm.nih.gov/pubmed/34010538/,860
130999,Neutrophil count to albumin ratio as a new predictor of mortality in patients with COVID-19 ınfection.,2020,PURPOSE OF REVIEW This review will report on the new aspects of management of 'malignant' middle cerebral artery (MCA) infarctions. RECENT FINDINGS Large MCA infarctions have been associated with high death rates for years. The most reliable predictors of a 'malignant' course are hypodensity in more than 50% of the MCA territory on computed tomography as well as stroke volume greater than 145 ml on diffusion-weighted imaging. Real-time neuromonitoring may be helpful in the detection of development of cerebral edema. The attempt of recanalization of the affected artery utilizing a combination of intravenous and intra-arterial thrombolysis and mechanical thrombectomy is crucial. Monitoring of intracranial pressure has not been proven helpful. Decompressive surgery within 48 h after symptom onset in patients less than 60 years old reduces mortality and severe disability. The quality of life perceived by the survivors is variable and deserves further study. The neuroprotective effect of hypothermia requires additional investigation. SUMMARY The era of decompressive hemicraniectomy has changed the prospects of patients with large infarctions in the MCA or internal carotid artery territory who are at risk of development of 'malignant' cerebral edema. Timing of surgery and appropriate patient selection based on age and other criteria need to be refined.,"Wartenberg, Katja E",Current opinion in critical care,https://doi.org/10.1097/mcc.0b013e32835075c5; https://www.ncbi.nlm.nih.gov/pubmed/22322256/,860
135620,Experiences of Informatics Health Care Workers Redeployed to Provide Telehealth in a Coronavirus Disease-Screening Hub.,2021-05-17,,"Schaller, Tina; Hirschbühl, Klaus; Burkhardt, Katrin; Braun, Georg; Trepel, Martin; Märkl, Bruno; Claus, Rainer",JAMA,https://doi.org/10.1001/jama.2020.8907; https://www.ncbi.nlm.nih.gov/pubmed/32437497/,860
149473,Investigation of the frequency of COVID-19 in patients treated with intravesical BCG.,2020,"PURPOSE To describe and compare primary patency rates in patients undergoing endovascular femoropopliteal interventions with standard or interwoven nitinol stents or drug-coated balloons. METHODS A cohort of 1292 patients was treated for symptomatic femoropopliteal occlusive disease classified as Rutherford category ≥ 1 at a large vascular center between June 2006 and August 2013 using either standard nitinol stents (SNS; n=432), interwoven nitinol stents (INS; n=470), or drug-coated balloons (DCB; n=390). Primary patency rates were assessed by ultrasound or angiographic readings for over 3 years of follow-up. Propensity score-matched pairs were formed to compare each treatment with another using survival analysis. RESULTS Survival curves of primary patency favored INS compared with SNS in 368 propensity score-matched pairs (p<0.001). Kaplan-Meier estimates at 1, 2, and 3 years were 86.6%, 76.4%, and 68.9%, respectively, in the INS group vs 60.5%, 46.1%, and 42.1%, respectively, in the SNS group. No significant difference (p=0.232) was seen for the comparison of SNS vs DCB in 284 matched pairs over long-term follow-up (primary patency estimates at 1, 2, and 3 years were 79.8%, 53.8%, and 32.9%, respectively, in the DCB group vs 60.5%, 44.8%, and 40.3%, respectively, in the SNS group). Survival curves of primary patency favored INS over DCB in 254 matched pairs (p<0.001). Kaplan-Meier estimates at 1, 2, and 3 years were 79.0%, 51.2%, and 30.1%, respectively, in the DCB group vs 89.0%, 76.9%, and 66.2%, respectively, in the INS group. CONCLUSION Propensity score-based analysis of primary patency suggests profound differences in restenosis rates between various treatment modalities for femoropopliteal disease for over 3 years of follow-up.","Steiner, Sabine; Schmidt, Andrej; Bausback, Yvonne; Piorkowski, Michael; Werner, Martin; Yahiaoui-Doktor, Maryam; Banning-Eichenseer, Ursula; Scheinert, Dierk",Journal of endovascular therapy : an official journal of the International Society of Endovascular Specialists,https://doi.org/10.1177/1526602816628285; https://www.ncbi.nlm.nih.gov/pubmed/26848131/,860
